title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Princess Bride,William Goldman,4.27,"895,758 rating","September 1, 1973","What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitation, and only the ""good parts"" reached his ears.Now Goldman does Dad one better. He's reconstructed the ""Good Parts Version"" to delight wise kids and wide-eyed grownups everywhere.What's it about? Fencing. Fighting. True Love. Strong Hate. Harsh Revenge. A Few Giants. Lots of Bad Men. Lots of Good Men. Five or Six Beautiful Women. Beasties Monstrous and Gentle. Some Swell Escapes and Captures. Death, Lies, Truth, Miracles, and a Little Sex.In short, it's about everything.",429,"['Fantasy', 'Classics', 'Fiction', 'Romance', 'Humor', 'Young Adult', 'Adventure']","2,458 follower","25,792 review",95,"17,246 (1%)","29,346 (3%)","117,763 (13%)","263,834 (29%)","467,569 (52%)"
The Call of the Wild,Jack London,3.90,"426,075 rating","January 1, 1903","First published in 1903, The Call of the Wild is regarded as Jack London's masterpiece. Based on London's experiences as a gold prospector in the Canadian wilderness and his ideas about nature and the struggle for existence, The Call of the Wild is a tale about unbreakable spirit and the fight for survival in the frozen Alaskan Klondike.",172,"['Fiction', 'Classics', 'Adventure', 'Young Adult', 'Animals', 'Historical Fiction', 'Literature', 'Fiction', 'Classics', 'Adventure', 'Young Adult', 'Animals', 'Historical Fiction', 'Literature', 'Fiction', 'Classics', 'Adventure', 'Young Adult', 'Animals', 'Historical Fiction', 'Literature']","6,793 follower","15,288 review","6,596","9,779 (2%)","25,324 (5%)","99,071 (23%)","154,416 (36%)","137,485 (32%)"
The Trial,Franz Kafka,3.96,"321,606 rating","April 26, 1925","Written in 1914 but not published until 1925, a year after Kafka’s death, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly and inexplicably arrested and must defend himself against a charge about which he can get no information. Whether read as an existential tale, a parable, or a prophecy of the excesses of modern bureaucracy wedded to the madness of totalitarianism, The Trial has resonated with chilling truth for generations of readers.",255,"['Classics', 'Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia', 'Classics', 'Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia']",29.1k follower,"14,149 review","2,759","7,147 (2%)","19,124 (5%)","65,444 (20%)","118,343 (36%)","111,548 (34%)"
She's Come Undone,Wally Lamb,3.91,"345,419 rating","August 24, 1992","In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.",465,"['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Coming Of Age', 'Novels', 'Adult']","7,597 follower","11,175 review",14,"11,746 (3%)","23,491 (6%)","71,975 (20%)","116,419 (33%)","121,788 (35%)"
Where the Sidewalk Ends,Shel Silverstein,4.33,"1,393,675 rating","January 1, 1974","Come in... for where the sidewalk ends, Shel Silverstein's world begins.Shel Silverstein, the New York Times bestselling author of The Giving Tree, A Light in the Attic, Falling Up, and Every Thing On It, has created a poetry collection that is outrageously funny and deeply profound. You'll meet a boy who turns into a TV set, and a girl who eats a whale. The Unicorn and the Bloath live there, and so does Sarah Cynthia Sylvia Stout who will not take the garbage out. It is a place where you wash your shadow and plant diamond gardens, a place where shoes fly, sisters are auctioned off, and crocodiles go to the dentist.Shel Silverstein's masterful collection of poems and drawings stretches the bounds of imagination and will be cherished by readers of all ages.",176,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']","9,769 follower","12,447 review",111,"23,504 (1%)","39,640 (2%)","172,011 (12%)","371,976 (26%)","786,544 (56%)"
Perfume: The Story of a Murderer,Patrick Süskind,4.04,"462,898 rating","January 1, 1985","An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder.In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume""—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity.",263,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Thriller', 'Mystery', 'Crime', 'Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Thriller', 'Mystery', 'Crime', 'Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Thriller', 'Mystery', 'Crime']","3,578 follower","24,617 review",39,"10,615 (2%)","25,117 (5%)","82,057 (17%)","164,362 (35%)","180,747 (39%)"
Fight Club,Chuck Palahniuk,4.19,"587,772 rating","August 17, 1996","Chuck Palahniuk showed himself to be his generation’s most visionary satirist in this, his first book. Fight Club’s estranged narrator leaves his lackluster job when he comes under the thrall of Tyler Durden, an enigmatic young man who holds secret after-hours boxing matches in the basement of bars. There, two men fight ""as long as they have to."" This is a gloriously original work that exposes the darkness at the core of our modern world.",224,"['Fiction', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Literature', 'Adult']",129k follower,"21,451 review",226,"7,342 (1%)","19,859 (3%)","88,575 (15%)","211,634 (36%)","260,362 (44%)"
Catch-22,Joseph Heller,3.99,"828,065 rating","November 10, 1961","Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniest—and most celebrated—books of all time. In recent years it has been named to “best novels” lists by Time, Newsweek, the Modern Library, and the London Observer.Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemy—it is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions he’s assigned, he’ll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved.This fiftieth-anniversary edition commemorates Joseph Heller’s masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos from Joseph Heller’s personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.",453,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Humor', 'Literature', 'Novels']","2,644 follower","23,261 review",56,"29,160 (3%)","53,605 (6%)","148,697 (17%)","262,669 (31%)","333,934 (40%)"
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.46,"321,965 rating","January 1, 1971","At one time Corrie ten Boom would have laughed at the idea that there would ever be a story to tell. For the first fifty years of her life nothing at all out of the ordinary had ever happened to her. She was an old-maid watchmaker living contentedly with her spinster sister and their elderly father in the tiny Dutch house over their shop. Their uneventful days, as regulated as their own watches, revolved around their abiding love for one another. However, with the Nazi invasion and occupation of Holland, a story did ensue. Corrie ten Boom and her family became leaders in the Dutch Underground, hiding Jewish people in their home in a specially built room and aiding their escape from the Nazis. For their help, all but Corrie found death in a concentration camp. The Hiding Place is their story.",242,"['Nonfiction', 'Biography', 'History', 'Christian', 'Memoir', 'Classics', 'Holocaust', 'Nonfiction', 'Biography', 'History', 'Christian', 'Memoir', 'Classics', 'Holocaust', 'Nonfiction', 'Biography', 'History', 'Christian', 'Memoir', 'Classics', 'Holocaust', 'Nonfiction', 'Biography', 'History', 'Christian', 'Memoir', 'Classics', 'Holocaust', 'Nonfiction', 'Biography', 'History', 'Christian', 'Memoir', 'Classics', 'Holocaust']","1,464 follower","13,533 review",115,"6,140 (1%)","7,384 (2%)","27,500 (8%)","71,906 (22%)","209,035 (64%)"
Mrs. Dalloway,Virginia Woolf,3.79,"303,020 rating","May 14, 1925","Heralded as Virginia Woolf's greatest novel, this is a vivid portrait of a single day in a woman's life. When we meet her, Mrs. Clarissa Dalloway is preoccupied with the last-minute details of party preparation while in her mind she is something much more than a perfect society hostess. As she readies her house, she is flooded with remembrances of faraway times. And, met with the realities of the present, Clarissa reexamines the choices that brought her there, hesitantly looking ahead to the unfamiliar work of growing old.",194,"['Classics', 'Fiction', 'Literature', 'Novels', 'Feminism', 'British Literature', 'Literary Fiction', 'Classics', 'Fiction', 'Literature', 'Novels', 'Feminism', 'British Literature', 'Literary Fiction', 'Classics', 'Fiction', 'Literature', 'Novels', 'Feminism', 'British Literature', 'Literary Fiction']",24.1k follower,"18,005 review","1,373","10,691 (3%)","25,768 (8%)","72,433 (23%)","101,426 (33%)","92,702 (30%)"
