title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Grand Sophy,Georgette Heyer,4.17,"32,934 rating","January 1, 1950","When the redoubtable Sir Horace Stanton-Lacy is ordered to South America on business, he leaves his only daughter Sophy with his sister, Lady Ombersley, in Berkeley Square. But Sophy's cousins are in a sad state, and she's arrived just in time to save them all. But she hadn't reckoned with Charles Rivenhall, the Ombersleys' heir, who is very unappreciative of her efforts.",328,242,"4,893 follower","['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Classics']","4,092 review","14,092 (42%)","12,203 (37%)","5,099 (15%)","1,079 (3%)",461 (1%)
The Road to Wellville,T. Coraghessan Boyle,3.69,"6,544 rating","May 1, 1993","Will Lightbody is a man with a stomach ailment whose only sin is loving his wife, Eleanor, too much. Eleanor is a health nut of the first stripe, and when in 1907 she journeys to Dr. John Harvey Kellogg's infamous Battle Creek Spa to live out the vegetarian ethos, poor Will goes too. So begins T. Coraghessan Boyle's wickedly comic look at turn-of-the-century fanatics in search of the magic pill to prolong their lives - or the profit to be had from manufacturing it. Brimming with a Dickensian cast of characters and laced with wildly wonderful plot twists, Jane Smiley in The New York Times Book Review called The Road to Wellville ""a marvel, enjoyable from beginning to end.""",496,153,"2,772 follower","['Fiction', 'Historical Fiction', 'Humor', 'Historical', 'Novels', 'Literature', 'Literary Fiction']",466 review,"1,328 (20%)","2,644 (40%)","1,931 (29%)",515 (7%),126 (1%)
Tender Buttons,Gertrude Stein,3.67,"6,559 rating","January 1, 1914","Before becoming the patron of Lost Generation artists, Gertrude Stein established her reputation as an innovative author whose style was closer to painting than literature. Stein's strong influence on 20th-century literature is evident in this 1915 work of highly original prose rendered in thought-provoking experimental techniques.",96,293,"1,054 follower","['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'American', 'Queer']",609 review,"2,116 (32%)","1,861 (28%)","1,409 (21%)",680 (10%),493 (7%)
A Man in Full,Tom Wolfe,3.87,"18,625 rating","November 1, 1998","The setting is Atlanta, Georgia — a racially mixed, late-century boomtown full of fresh wealth and wily politicians. The protagonist is Charles Croker, once a college football star, now a late-middle-aged Atlanta conglomerate king whose outsize ego has at last hit up against reality. Charlie has a 29,000 acre quail-shooting plantation, a young and demanding second wife, and a half-empty office complex with a staggering load of debt.Meanwhile, Conrad Hensley, idealistic young father of two, is laid off from his job at the Croker Global Foods warehouse near Oakland and finds himself spiraling into the lower depths of the American legal system.And back in Atlanta, when star Georgia Tech running back Fareek “the Canon” Fanon, a homegrown product of the city’s slums, is accused of date-raping the daughter of a pillar of the white establishment, upscale black lawyer Roger White II is asked to represent Fanon and help keep the city’s delicate racial balance from blowing sky-high.Networks of illegal Asian immigrants crisscrossing the continent, daily life behind bars, shady real estate syndicates — Wolfe shows us contemporary America with all the verve, wit, and insight that have made him our most admired novelist. Charlie Croker’s deliverance from his tribulations provides an unforgettable denouement to the most widely awaited, hilarious and telling novel America has seen in ages — Tom Wolfe’s most outstanding achievement to date.",704,165,"2,732 follower","['Fiction', 'Literature', 'Novels', 'Philosophy', 'Classics', 'Literary Fiction', 'Contemporary']","1,093 review","5,309 (28%)","7,417 (39%)","4,407 (23%)","1,171 (6%)",321 (1%)
Sacred Hunger,Barry Unsworth,4.12,"7,152 rating","January 1, 1992","Sacred Hunger is a stunning and engrossing exploration of power, domination, and greed. Filled with the ""sacred hunger"" to expand its empire and its profits, England entered full into the slave trade and spread the trade throughout its colonies. In this Booker Prize-winning work, Barry Unsworth follows the failing fortunes of William Kemp, a merchant pinning his last chance to a slave ship; his son who needs a fortune because he is in love with an upper-class woman; and his nephew who sails on the ship as its doctor because he has lost all he has loved. The voyage meets its demise when disease spreads among the slaves and the captain's drastic response provokes a mutiny. Joining together, the sailors and the slaves set up a secret, utopian society in the wilderness of Florida, only to await the vengeance of the single-minded, young Kemp.",630,41,160 follower,"['Historical Fiction', 'Fiction', 'Historical', 'Africa', 'Literature', 'British Literature', 'Literary Fiction']",632 review,"3,034 (42%)","2,531 (35%)","1,127 (15%)",316 (4%),144 (2%)
The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,4.12,"9,049 rating","January 1, 1966","Librarian note: an alternate cover for this edition can be found here.With vast erudition, Foucault cuts across disciplines and reaches back into seventeenth century to show how classical systems of knowledge, which linked all of nature within a great chain of being and analogies between the stars in the heavens and the features in a human face, gave way to the modern sciences of biology, philology, and political economy. The result is nothing less than an archaeology of the sciences that unearths old patterns of meaning and reveals the shocking arbitrariness of our received truths.In the work that established him as the most important French thinker since Sartre, Michel Foucault offers startling evidence that “man”—man as a subject of scientific knowledge—is at best a recent invention, the result of a fundamental mutation in our culture.",416,671,"5,526 follower","['Philosophy', 'Nonfiction', 'History', 'Theory', 'Science', 'Sociology', 'France']",305 review,"3,830 (42%)","3,151 (34%)","1,559 (17%)",362 (4%),147 (1%)
To Serve Them All My Days,R.F. Delderfield,4.32,"2,953 rating","January 1, 1972","Miner's son David Powlett-Jones returns from the carnage of the Western Front in 1918, shell-shocked and bitterly hardened by the violence of war. He begins life again as a master at a remote Devon school, controlling the destiny of boys barely his junior.As the years pass David becomes a teacher of rare talent, begins to find peace, and is able to adjust to the changes which are overwhelming society. But soon he will have to face up to the prospect of another terrible war...",672,98,177 follower,"['Fiction', 'Historical Fiction', 'British Literature', 'Historical', 'World War I', 'War', 'Classics']",305 review,"1,481 (50%)","1,055 (35%)",337 (11%),54 (1%),26 (<1%)
Dictionary of the Khazars,Milorad Pavić,4.17,"6,937 rating","January 1, 1983","A national bestseller, Dictionary of the Khazars was cited by The New York Times Book Review as one of the best books of the year. Written in two versions, male and female (both available in Vintage International), which are identical save for seventeen crucial lines, Dictionary is the imaginary book of knowledge of the Khazars, a people who flourished somewhere beyond Transylvania between the seventh and ninth centuries. Eschewing conventional narrative and plot, this lexicon novel combines the dictionaries of the world's three major religions with entries that leap between past and future, featuring three unruly wise men, a book printed in poison ink, suicide by mirrors, a chimerical princess, a sect of priests who can infiltrate one's dreams, romances between the living and the dead, and much more.",338,174,509 follower,"['Fiction', 'Fantasy', 'Historical Fiction', 'Magical Realism', 'Classics', 'Literature', 'Serbian Literature', 'Fiction', 'Fantasy', 'Historical Fiction', 'Magical Realism', 'Classics', 'Literature', 'Serbian Literature', 'Fiction', 'Fantasy', 'Historical Fiction', 'Magical Realism', 'Classics', 'Literature', 'Serbian Literature']",536 review,"3,460 (49%)","1,896 (27%)","1,056 (15%)",359 (5%),166 (2%)
The Ascent of Man,Jacob Bronowski,4.21,"6,129 rating","January 1, 1973","Lauded by critics and devoured by countless readers as a companion to the acclaimed PBS series, this work traces the development of science as an expression of the special gifts that characterize man and make him preeminent among animals. Bronowski's exciting, splendidly illustrated investigation offers a new perspective not just on science, but on civilization itself. Photographs.",448,54,201 follower,"['Science', 'History', 'Nonfiction', 'Philosophy', 'Anthropology', 'Biology', 'Evolution']",274 review,"2,890 (47%)","1,994 (32%)",955 (15%),203 (3%),87 (1%)
This Present Darkness,Frank E. Peretti,4.24,"107,103 rating","January 1, 1986","""For we do not wrestle against flesh and blood, but against the rulers, against the authorities, against the cosmic powers over this present darkness, against the spiritual forces of evil in the heavenly places."" Ephesians 6:12Ashton is just a typical small town. But when a skeptical reporter and a prayerful, hardworking pastor begin to investigate mysterious events, they suddenly find themselves caught up in a hideous New Age plot to enslave the townspeople, and eventually the entire human race. The physical world meets the spiritual realm as the battle rages between forces of good and evil.This Present Darkness is a gripping story that brings keen insight into spiritual warfare and the necessity of prayer. Since its original publication more than 2.7 million copies have been sold. The companion volume, Piercing the Darkness, continues the story of the battle between spiritual forces.",376,102,"3,468 follower","['Christian Fiction', 'Fiction', 'Christian', 'Fantasy', 'Thriller', 'Religion', 'Faith']","2,570 review","56,739 (52%)","29,084 (27%)","13,965 (13%)","4,380 (4%)","2,935 (2%)"
