title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Concept of Mind,Gilbert Ryle,3.95,"1,707 rating","January 1, 1949","This now-classic work challenges what Ryle calls philosophy's ""official theory,"" the Cartesians ""myth"" of the separation of mind and matter. Ryle's linguistic analysis remaps the conceptual geography of mind, not so much solving traditional philosophical problems as dissolving them into the mere consequences of misguided language. His plain language and esstentially simple purpose place him in the traditioin of Locke, Berkeley, Mill, and Russell.",348,69,77 follower,"['Philosophy', 'Nonfiction', 'Psychology', 'Science', 'Neuroscience', '20th Century', 'Classics', 'Philosophy', 'Nonfiction', 'Psychology', 'Science', 'Neuroscience', '20th Century', 'Classics', 'Philosophy', 'Nonfiction', 'Psychology', 'Science', 'Neuroscience', '20th Century', 'Classics']",58 review,625 (36%),534 (31%),408 (23%),111 (6%),29 (1%)
Deus X and Other Stories,Norman Spinrad,3.57,61 rating,"January 1, 1992","They say these are the last days, Momma Gaia's been murdered by her idiot children, reefs all coral corpses, ice still going, waters still arising, biosphere melting away in the super tropic sun like a big jellyfish beached on the Martian shore. For sure we're the grandsons and daughters of less than wise old monkeys, but on the other hand, we're all made of mud, one of the good books says, so considering where we come from, maybe we haven't done too bad. And in my line of work, I've become convinced that even the entities on the Other Side are just playing the cards that someone else dealt as best they cn. I've been told that's a bad attitude, but a lot of the people who say it pay me good money to use it for their own devices. ""Cause that's what it takes to deal with what's on the Other Side, whether you think you're dealing with electronic loss, or your dearly departed, or just the expert system ghosts haunting the bits and bytes.",231,345,200 follower,"['Science Fiction', 'Fiction', 'Collections', 'Cyberpunk']",5 review,7 (11%),27 (44%),22 (36%),4 (6%),1 (1%)
"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,4.47,"26,643 rating","January 1, 1927","Since his first appearance in Beeton’s Christmas Annual in 1887, Sir Arthur Conan Doyle’s Sherlock Holmes has been one of the most beloved fictional characters ever created. Now, in two paperback volumes, Bantam presents all fifty-six short stories and four novels featuring Conan Doyle’s classic hero - a truly complete collection of Sherlock Holmes’s adventures in crime!Volume I includes the early novel A Study in Scarlet, which introduced the eccentric genius of Sherlock Holmes to the world. This baffling murder mystery, with the cryptic word Rache written in blood, first brought Holmes together with Dr. John Watson. Next, The Sign of Four presents Holmes’s famous “seven percent solution” and the strange puzzle of Mary Morstan in the quintessential locked - room mystery. Also included are Holmes’s feats of extraordinary detection in such famous cases as the chilling “ The Adventure of the Speckled Band,” the baffling riddle of “The Musgrave Ritual,” and the ingeniously plotted “The Five Orange Pips,” tales that bring to life a Victorian England of horse-drawn cabs, fogs, and the famous lodgings at 221B Baker Street, where Sherlock Holmes earned his undisputed reputation as the greatest fictional detective of all time.A study in scarlet --The sign of four --Adventures of Sherlock Holmes: A scandal in Bohemia; The red-headed league; A case of identity; The Boscombe Valley mystery; The five orange pips; The man with the twisted lip; The adventure of the blue carbuncle; The adventure of the speckled band; The adventure of the engineer's thumb; The adventure of the noble bachelor; The adventure of the beryl coronet; The adventure of the copper beeches; Memoirs of Sherlock Holmes: Silver blaze; The yellow face; The stock-broker's clerk; The ""Gloria Scott""; The musgrave ritual; The Reigate puzzle; The crooked man; The resident patient; The greek interpreter; The naval treaty; The final problem; The return of Sherlock Holmes: The adventure of the empty house; The adventure of the Norwood builder; The adventure of the dancing men; The adventure of the solitary cyclist; The adventure of the priory school; The adventure of Black Peter; The adventure of Charles Augustus Milverton; The adventure of the six Napoleons; The adventure of the three students; The adventure of the golden pince-nez; The adventure of the missing three-quarter; The adventure of the abbey grange; The adventure of the second stain.",1059,13.6k,22.4k follower,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Historical Fiction']",728 review,"15,819 (59%)","8,052 (30%)","2,329 (8%)",289 (1%),154 (<1%)
The Human Comedy By William Saroyan,-Dell-,4.17,36 rating,"December 15, 1966",,"PaperbackFirst published December 15, 1966",3,3 book,['Fiction'],8 review,17 (47%),12 (33%),3 (8%),4 (11%),0 (0%)
My First Summer in the Sierra,John Muir,4.06,"6,572 rating","January 1, 1911","In the summer of 1869, John Muir, a young Scottish immigrant, joined a crew of shepherds in the foothills of California's Sierra Nevada Mountains. The diary he kept while tending sheep formed the heart of this book and eventually lured thousands of Americans to visit Yosemite country.First published in 1911, My First Summer in the Sierra incorporates the lyrical accounts and sketches he produced during his four-month stay in the Yosemite River Valley and the High Sierra. His record tracks that memorable experience, describing in picturesque terms the majestic vistas, flora and fauna, and other breathtaking natural wonders of the area.Today, Muir is recognized as one of the most important and influential naturalists and nature writers in America. This book, the most popular of the author's works, will delight environmentalists and nature lovers with its exuberant observations.",160,553,"1,278 follower","['Nature', 'Nonfiction', 'Travel', 'Memoir', 'Classics', 'Adventure', 'Biography']",566 review,"2,403 (36%)","2,566 (39%)","1,273 (19%)",265 (4%),65 (<1%)
Outcast,Rosemary Sutcliff,3.98,871 rating,"January 1, 1955","Sole survivor of a shipwreck as a baby, Beric is an outsider from the start. The village druid warns that he is cursed by the sea, and when death comes to the tribe, the fingers of blame point in only one direction. Cast out by the warriors, Beric is left alone without friends or family. With no home and little money, he must survive in the harsh Roman world by himself, with death, danger, and enemies always around the corner... This classic novel is now reissued in a smaller mass-market paperback format.",254,121,620 follower,"['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Classics', 'Adventure', 'Roman Britain']",96 review,291 (33%),319 (36%),223 (25%),28 (3%),10 (1%)
Open Horizons,Sigurd F. Olson,4.29,139 rating,"March 12, 1969","Open Horizons is Olson's autobiography, and in it he recalls his youth on a remote Wisconsin farm, his summers as a wilderness canoe guide, his thousands of miles of travel through the wilds of the United States and Canada, and his decades-long conservation battles. Throughout, Olson makes a compelling case for preserving the wilderness. He puts forth his own life as an example of how nature can have a spiritual effect on the human soul, and proposes diligence on behalf of those who fight to conserve our forests, wetlands, and dunes.",246,36,64 follower,"['Nature', 'Nonfiction', 'Memoir', 'Essays']",19 review,67 (48%),48 (34%),22 (15%),2 (1%),0 (0%)
The Twits,Roald Dahl,3.97,"143,222 rating","January 1, 1980","How do you outwit a Twit? Mr. and Mrs. Twit are the smelliest, ugliest people in the world. They hate everything -- except playing mean jokes on each other, catching innocent birds to put in their Bird Pies, and making their caged monkeys, the Muggle-Wumps, stand on their heads all day. But the Muggle-Wumps have had enough. They don't just want out, they want revenge.",96,"1,432",24.6k follower,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Young Adult', 'Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Young Adult', 'Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Young Adult']","4,900 review","52,838 (36%)","45,871 (32%)","33,945 (23%)","8,185 (5%)","2,383 (1%)"
The Making of the Atomic Bomb,Richard Rhodes,4.39,"22,118 rating","September 18, 1986","Here for the first time, in rich, human, political, and scientific detail, is the complete story of how the bomb was developed, from the turn-of-the-century discovery of the vast energy locked inside the atom to the dropping of the first bombs on Japan.Few great discoveries have evolved so swiftly -- or have been so misunderstood. From the theoretical discussions of nuclear energy to the bright glare of Trinity there was a span of hardly more than twenty-five years. What began as merely an interesting speculative problem in physics grew into the Manhattan Project, and then into the Bomb with frightening rapidity, while scientists known only to their peers -- Szilard, Teller, Oppenheimer, Bohr, Meitner, Fermi, Lawrence, and yon Neumann -- stepped from their ivory towers into the limelight.Richard Rhodes takes us on that journey step by step, minute by minute, and gives us the definitive story of man's most awesome discovery and invention.",886,113,523 follower,"['History', 'Science', 'Nonfiction', 'Physics', 'War', 'Politics', 'World War II']","1,508 review","12,847 (58%)","6,100 (27%)","2,353 (10%)",560 (2%),258 (1%)
Variations Enigmatiques (Poesie - Theatre),Éric-Emmanuel Schmitt,3.99,"1,752 rating","January 1, 1996","Qui aime-t-on quand on aime ? Sait-on jamais qui est l'être aimé ? L'amour partagé n'est-il qu'un heureux malentendu ?Autour de ces éternels mystères du sentiment amoureux, deux hommes s'affrontent : Abel Znorko, Prix Nobel de littérature qui vit loin des hommes sur une île perdue de la mer de Norvège où il ressasse sa passion pour une femme avec laquelle il a échangé une longue correspondance, et Erik Larsen, journaliste qui a pris prétexte d'une interview pour rencontrer l'écrivain. Mais pour quel motif inavoué ? Quel est son lien secret avec cette femme dont Znorko se dit encore amoureux ? Et pourquoi un tel misanthrope a-t-il accepté de le recevoir ?L'entrevue se transforme vite en un jeu de la vérité cruel et sinueux, rythmé par une cascade de révélations que chacun assène à l'autre au fil d'un suspense savamment distillé.Éric-Emmanuel Schmitt renoue dans ses Variations énigmatiques avec l'étincelante et cruelle dialectique qui a porté au triomphe son précédent ouvrage, Le Visiteur , joué dans le monde entier et déjà considéré comme un classique.",134,200,"3,618 follower","['Plays', 'Drama', 'Fiction', 'France', 'Theatre', 'French Literature', 'Novels']",221 review,594 (33%),689 (39%),344 (19%),107 (6%),18 (1%)
