title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
A Light in Zion,Bodie Thoene,4.38,"2,810 rating","May 1, 1988","On the Eve of Israel's 40th Anniversary of Statehood- The fourth book in THE ZION CHRONICLES, A Light in Zion opens in April 1948, only six weeks before the final evacuation of the British from Israel. The dream for the rebirth of the Jewish nation now appears doomed to extinction. The British have almost totally withdrawn from any interference between the battles of the nearly unarmed Jews and the Arab soldiers of Haj Amin Husseni. The eve of Passover finds the Jewish sector of Jerusalem being starved into submission by an Arab siege. While Moshe and his Jewish troops risk their lives to open the Arab-held pass of Bab el Wad for a food convoy to save their people, David and Ellie search the Mediterranean for a freighter loaded with weapons for the Muslim Jihad and the bands of Arab soldiers who still vow to drive the Jews into the sea. And Rachel's mother-heart yearns over her fever-ravaged infant-. BOUND BY DESTINY YET OVERWHELMED BY ODDS, IS THERE ANY ""LIGHT IN ZION""?",352,244,"1,220 follower","['Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'Adult Fiction', 'Romance']",53 review,"1,522 (54%)",887 (31%),351 (12%),37 (1%),13 (<1%)
أولاد حارتنا,نجيب محفوظ,4.09,"28,516 rating","January 1, 1959",روايةيجلس الجبلاوي في بيته الكبير المحاط بالحدائق واﻷسوار العالية ومن حوله أحفاده الذين يتنازعون للحصول على وقفه، ويقوم الفتوات بابعاد هؤلاء عن جنته اﻷرضية، حيث استقرت ذريته خارج أسوار البيت الكبير، وبالرغم من فقرهم الا انهم لم يكفو عن الدعاء بأن ينزل الجبلاوي اليهم ويترك عزلته ويوزع تركته ويخلصهم من بطش الفتوات فيسود الخير على الجميع، ويظهر في كل جيل هذا المخلص والذي يتعلق به الناس وينتفضو معه ضد الفتوات، ولكن الجشع والجهل يرجعهم في اخر المطاف الى ما كانت عليه الاوضاع ويبقى الفقر والمعاناة مصيرهم الذي لا مفر منه.يصف محفوظ في هذه الرواية الرائعة القهر وشوق الناس إلى الخلاص من أنفسهم، وكيف ان المبادئ يمكن أن تتغير بتأرجح النفوس البشرية، وكيف ان الاعمال الخيرة تقع تحت يد الفساد والمفسدين.تعد هذه الرواية من أشهر روايات اﻷديب الراحل وأكثرها إشكالية وقد نوهت اﻷكاديمية السويدية بها عندما منحت نجيب محفوظ جائزة نوبل للآداب.,600,113,922 follower,"['Fiction', 'Novels', 'Classics', 'Literature', 'Egypt', 'Historical Fiction', 'Africa', 'Fiction', 'Novels', 'Classics', 'Literature', 'Egypt', 'Historical Fiction', 'Africa', 'Fiction', 'Novels', 'Classics', 'Literature', 'Egypt', 'Historical Fiction', 'Africa']","3,397 review","12,707 (44%)","9,134 (32%)","4,260 (14%)","1,469 (5%)",946 (3%)
The Town,William Faulkner,4.10,"1,760 rating","January 1, 1957","This is the second volume of Faulkner's trilogy about the Snopes family, his symbol for the grasping, destructive element in the post-bellum South.Like its predecessor The Hamlet and its successor The Mansion, The Town is completely self-contained, but it gains resonance from being read with the other two. The story of Flem Snopes' ruthless struggle to take over the town of Jefferson, Mississippi, the book is rich in typically Faulknerian episodes of humor and of profundity.",371,928,"9,238 follower","['Fiction', 'Classics', 'American', 'Literature', 'Novels', 'Literary Fiction', 'Southern Gothic']",125 review,654 (37%),727 (41%),300 (17%),56 (3%),23 (1%)
Eleni,Nicholas Gage,4.41,"2,516 rating","January 1, 1983","A son's quest to avenge his mother's murder.In 1948, in a Greek mountain village, Eleni Gatzoyiannis was arrested, tortured and shot. She was one of the 158,000 victims of the Greek Civil War. Her crime had been to help her children escape from the Communist guerrillas who occupied their village. Her son, Nicholas Gage, was then eight years old. Eleni is the story of his obsessive and harrowing reconstruction of his mother's life and death and his pursuit of his mother's killer.",640,54,54 follower,"['Nonfiction', 'Greece', 'History', 'Biography', 'Memoir', 'War', 'Biography Memoir']",312 review,"1,457 (57%)",723 (28%),258 (10%),61 (2%),17 (<1%)
Thrush Green,Miss Read,4.14,"2,962 rating","January 1, 1959","Miss Read's charming chronicles of small-town life have achieved an almost legendary popularity worldwide by offering a welcome return to a gentler time and ""wit, humor, and wisdom in equal measure"" (Cleveland Plain Dealer). This volume introduces Thrush Green, the neighboring village to its blackthorn bushes, thatch-roofed cottages, enchanting landscape, and jumble sales. Readers will delight in a new cast of characters and also welcome familiar faces as they become immersed in the village's turn of events on one pivotal day -- May Day. Before the day is over, life and love and perhaps eternity will touch the immemorial peace of the village.",226,139,443 follower,"['Fiction', 'Historical Fiction', 'Classics', 'British Literature', 'Historical', 'Cozy Mystery', 'Humor']",349 review,"1,249 (42%)","1,033 (34%)",553 (18%),86 (2%),41 (1%)
All the Weyrs of Pern,Anne McCaffrey,4.21,"25,947 rating","December 1, 1991","For generations, the dragonriders had dedicated their lives to fighting Thread, the dreaded spores that periodically rained from the sky to ravage the land. On the backs of their magnificent telepathic dragons they flew to flame the deadly stuff out of the air before it could reach the planet's surface. But the greatest dream of the dragon riders was to find a way to eradicate Thread completely, so that never again would their beloved Pern be threatened with destruction.Now, for the first time, it looked as if that dream could come true. For when the people of Pern, led by Masterharper Robinton and F'Lar and Lessa, Weyrleader and Weyrwoman of Benden Weyr, excavated the ancient remains of the planet's original settlement, they uncovered the colonist's voice-activated artificial intelligence system - which still functioned! And the computer had incredible news for them: There was a chance - a good chance - that they could, at long last, annihilate Thread once and for all!",404,568,"7,225 follower","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Adult', 'Adventure']",443 review,"11,675 (44%)","8,911 (34%)","4,654 (17%)",615 (2%),92 (<1%)
Dragonsdawn,Anne McCaffrey,4.22,"39,733 rating","October 1, 1988","Deadly spores threaten the human colony of Pern unless the colonists, with help from geneticist Kitti Ping, can develop fire-breathing dragons to combat the menace",384,568,"7,225 follower","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'Adult']",772 review,"18,449 (46%)","13,280 (33%)","6,686 (16%)","1,061 (2%)",257 (<1%)
Joseph and His Brothers,Thomas Mann,4.43,"1,991 rating","January 1, 1943","This remarkable new translation of the Nobel Prize-winner’s great masterpiece is a major literary event.Thomas Mann regarded his monumental retelling of the biblical story of Joseph as his magnum opus. He conceived of the four parts–The Stories of Jacob, Young Joseph, Joseph in Egypt, and Joseph the Provider–as a unified narrative, a “mythological novel” of Joseph’s fall into slavery and his rise to be lord over Egypt. Deploying lavish, persuasive detail, Mann conjures for us the world of patriarchs and pharaohs, the ancient civilizations of Egypt, Mesopotamia, and Palestine, and the universal force of human love in all its beauty, desperation, absurdity, and pain. The result is a brilliant amalgam of humor, emotion, psychological insight, and epic grandeur.Now the award-winning translator John E. Woods gives us a definitive new English version of Joseph and His Brothers that is worthy of Mann’s achievement, revealing the novel’s exuberant polyphony of ancient and modern voices, a rich music that is by turns elegant, coarse, and sublime.--front flap",1492,"1,449","4,370 follower","['Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'Literature', 'Religion', 'Germany', 'Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'Literature', 'Religion', 'Germany', 'Fiction', 'Classics', 'German Literature', 'Historical Fiction', 'Literature', 'Religion', 'Germany']",200 review,"1,239 (62%)",444 (22%),244 (12%),44 (2%),20 (1%)
In the Shadow of Man,Jane Goodall,4.35,"8,172 rating","January 1, 1971",This best-selling classic tells the story of one of world's greatest scientific adventuresses. Jane Goodall was a young secretarial school graduate when the legendary Louis Leakey chose her to undertake a landmark study of chimpanzees in the world. This paperback edition contains 80 photographs and in introduction by Stephen Jay Gould.,297,267,"2,065 follower","['Nonfiction', 'Science', 'Animals', 'Nature', 'Anthropology', 'Africa', 'Memoir', 'Nonfiction', 'Science', 'Animals', 'Nature', 'Anthropology', 'Africa', 'Memoir', 'Nonfiction', 'Science', 'Animals', 'Nature', 'Anthropology', 'Africa', 'Memoir', 'Nonfiction', 'Science', 'Animals', 'Nature', 'Anthropology', 'Africa', 'Memoir', 'Nonfiction', 'Science', 'Animals', 'Nature', 'Anthropology', 'Africa', 'Memoir']",451 review,"4,269 (52%)","2,776 (33%)",929 (11%),129 (1%),69 (<1%)
Cotton in My Sack,Lois Lenski,4.14,378 rating,"January 1, 1949","Joanda's family are sharecroppers growing cotton in Arkansas. The children share in a life of hard work and poverty. A revealing tale of life among the sharecroppers, tenants, and farm-owners in cotton country.",190,219,172 follower,"['Childrens', 'Historical Fiction', 'Fiction', 'Middle Grade', 'Young Adult', 'Historical', 'Juvenile']",38 review,157 (41%),131 (34%),76 (20%),13 (3%),1 (<1%)
