title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"The Mexican Dream, or The Interrupted Thought of Amerindian Civilizations",J.M.G. Le Clézio,3.49,189 rating,"September 5, 1988","Winner of the 2008 Nobel Prize for Literature, J. M. G. Le Clézio here conjures the consciousness of Mexico, powerfully evoking the dreams that made and unmade an ancient culture. Le Clézio’s haunting book takes us into the dream that was the religion of the Aztecs, a religion whose own apocalyptic visions anticipated the coming of the Spanish conquerors. Here the dream of the conquistadores rises before us, too, the glimmering idea of gold drawing Europe into the Mexican dream. Against the religion and thought of the Aztecs and the Tarascans and the Europeans in Mexico, Le Clézio also shows us those of the “barbarians” of the north, the nomadic Indians beyond the pale of the Aztec frontier. Finally, Le Clézio’s book is a dream of the present, a meditation on what in Amerindian civilizations—in their language, in their way of telling tales, of wanting to survive their own destruction—moved the poet, playwright, and actor Antonin Artaud and motivates Le Clézio in this book. His own deep identification with pre-Columbian cultures, whose faith told them the wheel of time would bring their gods and their beliefs back to them, finds fitting expression in this extraordinary book, which brings the dream around.“We are lucky to have in Le Clézio a writer of great quality who brings his particular sensibility and talent here to remind us of the very nature of the rituals and myths of the civilizations of ancient Mexico; he provides us with descriptions as precise as they are mysterious.” —Le Figaro    ",232,"['Nonfiction', 'History', 'France', 'Philosophy', 'Nobel Prize', 'Nonfiction', 'History', 'France', 'Philosophy', 'Nobel Prize', 'Nonfiction', 'History', 'France', 'Philosophy', 'Nobel Prize']",593 follower,29 review,198,13 (6%),19 (10%),53 (28%),71 (37%),33 (17%)
Nineteen Seventy Seven,David Peace,3.85,"3,387 rating","January 1, 2000","Half-decent copper Bob Fraser and burnt-out hack Jack Whitehead would be considered villains in most people's books. They have one thing in common, though. They're both desperate men dangerously in love with Chapeltown whores. And as the summer moves remorselessly towards the bonfires of Jubilee Night, the killings accelerate, and it seems as if Fraser and Whitehead are the only men who suspect or care that there may be more than one killer at large.",352,"['Crime', 'Fiction', 'Mystery', 'Noir', 'Thriller', 'Historical Fiction', 'British Literature']",463 follower,211 review,36,106 (3%),191 (5%),784 (23%),"1,329 (39%)",977 (28%)
Another Time,W.H. Auden,4.13,329 rating,"January 1, 1940","Contains poems about people, places and the intellectual climate of the times. This volume by Auden was published after his departure to America with Christopher Isherwood in January 1939.",116,"['Poetry', 'Classics', 'Fiction', 'British Literature']",982 follower,30 review,590,3 (<1%),8 (2%),61 (18%),129 (39%),128 (38%)
The American Way of Death,Jessica Mitford,3.99,538 rating,"January 1, 1963","Before the turn of the century, the American funeral was simple ""to the point of starkness,"" says Jessica Mitford, the acclaimed muckraking journalist who published this investigation of the country's funeral business in 1963. That the country went on to develop a tendency for gross overspending on funerals Mitford puts down to the greed and ingenuity of undertakers, whom she regards as salesmen guilty of pressuring families into agreeing to their excessive standards for burial.",324,"['Nonfiction', 'Death', 'History', 'Sociology', 'Journalism', 'American History', 'Cultural']",171 follower,67 review,39,2 (<1%),19 (3%),123 (22%),235 (43%),159 (29%)
Mind of the Raven,Bernd Heinrich,4.01,"3,848 rating","January 1, 1994","In Mind of the Raven, Bernd Heinrich, award-winning naturalist, finds himself dreaming of ravens and decides he must get to the truth about this animal reputed to be so intelligent. Much like a sleuth, Heinrich involves us in his quest, letting one clue lead to the next. But as animals can only be spied on by getting quite close Heinrich adopts ravens, thereby becoming a ""raven father,"" as well as observing them in their natural habitat, studying their daily routines, and in the process painting a vivid picture of the world as lived by the ravens. At the heart of this book are Heinrich's love and respect for these complex and engaging creatures, and through his keen observation and analysis, we become their intimates too. Throughout history there has existed an extraordinary relationship between humans and ravens. Ravens, like early humans, are scavengers on the kills of great carnivores. As scavengers, ravens were associated with hunters they found in the north: wolves and, later, men. The trinity of wolf, man, and raven in the hunt is an extremely ancient one. In considering the appeal of the raven, Bernd Heinrich suspects that a meeting of the minds might reside in that hunting trinity. Heinrich's passion for ravens has led him around the world in his research. Mind of the Raven takes you on an exotic journey—from New England to Germany, Montana to Baffin Island in the high Arctic—offering dazzling accounts of how science works in the field, filtered through the eyes of a passionate observer of nature. Heinrich has a true gift; through his stories, his beautiful writing, illustrations, and photography, the ravens come alive. Each new discovery and insight into their behavior is thrilling to read. just as the title promises, the reader is given a rare glimpse into the mind of these wonderful creatures. Following the dictum of Leonardo da Vinci—""It is not enough to believe what you see. YOU Must also understand what you see""—Bernd Heinrich enables us to see the natural world through the eyes of a scientist. At once lyrical and scientific, Mind of the Raven is bound to be a modern classic.",380,"['Nonfiction', 'Science', 'Nature', 'Animals', 'Birds', 'Natural History', 'Biology']",613 follower,464 review,60,50 (1%),190 (4%),786 (20%),"1,463 (38%)","1,359 (35%)"
Race of Scorpions,Dorothy Dunnett,4.44,"2,492 rating","January 1, 1989","With the bravura storytelling and pungent authenticity of detail she brought to her acclaimed Lymond Chronicles, Dorothy Dunnett presents The House of Niccolò series. The time is the 15th century, when intrepid merchants became the new knighthood of Europe. Among them, none is bolder or more cunning than Nicholas vander Poele of Bruges, the good-natured dyer's apprentice who schemes and swashbuckles his way to the helm of a mercantile empire.      In 1462, Nicholas is a wealthy 21-year-old. His beloved wife has died. His stepchildren have locked him out of the family business. He and his private army are the target of multiple conspiracies. And both contenders for the throne of Cyprus, the brilliant Queen Carlotta and her charismatic, sexually ambivalent brother James, are demanding his support. Walking a tightrope of intrigue, Dunnett's hero juggles adversaries and allies, from the delectable courtesan Primaflora to the Mameluke commander Tzani-Bey al Ablak, a man of undiluted evil. Masterfully paced, alive with sensual delights, Race of Scorpions confirms Dorothy Dunnett as the grande dame of the genre.",560,"['Historical Fiction', 'Historical', 'Fiction', '15th Century', 'Adventure', 'Italy', 'Romance']",788 follower,118 review,48,7 (<1%),25 (1%),265 (10%),771 (30%),"1,424 (57%)"
كتاب المواقف ويليه كتاب المخاطبات,محمد بن عبد الجبار النفري,4.21,398 rating,"January 1, 1996","يضم الكتاب تجليات محمد بن عبد الجبار بن الحسن النفري المتصوف العراقي والذي أتت في كتابيه ""كتاب المواقف"" و""كتاب المخاطبات"" حيث جاء هذا العمل محققاً. فقد عمد المحقق إلى تحرير رموزه وإثباتها في مظانها، من خلال ما جاء عند المتصوفة بصورة عامة، وعند النفري بصورة خاصة.",218,"['Religion', 'Islam']",414 follower,59 review,8,19 (4%),19 (4%),43 (10%),96 (24%),221 (55%)
Faerie Tale,Raymond E. Feist,3.88,"10,872 rating","January 1, 1988","Phil Hastings was a lucky man—he had money, a growing reputation as a screenwriter, a happy, loving family with three kids, and he'd just moved into the house of his dreams in rural of magic-and about to be altered irrevocably by a magic more real than any he dared imagine. For with the Magic came the Bad Thing, and the Faerie, and then the cool... and the resurrection of a primordial war with a forgotten people-a war that not only the Hastings but the whole human race could lose.",490,"['Fantasy', 'Horror', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'Paranormal', 'Dark Fantasy']","8,430 follower",625 review,330,253 (2%),753 (6%),"2,600 (23%)","3,701 (34%)","3,565 (32%)"
Otherwise Known as Sheila the Great,Judy Blume,3.95,"40,899 rating","January 1, 1972","Sheila and her friends were writing in their Slam Books, writing what they really think of each other. I knew I didn't have to worry about what my friends think of me, because I am careful to keep my bad points to myself, Sheila was thinking. Sometimes I think I am really two people. I am the only one who knows sheila tubman—afraid of dogs, spiders, the dark, thunder...can't swim, work a yo-yo, never heard of Washington Irving. Everyone else knows only SHEILA THE GREAT—knowledgeable, witty, afraid of nothing.But the Slam Books reveal a few chinks in Sheila's carefully wrought armor, and if she is fooling anyone, it certainly isn't her new friend Mouse Ellis, Junior Yo-yo Champion of Tarrytown, swimmer, and dog lover.Slowly, Sheila begins o overcome her fears by admitting them, and she even learns to admit there are some things she doesn't know about. By the time her family has to return to New York City, Sheila decides that sleeping in a boy's room, sharing the rented house with a dog, and taking those dread swimming lessons were not so bad, after all, perhaps even better than a trip to Disneyland.",160,"['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Realistic Fiction', 'Humor', 'Classics']",10.8k follower,951 review,192,584 (1%),"1,956 (4%)","10,559 (25%)","13,782 (33%)","14,018 (34%)"
Follow the Drinking Gourd,Jeanette Winter,4.32,"2,076 rating","January 1, 1988","Illus. in full color. ""Winter's story begins with a peg-leg sailor who aids slaves on their escape on the Underground Railroad. While working for plantation owners, Peg Leg Joe teaches the slaves a song about the drinking gourd (the Big Dipper). A couple, their son, and two others make their escape by following the song's directions. Rich paintings interpret the strong story in a clean, primitive style enhanced by bold colors. The rhythmic compositions have an energetic presence that's compelling. A fine rendering of history in picturebook format.""--(starred) Booklist.  ",48,"['Picture Books', 'Historical Fiction', 'Childrens', 'African American', 'Fiction', 'Music', 'Historical']",132 follower,166 review,71,10 (<1%),50 (2%),282 (13%),652 (31%),"1,082 (52%)"
