title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Simpsons Guide to Springfield,Matt Groening,3.64,306 rating,"January 1, 1998","Springfield... Home of the Isotopes, Springfield A&M, and Blinkey, the world's first three–eyed fish! Birthplace of the Flaming Moe! The site of Krustylu Studios, the awe–inspiring Springfield Gorge, and a world–renowned box factory! O Springfield! What many wonders you offer up for our consumption! Yes, we've all heard of Springfield called the country's ""worst city"" and ""America's crudbucket."" But is it all that bad? Well, maybe yes and maybe no––you be the judge! This handy, indispensable guide shows you where to go, what to do, and what to see in Springfield––and what shots to get before you visit. Along the way, you'll explore the culture, foods, and beliefs of everyday people and, in essays, photos, and sidebars, peer into the very soul of this dysfunctional, dynamic city! From the smoky majesty of the Springfield Tire Yard the crunchy, oily goddess of The Frying Dutchman seafood restaurant, from the swanky shopping of the South Street Squidport to nut–watching opportunities at the Bloodbath and Beyond Gun Shop, this is the guide for everyone planning a trip to the city that Springfield resident Marge Simpson calls, ""a part of us all.""",132,988,404 follower,"['Humor', 'Fiction', 'Comics', 'Comedy', 'Tv', 'Cartoon', 'Graphic Novels']",11 review,76 (24%),84 (27%),112 (36%),27 (8%),7 (2%)
The Short-Wave Mystery,Franklin W. Dixon,3.84,"2,114 rating","February 28, 1945","When thieves hijack a collection of stuffed animals from a country auction, Frank and Joe Hardy pursue the getaway car and are drawn into a thrilling mystery. At the same time, the young detectives' father--famed private investigator Fenton Hardy--is tracking down an industrial spy ring. This suspense-filled story of pursuit and detection will keep the reader breathlessly following the chain of unexpected developments that lead Frank and Joe to the spine-tingling climax in the wilds of Northern Canada.",192,"1,522",906 follower,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Crime']",81 review,625 (29%),671 (31%),690 (32%),109 (5%),19 (<1%)
A Cool Million,Nathanael West,3.67,829 rating,"January 1, 1934","In this book, Nathanael West, a great American satirist, nearly laughs the Horatio Alger myth to death. Like many an Alger, Lemuel Pitkin leaves his home on the farm to seek his fortune in the Big City. By the time he is through, he has been robbed, bilked, thrown in jail, has lost his teeth, his eye, a leg, his scalp, and has witnessed a remarkable number of rapes and political riots. Others in the cast: an ex-president of the United States (just released from jail); Lem's childhood sweetheart (now working in a Mott Street bordello); an oil-rich Indian; a Western desperado; and assorted agents and thugs of the Communists, Fascists and International Bankers. Through the story of Lemuel Pitkin, the four-square, All-American hero, and his sad fate at the hands of rabble-rousers and charlatans, West etched a classic parable of America in the chaotic Thirties.",142,21,340 follower,"['Fiction', 'Classics', 'Novels', 'American', 'Humor', 'Literature', '20th Century']",117 review,180 (21%),315 (37%),237 (28%),73 (8%),24 (2%)
Los años con Laura Díaz,Carlos Fuentes,3.80,"1,386 rating","January 1, 1999","The life and fate of Laura Dâiaz become entwined with the history, culture, and politics of Mexico, in a novel that chronicles her life from 1905 to 1978 as she becomes a politically active artist, wife, mother, and lover.",648,350,"1,533 follower","['Fiction', 'Historical Fiction', 'Latin American', 'Literature', 'Spanish Literature', 'Novels', 'Latin American Literature']",113 review,398 (28%),492 (35%),348 (25%),115 (8%),33 (2%)
The Singing Creek Where the Willows Grow,Opal Whiteley,4.24,906 rating,"January 1, 1976","Long before environmental consciousness became popular, a young nature writer named Opal Whiteley captured America's heart. Opal's childhood diary, published in 1902, became an immediate bestseller, one of the most talked-about books of its time. Wistful, funny, and wise, it was described by an admirer as ""the revelation of the ...life of a feminine Peter Pan of the Oregon wilderness—so innocent, so intimate, so haunting, that I should not know where in all literature to look for a counterpart."" But the diary soon fell into disgrace. Condemning it as an adult-written hoax, skeptics stirred a scandal that drove the book into obscurity and shattered the frail spirit of its author.Discovering the diary by chance, bestselling author Benjamin Hoff set out to solve the longstanding mystery of its origin. His biography of Opal that accompanies the diary provides fascinating proof that the document is indeed authentic—the work of a magically gifted child, America's forgotten interpreter of nature.",384,15,28 follower,"['Nonfiction', 'Biography', 'Memoir', 'Nature', 'Biography Memoir', 'Autobiography', 'History', 'Nonfiction', 'Biography', 'Memoir', 'Nature', 'Biography Memoir', 'Autobiography', 'History', 'Nonfiction', 'Biography', 'Memoir', 'Nature', 'Biography Memoir', 'Autobiography', 'History']",163 review,468 (51%),266 (29%),115 (12%),36 (3%),21 (2%)
"West from Home: Letters of Laura Ingalls Wilder, San Francisco, 1915",Laura Ingalls Wilder,3.84,"4,654 rating","November 1, 1974","       In 1915, Laura Ingalls Wilder traveled by train from her home in Missouri to San Francisco. Laura's westward journey to visit her daughter, Rose Wilder Lane, coincided with a spectacular event taking place in that city-the Panama Pacific International Exposition.        This was a great world's fair celebrating the completion of the Panama Canal, and Laura was amazed by the attractions that had been gathered there.        Her husband, Almanzo, was unable to leave their Missouri farm, and it was Laura's letters that gave him the chance to see what she saw during her visit to California.        These letters, gathered together here, allow the reader to experience Laura's adventures and her intimate thoughts as she shared with her husband the events of her exciting sojourn. ",124,346,"4,769 follower","['Nonfiction', 'History', 'Classics', 'Memoir', 'Biography', 'Historical', 'Childrens']",201 review,"1,457 (31%)","1,466 (31%)","1,345 (28%)",305 (6%),81 (1%)
A Midsummer Tempest,Poul Anderson,3.55,757 rating,"January 1, 1974","""What if Shakespeare were a historian & his world a mortal one of men & elves? Somewhere, spinning thru another universe is a history almost like ours except for the result of a revolution or two & the earlier incidence of a few inventions. A prince called Hamlet has lived in Denmark. The English woods are full of Pucks, Titanias & Oberons. Cromwell is at the throat of King Charles, but locomotives rage thru the verdant countryside & observation balloons tower over battle lines.""",230,"1,457",999 follower,"['Fantasy', 'Science Fiction', 'Fiction', 'Alternate History', 'Historical Fiction', 'Historical', 'Historical Fantasy']",77 review,147 (19%),254 (33%),245 (32%),88 (11%),23 (3%)
"If You Want to Write: A Book about Art, Independence and Spirit",Brenda Ueland,4.12,"8,401 rating","February 21, 2012","In her 93 remarkable years, Brenda Ueland published six million words. She said she had two rules she followed absolutely: to tell the truth, and not to do anything she didn't want to do. Her integrity shines throughout If You Want to Write, her best-selling classic on the process of writing that has already inspired thousands to find their own creative center. Carl Sandburg called this book ""The best book ever written about how to write."" Yet Ueland reminds us that ""Whenever I say 'writing' in this book, I also mean anything that you love and want to do or to make."" Ueland's writing and her teaching are made compelling by her feisty spirit of independence and joy.",179,10,115 follower,"['Writing', 'Nonfiction', 'Art', 'Reference', 'Self Help', 'Philosophy', 'Memoir']",779 review,"3,829 (45%)","2,501 (29%)","1,482 (17%)",416 (4%),173 (2%)
Our Trees Still Grow in Dehra,Ruskin Bond,4.23,"1,930 rating","January 1, 2000","Fourteen engaging stories from one of India's master story-tellers Semi-autobiographical in nature, these stories span the period from the author's childhood to the present. We are introduced, in a series of beautifully imagined and crafted cameos, to the author's family, friends, and various other people who left a lasting impression on him. In other stories we revisit Bond's beloved Garhwal hills and the small towns and villages that he has returned to time and again in his fiction. Together with his well-known novella, A Flight of Pigeons (which was made into the film Junoon), which also appears in this collection, these stories once again bring Ruskin Bond's India vividly to life.",108,653,"3,225 follower","['Fiction', 'Short Stories', 'Indian Literature', 'India', 'Literary Fiction', 'Childrens', 'Collections']",123 review,845 (43%),766 (39%),262 (13%),37 (1%),20 (1%)
Pericles of Athens and the Birth of Democracy,Donald Kagan,3.92,284 rating,"October 1, 1990","From Simon & Schuster, Pericles of Athens and the Birth of Democracy is Donald Kagan's, 20th century history of Athenian democracy, exploration of one of history's greatest subjects.An incisive portrait of Pericles is set against the shifting political trends, international tensions and relations, and intellectual movements of the ancient Greek civilization.",320,190,217 follower,"['History', 'Nonfiction', 'Ancient History', 'Biography', 'Greece', 'Politics', 'Military History']",23 review,80 (28%),124 (43%),63 (22%),11 (3%),6 (2%)
Ordinary People,Judith Guest,3.93,"21,541 rating","July 19, 1976","The Jarrets are a typical American family. Calvin is a determined, successful provider and Beth an organized, efficient wife. They had two sons, Conrad and Buck, but now they have one. In this memorable, moving novel, Judith Guest takes the reader into their lives to share their misunderstandings, pain...and ultimate healing. (back cover)",263,22,347 follower,"['Fiction', 'Classics', 'Contemporary', 'Psychology', 'Young Adult', 'Novels', 'Literature']","1,333 review","6,743 (31%)","8,305 (38%)","4,964 (23%)","1,194 (5%)",335 (1%)
Swords Against Death,Fritz Leiber,4.04,"7,175 rating","July 1, 1970","In the second installment of this rousing series, Fafhrd and the Gray Mouser journey from the ancient city of Lankhmar, searching for a little adventure and debauchery to ease their broken hearts. When a stranger challenges them to find and fight Death on the Bleak Shore, they battle demonic birds, living mountains, and evil monks on the way to their heroic fate. Fritz Leiber’s witty prose, lively plots, and superb characterizations stand the test of time.Contents:The Circle Curse (1970)The Jewels in the Forest (1939) (aka Two Sought Adventure)Thieves' House (1943)The Bleak Shore (1940)The Howling Tower (1941)The Sunken Land (1942)The Seven Black Priests (1953)Claws from the Night (1951) The Price of Pain-Ease (1970)Bazaar of the Bizarre (1963)",251,"1,126",944 follower,"['Fantasy', 'Fiction', 'Sword and Sorcery', 'Short Stories', 'Adventure', 'Science Fiction Fantasy', 'Classics']",337 review,"2,368 (33%)","3,029 (42%)","1,519 (21%)",210 (2%),49 (<1%)
Nine Innings: The Anatomy of a Baseball Game,Daniel Okrent,4.04,"1,211 rating","January 1, 1985","You'll never watch baseball the same way again. A timeless baseball classic and a must read for any fan worthy of the name, Nine Innings dissects a single baseball game played in June 1982 -- inning by inning, play by play. Daniel Okrent, a seasoned writer and lifelong fan, chose as his subject a Milwaukee BrewersBaltimore Orioles matchup, though it could have been any game, because, as Okrent reveals, the essence of baseball, no matter where or when it's played, has been and will always be the same. In this particular moment of baseball history you will discover myriad aspects of the sport that are crucial to its nature but so often invisible to the fans -- the hidden language of catchers' signals, the physiology of pitching, the balance sheet of a club owner, the gait of a player stepping up to the plate. With the purity of heart and unwavering attention to detail that characterize our national pastime, Okrent goes straight to the core of the world's greatest game. You'll never watch baseball the same way again.",304,16,70 follower,"['Baseball', 'Sports', 'Nonfiction', 'History']",71 review,439 (36%),478 (39%),216 (17%),62 (5%),16 (1%)
Gates of Fire,Steven Pressfield,4.40,"38,189 rating","October 20, 1998","At Thermopylae, a rocky mountain pass in northern Greece, the feared and admired Spartan soldiers stood three hundred strong. Theirs was a suicide mission, to hold the pass against the invading millions of the mighty Persian army.Day after bloody day they withstood the terrible onslaught, buying time for the Greeks to rally their forces. Born into a cult of spiritual courage, physical endurance, and unmatched battle skill, the Spartans would be remembered for the greatest military stand in history—one that would not end until the rocks were awash with blood, leaving only one gravely injured Spartan squire to tell the tale. . . .“A novel that is intricate and arresting and, once begun, almost impossible to put down.”—Daily News “A timeless epic of man and war . . . Pressfield has created a new classic deserving a place beside the very best of the old.”—Stephen Coonts",526,75,"5,249 follower","['Historical Fiction', 'Fiction', 'War', 'Military Fiction', 'Historical', 'Fantasy', 'Greece']","2,692 review","22,030 (57%)","11,095 (29%)","3,825 (10%)",868 (2%),371 (<1%)
Josefina's Surprise: A Christmas Story,Valerie Tripp,3.96,"2,428 rating","January 1, 1997","Christmas won't be the same without Mamá, and Josefina fears one special tradition will be forgotten. But La Noche Buena—Christmas Eve—brings surprises for all.",88,254,370 follower,"['Historical Fiction', 'Childrens', 'Fiction', 'Christmas', 'Historical', 'Middle Grade', 'Holiday']",71 review,840 (34%),782 (32%),686 (28%),103 (4%),17 (<1%)
"On Lies, Secrets, and Silence. Selected Prose 1966-1978",Adrienne Rich,4.35,"1,102 rating","January 1, 1979","On Lies, Secrets, and Silence is a sort of travel diary, documenting Adrienne Rich's journeys to the frontier and into the interior. It traces the development of one individual consciousness, ""playing over such issues as motherhood, racism, history, poetry, the uses of scholarship, the politics of language"". A. Rich has written a headnote for each essay, briefly discussing the circumstances of its writing. ""I find in myself both severe and tender thoughts toward the women I have been, whose thoughts I find here"".",310,140,"1,357 follower","['Poetry', 'Feminism', 'Essays', 'Nonfiction', 'LGBT', 'Philosophy', 'Queer']",76 review,568 (51%),391 (35%),110 (9%),28 (2%),5 (<1%)
The Man Born to Be King,Dorothy L. Sayers,4.51,663 rating,"January 1, 1943","In this popular play-cycle, Sayers makes the Gospels come alive. ""Her Jesus can bring tears to your eyes. You will be deeply moved--a powerful experience.""--Sheldon Vanauken, A Severe Mercy.",337,729,"2,629 follower","['Christian', 'Plays', 'Drama', 'Fiction', 'Christianity', 'Classics', 'Faith']",142 review,426 (64%),165 (24%),58 (8%),12 (1%),2 (<1%)
The Mask of Command,John Keegan,4.12,"2,726 rating","January 1, 1987","John Keegan’s brilliant look at the meaning of leadership  In The Mask of Command, John Keegan asks us to consider questions that are seldom asked: What is the definition of leadership? What makes a great military leader? Why is it that men, indeed sometimes entire nations, follow a single leader, often to victory, but with equal dedication also to defeat?Dozens of names come to mind...Napoleon, Lee, Charlemagne, Hannibal, Castro, Hussein. From a wide array, Keegan chooses four commanders who profoundly influenced the course of history: Alexander the Great, the Duke of Wellington, Ulysses S. Grant and Adolph Hitler. All powerful leaders, each cast in a different mold, each with diverse results.The Mask of Command  is a companion volume to John Keegan's classic study of the individual soldier,  The Face of Battle : together they form a masterpiece of military and human history.",368,157,700 follower,"['History', 'Military Fiction', 'Military History', 'Nonfiction', 'Leadership', 'War', 'Biography']",92 review,"1,044 (38%)","1,083 (39%)",501 (18%),77 (2%),21 (<1%)
დავით აღმაშენებელი. წიგნი I - II,Konstantine Gamsakhurdia,4.57,239 rating,"January 1, 1974","ეს რომანი მიძღვნილია ქართველ მეფეზე და მის პირად ცხოვრებაზე. დავითი თავის უახლოეს მეგობრებთან ერთად იღწვის ქვეყნის გაძლიერებისთვის, მაგრამ ეს ყოველივე დიდ ხარკს მოითხოვს რადგან უნდა შესწირონ მამულს ყველაფერი,თავიანთი პირადი ცხოვრება და სიცოცხლე.",672,31,152 follower,"['Georgian', 'Fiction', 'Historical Fiction']",9 review,177 (74%),34 (14%),20 (8%),4 (1%),4 (1%)
Montauk,Max Frisch,3.82,"2,179 rating","January 1, 1975",Montauk - Eine Erzählung - bk1116; Suhrkamp Verlag; Max Frisch; pocket_book; 1981,206,238,707 follower,"['Fiction', 'German Literature', 'Classics', 'Contemporary', 'Literature', 'Novels', 'New York']",142 review,595 (27%),827 (37%),566 (25%),148 (6%),43 (1%)
The Origin,Irving Stone,4.11,"1,971 rating","January 1, 1980","Darwin, the discoverer, did not mean to rock the world. He meant only to know the truth. But before he was done, Charles Darwin would shake the faith of centuries...would be reviled as a fiend, denounced as a madman - and finally hailed as a genius. His long-time love affair and marriage to his cousin Emma Wedgewood Darwin, is one of the most delightful and fulfilling romances that history affords. His life was a storm-swept voyage of discovery - from the moment when as a raw youth he set sail on a five-year journey around the entire globe to his final years and epochal explorations into the ultimate mystery of human origins. Now Charles Darwin is brought to life in a superlative novel that captures not only the man himself but the Victorian age that produced him. These pages reveal the drama and passion of a human being struggling with doubts and fears, beset by the prejudices of his era and by unguessed-at dangers.",774,174,"1,133 follower","['Historical Fiction', 'Fiction', 'Historical', 'Evolution', 'American', 'Adventure', 'Nature']",106 review,762 (38%),756 (38%),380 (19%),57 (2%),16 (<1%)
Flor de obsessão: As 1000 melhores frases de Nelson Rodrigues,Nelson Rodrigues,4.12,41 rating,"January 1, 1997","As grandes frases de Nelson Rodrigues, não somente as mais conhecidas como 'Toda unanimidade é burra', ou 'Toda mulher gosta de apanhar', mas nada menos que mil delas, incluindo as não tão populares e até muitas inéditas em livro, estão registradas neste livro. Em todas as frases, o estilo característico de Nelson: engraçadas, originais, reveladoras e proféticas. Ruy Castro foi o responsável pela organização e seleção de frases contidas na obra.",183,103,221 follower,[],4 review,20 (48%),11 (26%),6 (14%),3 (7%),1 (2%)
Our Only May Amelia,Jennifer L. Holm,3.83,"8,491 rating","June 1, 1999","It isn′t easy being a pioneer in the state of Washington in 1899, but it′s particularly hard when you are the only girl ever born in the new settlement. With seven older brothers and a love of adventure, May Amelia Jackson just can′t seem to abide her family′s insistence that she behave like a Proper Young Lady. She′s sure she could do better if only there were at least one other girl living along the banks of the Nasel River. And now that Mama′s going to have a baby, maybe there′s hope.Inspired by the diaries of her great-aunt, the real May Amelia, first-time novelist Jennifer Holm has given us a beautifully crafted tale of one young girl whose unique spirit captures the courage, humour, passion and depth of the American pioneer experience.∗Newbery Honour Book (USA), 2000Ages 10+",272,93,"1,590 follower","['Historical Fiction', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Historical', 'Juvenile']",638 review,"2,367 (27%)","3,193 (37%)","2,217 (26%)",530 (6%),184 (2%)
బారిష్టర్ పార్వతీశం [Barrister Parvateesam],Mokkapati Narasimha Sastry,4.28,"2,653 rating","January 1, 1924","First novel Describes the naive Parvateesam running away from home in Mogaliturru, a small town that he calls a ""famous historical city"" in the West Godavari district of Andhra Pradesh, in order to become a barrister. The novel depicts troubles he faced in dealing with other languages, the naive way he behaves with people from the outside world. It ends with his reaching shores of England. First part is set within the years 1850 to 1900, while India was still under British rule. Struggle for independence barely beginning in south India. Parvateesam decides to leave for England because of the way he is taunted by his teacher and friends, thinking becoming barrister is the only solution to redeem him self.. He runs away from home with what little money he had. He knows no other language other than Telugu (spoken in Andhra Pradesh), believing that once he reaches Madras (Chennai : capital city of Tamil Nadu) he can take a ship to England. He knows nothing of the hard ships of this journey.",544,1,1 book200 follower,"['Comics', 'Comedy', 'Indian Literature', 'Fiction', 'Humor', 'Classics', 'Novels', 'Comics', 'Comedy', 'Indian Literature', 'Fiction', 'Humor', 'Classics', 'Novels', 'Comics', 'Comedy', 'Indian Literature', 'Fiction', 'Humor', 'Classics', 'Novels']",190 review,"1,621 (61%)",566 (21%),205 (7%),102 (3%),159 (5%)
Subterranean,James Rollins,4.02,"26,284 rating","June 1, 1999","Travel to the bottom of the earth to a place you never dreamed existed. Beneath the ice a hand-picked team of specialist makes its way toward the center of the world. They are not the first to venture into this magnificent subterranean labyrinth. Those they follow did not return.Over the rocks...Across the yawning caverns...beyond the black river...You are not alone. Into the darkness where breathtaking wonders await you-and terrors beyond imagining...Revelations that could change the world-things that should never be disturbed...At the bottom of the earth is the beginning. Keep moving toward a miracle that cannot be, toward a mystery older than time.",410,175,13.2k follower,"['Thriller', 'Fiction', 'Adventure', 'Action', 'Science Fiction', 'Mystery', 'Suspense']",955 review,"9,611 (36%)","9,546 (36%)","5,558 (21%)","1,216 (4%)",353 (1%)
