title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
"O Shepherd, Speak!",Upton Sinclair,4.26,253 rating,"January 1, 1949","As Presidential Agent 103, Lanny Budd witnesses the collapse of the Nazis, the bombing of Hiroshima, and the Nuremberg Trials in this novel in the Pulitzer Prize–winning saga.   As a spy for President Franklin Roosevelt, Lanny Budd was able to infiltrate the inner circle of the Nazi high command and glean essential information on behalf of the Allied cause. Now, as the terrible global conflict approaches its long-awaited conclusion, the newly commissioned Captain Budd of the US Army is on hand to witness the final collapse of the Third Reich in the aftermath of the Battle of the Bulge.   The nuclear destruction of Hiroshima and Nagasaki brings World War II to an end, but not even the death of Franklin Roosevelt can release Lanny from his obligations as Presidential Agent 103. A devastated Europe needs to be rebuilt, and there is a necessary reckoning still to come in the heart of defeated Germany, where the fanatics who murdered countless millions will stand trial for their crimes.  O Shepherd, Speak! is the penultimate volume of Upton Sinclair’s Pulitzer Prize–winning dramatization of twentieth-century world history. An astonishing mix of adventure, romance, and political intrigue, the Lanny Budd Novels are a testament to the breathtaking scope of the author’s vision and his singular talents as a storyteller.",866,643,"1,030 follower","['Historical Fiction', 'Fiction', 'Classics', 'War']",21 review,114 (45%),97 (38%),37 (14%),5 (1%),0 (0%)
Simulacra and Simulation,Jean Baudrillard,3.99,"14,361 rating","January 1, 1981","The publication of Simulacra et Simulation in 1981 marked Jean Baudrillard's first important step toward theorizing the postmodern. Moving away from the Marxist/Freudian approaches that had concerned him earlier, Baudrillard developed in this book a theory of contemporary culture that relies on displacing economic notions of cultural production with notions of cultural expenditure.Baudrillard uses the concepts of the simulacra—the copy without an original—and simulation. These terms are crucial to an understanding of the postmodern, to the extent that they address the concept of mass reproduction and reproduceability that characterizes our electronic media culture.Baudrillard's book represents a unique and original effort to rethink cultural theory from the perspective of a new concept of cultural materialism, one that radically redefines postmodern formulations of the body.Sheila Glaser is an editor at Artforum magazine.",164,195,"1,628 follower","['Philosophy', 'Nonfiction', 'Theory', 'Sociology', 'France', 'Politics', 'Academic', 'Philosophy', 'Nonfiction', 'Theory', 'Sociology', 'France', 'Politics', 'Academic', 'Philosophy', 'Nonfiction', 'Theory', 'Sociology', 'France', 'Politics', 'Academic']",770 review,"5,125 (35%)","5,313 (36%)","2,897 (20%)",769 (5%),257 (1%)
Engineering Mechanics: Dynamics,Russell C. Hibbeler,3.75,168 rating,"January 1, 1992","The material is reinforced with numerous examples to illustrate principles and imaginative, well-illustrated problems of varying degrees of difficulty. Impeccably accurate from cover to cover, the book presents an unrivaled commitment to the development of problem-solving skills and features the many trademark pedagogical features that have made Hibbeler synonymous with excellence in the field. The Eighth Edition has been thoroughly revised and updated to offer insightful new problems, improved examples, and an enhanced full-color art program.",672,163,50 follower,"['Textbooks', 'Engineering', 'Reference', 'Science', 'Physics', 'College', 'Nonfiction']",8 review,51 (30%),54 (32%),41 (24%),14 (8%),8 (4%)
The Pride of the Peacock,Victoria Holt,3.88,"4,501 rating","January 1, 1976",Victoria Holt demonstrates her mastery once again in her most exciting novel set in turn-of-the-century England where a young woman grows up in the shadow of the great estate - and privileged way of life - that was once her family's birthright. But a unique inheritance compels Jessica Clavering to marry the owner of a fabled opal mine and leads her to faraway Australia. There she will discover the mysteries - and evil - surrounding the greatest opal ever found. There she must confront the danger that lust for the stone has aroused even in her own husband - and there she must find love.,281,271,"1,252 follower","['Romance', 'Gothic', 'Mystery', 'Fiction', 'Historical Fiction', 'Historical Romance', 'Historical']",204 review,"1,348 (29%)","1,571 (34%)","1,298 (28%)",252 (5%),32 (<1%)
A Searching Heart,Janette Oke,4.18,"3,164 rating","July 1, 1998","Book 2 of A Prairie Legacy. Shattered by loss, can Virginia Sampson find faith that God replaces what has been taken away?",346,296,"3,023 follower","['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Christian Romance']",130 review,"1,429 (45%)","1,020 (32%)",585 (18%),112 (3%),18 (<1%)
Bill Peet: An Autobiography,Bill Peet,4.26,"1,693 rating","March 27, 1989","A 1990 Caldecott Honor BookBill Peet tells his life story, including his years with Disney, with illustrations on every page.",192,52,210 follower,"['Biography', 'Nonfiction', 'Picture Books', 'Memoir', 'Autobiography', 'Childrens', 'Art']",244 review,806 (47%),591 (34%),241 (14%),37 (2%),18 (1%)
Flash Fire,Caroline B. Cooney,3.50,477 rating,"January 1, 1994","Disaster strikes on a Wednesday afternoon when a huge orange fireball emerges from the top of the canyon, and fifteen-year-old Danna Press begins a long and terrifying journey to safety. Reprint.",208,138,"1,665 follower","['Young Adult', 'Fiction', 'Adventure', 'Thriller', 'Realistic Fiction', 'Horror', 'Teen']",35 review,97 (20%),125 (26%),193 (40%),44 (9%),18 (3%)
Dying for Chocolate,Diane Mott Davidson,3.80,"12,305 rating","January 1, 1992","Goldy Bear is the bright, opinionated, wildly inventive caterer whose personal life is a recipe for disaster, with bills taking a bite out of her budget and her abusive ex-husband making tasteless threats. Determined to take control, Goldy moves her business to the ritzy Aspen Meadow Country Club. Soon she’s preparing decadent dinners and posh society picnics—and enjoying the favors of Philip Miller, a handsome local shrink, and Tom Schulz, her more-than-friendly neighborhood cop. Until, that is, the dishy doctor drives his BMW into an oncoming bus. Convinced that Philip’s bizarre death was no accident, Goldy begins to sift through the dead doc’s unpalatable secrets. But this case is seasoned with unexpected danger and even more unexpected revelations—the kind that could get a caterer killed.",320,80,"2,213 follower","['Mystery', 'Fiction', 'Cozy Mystery', 'Mystery Thriller', 'Food', 'Culinary', 'Audiobook']",649 review,"2,957 (24%)","4,779 (38%)","3,883 (31%)",570 (4%),116 (<1%)
Athabasca,Alistair MacLean,3.52,"2,263 rating","January 1, 1980","On the oil-rich tar sands of Athabasca along Alaska's Arctic shore, a group of shrewd and, on occasion, ruthlessly cold-blooded men make plans to hold, the entire oil-producing industry hostage",326,334,"1,089 follower","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Suspense', 'Action', 'Crime']",80 review,395 (17%),726 (32%),848 (37%),245 (10%),49 (2%)
Byzantium: The Early Centuries,John Julius Norwich,4.34,"1,733 rating","January 1, 1988","Volume 1 of the series. Includes 32 pages of illustrations, and 11 maps and tables.",408,116,587 follower,"['History', 'Nonfiction', 'Ancient History', 'Medieval', 'Medieval History', 'European History', 'Classics']",137 review,898 (51%),581 (33%),206 (11%),33 (1%),15 (<1%)
Ferien auf Saltkrokan,Astrid Lindgren,4.35,"5,531 rating","January 1, 1964","Ferien auf Saltkrokan! Pelle, seine große Schwester Malin und seine beiden Brüder entdecken auf der kleinen Insel die unberührte Natur der schwedischen Schären. Sie baden im Meer, fangen Fische, sammeln Pfifferlinge und feiern Mittsommer. Nichts aber ist schöner für Pelle, als gemeinsam mit Tjorven, dem Inselmädchen, und ihrem großen Bernhardinerhund Bootsmann über die Felsen und durch den Wald zu streifen und dabei von einem Abenteuer ins nächste zu stolpern.",334,"1,008","3,442 follower","['Childrens', 'Fiction', 'Classics', 'Middle Grade', 'Swedish Literature', 'Scandinavian Literature', 'Sweden']",295 review,"3,036 (54%)","1,591 (28%)",727 (13%),138 (2%),39 (<1%)
