title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Scent of Water,Elizabeth Goudge,4.16,"2,613 rating","January 1, 1963","Mary Lindsay met her little niece and namesake only once, but she saw in the quiet, imaginative child a kindred spirit to inherit her ancient house. Fifty years later her niece inherited the house with no knowledge of it beyond her indelible childhood memories, and no experience at all of living in the country.Mary Lindsay is a born and bred Londoner who has enjoyed her city life-a prestigious job, and friends with whom she takes in the city pleasures of theatre, art and…As a retired businesswoman living in a rural house inherited from her aunt finds consolation for a failed romance with a married blind man by learning more about her aunt and herself.",285,98,746 follower,"['Fiction', 'Historical Fiction', 'Classics', 'Christian Fiction', 'Christian', 'Novels', 'British Literature']",421 review,"1,161 (44%)",880 (33%),433 (16%),103 (3%),36 (1%)
La oscura historia de la prima Montse,Juan Marsé,3.66,307 rating,"January 1, 1970","Publicada por primera vez en 1970, La oscura historia de la prima Montse , ahora revisada y corregida por el autor, constituye el punto culminante de la madurez narrativa de Juan Marsé. La novela arranca con la visita de un hombre, diez años después, al lugar donde se fraguó su tragedia. Condenada al derribo, nada queda del antiguo esplendor de la torre de sus tíos, la adinerada, católica y encopetada familia de los Claramunt. Todo empezó cuando su prima, Montse Claramunt, joven idealista consagrada en la orden seglar de las Visitadoras a la caridad y el proselitismo entre el pueblo llano, conoció a un presidiario -estudiante ateo, atractivo y ambicioso, de clase obrera- y quiso convertirlo en su protegido, entender sus problemas y entregarse a él. De esas buenas y peligrosas intenciones surgirá una historia oscura, cuando se interpongan los estatutos sociales y el culto a la respetabilidad. Reseña:«El mundo de Marsé siempre tiene una rara cualidad de adviento. Como si la búsqueda de ese arte de la evocación, que es para él el arte del novelista, no fuera sino hacer visible a los otros la luz y el brillo del mundo. Señalar, como quería Joyce, el lugar de la epifanía.»Gustavo Martín Garzo",352,51,164 follower,"['Fiction', 'Drama', '20th Century', 'Spain', 'Spanish Literature']",29 review,48 (15%),134 (43%),101 (32%),21 (6%),3 (<1%)
Mouthing the words,Camilla Gibb,3.68,871 rating,"January 1, 1999","By turns harrowing and hilarious, this adroitly narrated tale re-creates the world in the imagination of Thelma. It's a world in which she can escape some of her more painful childhood realities, like those games her father likes to make her play, where he's the boss and she the naughty secretary. And her mother so fiercely favors her younger brother, the cherubic Willy, that Thelma finds herself perpetually in emotional exile. No wonder Thelma asks practically every adult she meets to adopt her. Along Thelma's bumpy way from a rural English village to Canada to a law degree at Oxford, she meets many potential parents and even makes some friends, but it is with the companions of her fertile imagination -- with the scaredy-baby Janawee, moody and timid Ginniger, and big, strong, stoic Heroin -- that Thelma finds comfort. With them, too, she loses an already tenuous connection to reality, though ultimately Thelma's spirit and humor prove to be as indomitable as her wit.","PaperbackFirst published January 1, 1999",17,295 follower,"['Fiction', 'Canada', 'Mental Illness', 'Novels', 'Mental Health', 'Abuse', 'Psychology']",90 review,202 (23%),312 (35%),253 (29%),83 (9%),21 (2%)
The Patchwork Girl of Oz,L. Frank Baum,3.87,"8,756 rating","January 1, 1913","In this dazzling tale, L. Frank Baum proves once again his power to delight and enchant readers of all ages. Follow the adventures of a charming new band of characters as they explore the wondrous land of Oz and discover that you learn more by traveling than by staying at home.Forced to venture out of the dark forest, Unc Nunkie and Ojo the Unlucky call on the Crooked Magician, who introduces them to his latest creation: a living girl made out of patchwork quilts and cotton stuffing. But when an accident leaves beloved Unc Nunkie a motionless statue, it is up to Ojo to save him. In his search for the magic ingredients that will restore his uncle to life, Ojo is joined by the Patchwork Girl and by the conceited Glass Cat, who boasts of her hard ruby heart, the resourceful Shaggy Man, and the lovable block-headed Woozy, whose tail hairs are just one of the things Ojo needs to rescue Une Nunkie.As they travel to the Emerald City, home of the wise and powerful Ozma, they meet Dorothy, the kind and sensible girl from Kansas; the gallant Scarecrow; and, of course, Toto. But no one proves more loyal than the spirited Patchwork Girl, who, although she was brought to life as a servant, is determined to see the wide world for herself.The Patchwork Girl of Oz has captivated readers for over eighty years. Now, in this stunning new edition--featuring all fifty-one of John R. Neill's original full-color plates as well as eighty black-and-white illustrations--a whole new generation can discover the beauty and wonder of Oz that have made this classic series an enduring favorite.Follow the adventures of a charming band of characters as they join Dorothy and the Scarecrow to explore the wondrous Land of Oz. Meet a living girl made out of patchwork quilts, a conceited Glass Cat, and the lovable block-headed Woozy. A favorite for over eighty years, this stunning facsimile of the rare fist edition features all fifty-one of Neill's full-color plates as well as eighty black-and-white illustrations. A Books of Wonder Classic.",346,"2,734","2,505 follower","['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade', 'Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Middle Grade']",497 review,"2,578 (29%)","3,082 (35%)","2,546 (29%)",484 (5%),66 (<1%)
Brodie's Report,Jorge Luis Borges,3.93,"5,439 rating","January 1, 1970","At the age of seventy, after a gap of twenty years, Jorge Luis Borges returned to writing short stories. In Brodie's Report, he also returned to the style of his earlier work with its brutal realism, nightmares, and bloodshed. Many of these stories, including Unworthy and The Other Duel, are set in the macho Argentinean underworld, and even the rivalries between artists are suffused with suppressed violence. Throughout, opposing themes of fate and free will, loyalty and betrayal, time and memory flicker in the recesses of these compelling stories, among the best Borges ever wrote.",126,"1,818",12.5k follower,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Spanish Literature', 'Magical Realism', 'Latin American', 'Short Stories', 'Fiction', 'Classics', 'Literature', 'Spanish Literature', 'Magical Realism', 'Latin American', 'Short Stories', 'Fiction', 'Classics', 'Literature', 'Spanish Literature', 'Magical Realism', 'Latin American']",428 review,"1,630 (29%)","2,188 (40%)","1,305 (23%)",261 (4%),55 (1%)
Υψικάμινος,Andreas Embirikos,4.16,178 rating,"March 1, 1935","Η Υψικάμινος, συλλογή 63 πεζόμορφων ποιημάτων, είναι το πρώτο κείμενο που εκδίδεται του Ανδρέα Εμπειρίκου. Τυπώθηκε σε 200 αριθμημένα αντίτυπα στις εκδ. Κασταλία, τον Μάρτιο του 1935 στην Αθήνα, 11 χρόνια μετά το Μανιφέστο του Υπερρεαλισμού του Αντρέ Μπρετόν στο Παρίσι. Λίγο καιρό πριν, στις 25 Ιανουαρίου 1935, ο Εμπειρίκος είχε δώσει τη διάλεξη ""Περί σουρρεαλισμού"" στη Λέσχη Καλλιτεχνών.Ο Εμπειρίκος γνωρίζει τον κύκλο των υπερρεαλιστών και μυείται στην τεχνική της αυτόματης γραφής τους γύρω στο 1929. Η Υψικάμινος αποτελεί ένα μοναδικό βιβλίο της νεοελληνικής ποιητικής παραγωγής. Κανένας ποιητής πριν, αλλά και κανένας μετά, δεν συγκρότησε ένα βιβλίο τόσο αιρετικό, τόσο κρυπτικό και ""ακατανόητο"", που ωστόσο εξαντλήθηκε γρήγορα, ""όχι από ενδιαφέρον αλλά επειδή εθεωρήθη βιβλίο σκανδαλώδες, γραμμένο από ένα παράφρονα"", όπως θυμάται ο ίδιος ο ποιητής. Χωρίς σημεία στίξεως, με γλώσσα κυρίως λόγια και εκζητημένη, με φράσεις ατέρμονες, με άψογη σύνταξη αλλά χωρίς προφανή λογικό ειρμό η Υψικάμινος ανταποκρίνεται στις επιταγές του ελεύθερου συνειρμού και της συνακόλουθης αυτόματης γραφής που είχε διακηρύξει ο Αντρέ Μπρετόν και η παρέα του. Δύσκολα όμως θα μπορούσε κάποιος να υποστηρίξει πειστικά ότι τα ποιήματα της Υψικαμίνου έχουν συγκροτηθεί 'αυτόματα' ή 'τυχαία', παρά το γεγονός ότι ο ίδιος ο Εμπειρίκος βεβαιώνει ότι τα ποιήματα αυτά δεν αναπτύσσονται πάντοτε 'εντός των συνειδητών ορίων'. Η συνταγή δεν πρόκειται να επαναληφθεί, όμως αυτός ο πειραματισμός πέτυχε να αναδείξει το αυθεντικότερο κείμενο του ελληνικού υπερρεαλισμού. (Από την παρουσίαση της έκδοσης)",75,35,39 follower,"['Poetry', 'Poetry', 'Poetry']",13 review,80 (44%),62 (34%),23 (12%),10 (5%),3 (1%)
Top Ten Viking Legends,Michael Cox,3.56,32 rating,"January 1, 1999","What was Top of the Pops in Norse times? It could be Ragnarok - the end of the world as the ancient Vikings knew it. Jeremy Axeman and his team report the earth-shaking news show Bad Newsnight with Top 10 fact sections, including a gallery of gods, 10 Norse giants and monsters to avoid.",208,192,222 follower,[],3 review,7 (21%),9 (28%),12 (37%),3 (9%),1 (3%)
The Storyteller's Daughter,Cameron Dokey,3.80,"11,856 rating","September 29, 1997","In a faraway kingdom, a king has been betrayed. Deeply hurt and bitterly angry, he vows never to be deceived again. Unfortunately, the king's plan to protect himself will endanger all of the realm's young women, unless one of them will volunteer to marry the king - and surrender her life. To everyone's relief and horror, one young woman steps forward. The daughter of a legendary storyteller, Shahrazad believes it is her destiny to accept this risk and sacrifice herself.On the night of her wedding to the king, Shahrazad begins to weave a tale. Fascinated, the king lets her live night after night. Just when Shahrazad dares to believe that she has found a way to keep her life  and an unexpected love - a treacherous plot will disrupt her plan. Now she can only hope that love is strong enough to save her.",221,57,926 follower,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Retellings', 'Romance', 'Fiction', 'Historical Fiction']",797 review,"3,212 (27%)","4,310 (36%)","3,359 (28%)",748 (6%),227 (1%)
Fatu-Hiva: Back to Nature,Thor Heyerdahl,4.15,992 rating,"January 1, 1938",HARDBACK BOOK,476,112,280 follower,"['Travel', 'Nonfiction', 'Adventure', 'Memoir', 'Nature', 'Biography', 'Anthropology']",95 review,416 (41%),349 (35%),188 (18%),35 (3%),4 (<1%)
A Search for the King,Gore Vidal,3.47,281 rating,"January 1, 1950","Gore Vidal's story of the faithful troubadour Blondel's search for Richard the Lionheart, kidnapped and held to ransom by Duke Leopold of Austria after the Third Crusade. It interweaves historical characters with giants, dragons, werewolves, libidinous ladies of the manor and a very nasty vampire.",209,284,"1,716 follower","['Historical Fiction', 'Fiction', 'Historical', 'Fantasy']",35 review,45 (16%),92 (32%),105 (37%),28 (9%),11 (3%)
