title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Child Garden,Geoff Ryman,3.67,"1,503 rating","October 1, 1989","In a semi-tropical London, surrounded by paddy-fields, the people feed off the sun, like plants, the young are raised in Child Gardens and educated by viruses, And the Consensus oversees the country, 'treating' non-conformism. Information, culture, law and politics are biological functions. But Milena is different: she is resistant to viruses and an incredible musician, one of the most extraordinary women of her age. This is her story and that of her friends, like Lucy the immortal tumour and Joseph the Postman whose mind is an information storehouse for others, and Rolfa, genetically engineered as a Polar Bear, whose beautiful singing voice first awakens Milena to the power of music.",400,93,189 follower,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Speculative Fiction', 'LGBT', 'Science Fiction Fantasy']",157 review,450 (29%),468 (31%),317 (21%),177 (11%),91 (6%)
Runaway Slave:  The Story of Harriet Tubman,Ann McGovern,4.04,52 rating,"January 1, 1965",This is the story of Harriet Tubman and how she led hundreds of slaves to freedom-on the secret Underground Railroad.,64,103,42 follower,"['Biography', 'History', 'Nonfiction', 'Childrens']",12 review,21 (40%),18 (34%),9 (17%),2 (3%),2 (3%)
The Double Helix,James D. Watson,3.85,"18,884 rating","January 1, 1968","By identifying the structure of DNA, the molecule of life, Francis Crick and James Watson revolutionized biochemistry & won themselves a Nobel Prize. At the time, Watson was only 24, a young scientist hungry to make his mark. His uncompromisingly honest account of the heady days of their thrilling sprint against other world-class researchers to solve one of science's greatest mysteries gives a dazzlingly clear picture of a world of brilliant scientists with great gifts, very human ambitions & bitter rivalries. With humility unspoiled by false modesty, Watson relates his & Crick's desperate efforts to beat Linus Pauling to the Holy Grail of life sciences, the identification of the basic building block of life. Never has a scientist been so truthful in capturing in words the flavor of his work.",143,92,287 follower,"['Science', 'Nonfiction', 'Biology', 'History', 'Biography', 'Memoir', 'Genetics']","1,112 review","5,666 (30%)","6,850 (36%)","4,672 (24%)","1,207 (6%)",489 (2%)
Cannons of the Comstock,Brock Thoene,3.84,146 rating,"March 1, 1992","California during the Civil War was neither as remote nor as uninvolved as may be thought. Because of rebel sympathizers stealing Union gold for the South, Tom Dawson's brother had already been killed in the mountains of Shadow Ridge, leaving behind a family and ranch in Tom's care. But was more at stake than anyone knew then?The mines of California and the Comstock Lode were a principal source of gold and silver in which the United States government and many Northern businesses had a tremendous stake. But at least one-third of the pioneer Californians were from the South. The goal of secret Confederate societies was to take California out of the Union and form a Republic of the Pacific.Dawson finds himself the middleman in a bold attempt to infiltrate and expose the conspiracy to raise and equip an army that would engulf California in the Civil War and break the Union blockade that was strangling the South. And his only link to tracing the conspirators is a nine-year-old black child, Mont James!",203,177,202 follower,"['Christian Fiction', 'Westerns', 'Historical', 'Historical Fiction', 'Christian', 'Civil War', 'Fiction', 'Christian Fiction', 'Westerns', 'Historical', 'Historical Fiction', 'Christian', 'Civil War', 'Fiction', 'Christian Fiction', 'Westerns', 'Historical', 'Historical Fiction', 'Christian', 'Civil War', 'Fiction']",6 review,47 (32%),45 (30%),41 (28%),9 (6%),4 (2%)
صخب البحيرة,محمد البساطي,3.38,424 rating,"January 1, 1998","""تجذبهم الأنوار التى تتسلل من بعض البيوت . يقصدونها رأسا . يقتحمونها بركلة عنيفة للباب الذى يفتح على سعته . تندلع الصرخات فى الداخل . وجوههم مكفهرة لاهثة يقطر منها الماء ، يحدقون فى الوجوه الفزعة المتطلعة إليهم وقد أسكتها الرعب ، وكأنما لم يعثروا على بغيتهم ، كانوا يتقهقرون بظهورهم إلى الخارج ويختفون ... """,143,38,212 follower,"['Literature', 'Novels', 'Fiction', 'Egypt']",74 review,74 (17%),126 (29%),140 (33%),54 (12%),30 (7%)
"Juan Belmonte, matador de toros: Su vida y sus hazañas",Manuel Chaves Nogales,4.52,860 rating,"January 1, 1934","Juan Belmonte, matador de toros es una de las mejores biografías escritas en España durante el siglo XX. Su autor, Chaves Nogales, había conocido a Belmonte poco tiempo antes de la publicación del libro y aunque no era aficionado a los toros congeniaron enseguida. La calidad humana del personaje, su espíritu de superación y su talante conciliador, raro en la crispada sociedad española de la época, fueron algunas de las cualidades que atrajeron al autor y que le animaron a escribir una biografía del famoso torero. En la narración las voces de biógrafo y biografiado se mezclan, sin que se sepa donde empieza a hablar uno y dónde acaba el otro, y fruto de este genial planteamiento los recuerdos de Belmonte se suceden con asombrosa naturalidad: su infancia sevillana, los años de durísimo aprendizaje, el pintoresquismo de los círculos taurinos y literarios, la fama, su rivalidad con Joselito... Juan Belmonte, matador de toros es el testimonio agudo y fiel de una época, una obra maestra fruto del encuentro entre dos personas extraordinarias: Juan Belmonte, fundador del toreo moderno, y Chaves Nogales, uno de los periodistas españoles más importantes de la primera mitad del siglo XX.",376,62,111 follower,"['Biography', 'Spain', 'Nonfiction', 'History', 'Spanish Literature', 'Biography', 'Spain', 'Nonfiction', 'History', 'Spanish Literature', 'Biography', 'Spain', 'Nonfiction', 'History', 'Spanish Literature']",92 review,538 (62%),241 (28%),69 (8%),11 (1%),1 (<1%)
Once upon a Pirate,Nancy Block,4.07,57 rating,"April 23, 1995","Zoe Dunham's annoying ex-husband was making her desperate for a vacation. Little did she expect to spend it aboard a privateer's ship engaged in the War of 1812! But that was exactly where she found herself, thrown at the feet of Captain Black Jack Alexander, otherwise known as Winn.From his velvet eye-patch to his white silk shirt, Winn was the image of a swashbuckling hero. And the sinfully handsome body beneath those sexy clothes was enough to make even a nun take notice. From the moment she met him, Zoe was hooked.
But how could a beleaguered divorced mother from the twentieth century possibly dare to find love with a nineteenth-century pirate?
",324,2,3 follower,"['Time Travel', 'Romance', 'Historical Romance', 'Historical', 'Pirates', 'Time Travel Romance', 'Fantasy']",8 review,26 (45%),16 (28%),11 (19%),1 (1%),3 (5%)
The Vanishing Hitchhiker: American Urban Legends and Their Meanings,Jan Harold Brunvand,3.73,968 rating,"January 1, 1981","The groundbreaking book that launched America's urban legend obsession! Folklore scholar Jan Harold Brunvand assembles the best-known urban legends―including ""The Hook,"" ""The Spider in the Hairdo,"" and ""The Baby-Sitter and the Man Upstairs""―and provides an enlightening and entertaining analysis of their variants and evolution. The Vanishing Hitchhiker was Professor Brunvand's first popular book on urban legends, and it remains a classic. The culmination of twenty years of collection and research, this book is a must-have for urban legend lovers.",224,33,64 follower,"['Nonfiction', 'Folklore', 'Urban Legends', 'Horror', 'History', 'Reference', 'Sociology']",106 review,209 (21%),381 (39%),303 (31%),61 (6%),14 (1%)
"Rhetoric and Reality: Writing Instruction in American Colleges, 1900 - 1985",Professor James A. Berlin,3.79,106 rating,"February 26, 1987","Berlin here continues his unique history of American college com­position begun in his Writing Instruction in Nineteenth-Century Colleges (1984), turning now to the twentieth century. In discussing the variety of rhetorics that have been used in writ­ing classrooms Berlin introduces a taxonomy made up of three cate­gories: objective rhetorics, subjective rhetorics, and transactional rhetorics, which are distinguished by the epistemology on which each is based. He makes clear that these categories are not tied to a chronology but instead are to be found in the English department in one form or another during each decade of the century. His historical treatment includes an examination of the formation of the English department, the founding of the NCTE and its role in writing instruction, the training of teachers of writing, the effects of progressive education on writing instruction, the General Education Movement, the appearance of the CCCC, the impact of Sputnik, and today’s “literacy crisis.”",240,2,2 book,"['Academic', 'History', 'Nonfiction', 'Education', 'Research', 'School']",16 review,25 (23%),42 (39%),31 (29%),8 (7%),0 (0%)
The Existence of God,Richard Swinburne,3.88,166 rating,"January 1, 1979","Richard Swinburne presents a substantially rewritten and updated edition of his most celebrated book. No other work has made a more powerful case for the probability of the existence of God. Swinburne argues compellingly that the existence of the universe, its law-governed nature and fine-tuning, human consciousness and moral awareness, and evidence of miracles and religious experience, all taken together (and despite the occurrence of pain and suffering), make it likely that there is a God.",376,43,127 follower,"['Philosophy', 'Religion', 'Theology', 'Christianity', 'Christian', 'Atheism', 'Metaphysics']",20 review,53 (31%),62 (37%),32 (19%),16 (9%),3 (1%)
