title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Sweet Thursday,John Steinbeck,4.11,"16,862 rating","January 1, 1954","In Monterey, on the California coast, Sweet Thursday is what they call the day after Lousy Wednesday, which is one of those days that are just naturally bad. Returning to the scene of Cannery Row, the weedy lots and junk heaps and flophouses of Monterey, John Steinbeck once more brings to life the denizens of a netherworld of laughter and tears from Fauna, new headmistress of the local brothel, to Hazel, a bum whose mother must have wanted a daughter.",249,784,22.5k follower,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Historical Fiction', 'Literary Fiction', 'Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Historical Fiction', 'Literary Fiction', 'Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Historical Fiction', 'Literary Fiction']","1,232 review","6,311 (37%)","6,789 (40%)","3,182 (18%)",488 (2%),92 (<1%)
The Secret of the Unicorn,Hergé,4.30,"16,508 rating","January 1, 1943","In this classic graphic novel: Tintin stumbles across a model ship at the Old Street Market. Only it isn't just any model ship-it's the Unicorn, carved by one of Haddock's ancestors, and it holds a clue to finding pirate treasure!",62,"1,152","1,804 follower","['Comics', 'Graphic Novels', 'Bande Dessinée', 'Adventure', 'Fiction', 'Childrens', 'Comic Book']",481 review,"8,084 (48%)","5,728 (34%)","2,353 (14%)",288 (1%),55 (<1%)
User,Bruce Benderson,3.72,87 rating,"January 1, 1994","Benderson's highly praised short story collection, Pretending to Say No, has established him as ""the new poet of the underworld"" (Manuel Puig). Now, in a gripping journney into the shadowy netherworld of street hustlers and drug users, he introduces readers to Apollo, a heroin addict, hiding from the law in the neon-lit world of constant night. ""Benderson is a master.""--The Advocate.",240,47,37 follower,"['Queer', 'Fiction', 'LGBT', 'Literature', 'Gay', 'Dark']",10 review,29 (33%),22 (25%),22 (25%),11 (12%),3 (3%)
The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.38,"108,297 rating","February 14, 2006","A timeless tale by the incomparable Kate DiCamillo, complete with stunning full-color plates by Bagram Ibatoulline, honors the enduring power of love.Once, in a house on Egypt Street, there lived a china rabbit named Edward Tulane. The rabbit was very pleased with himself, and for good he was owned by a girl named Abilene, who treated him with the utmost care and adored him completely.And then, one day, he was lost.Kate DiCamillo takes us on an extraordinary journey, from the depths of the ocean to the net of a fisherman, from the top of a garbage heap to the fireside of a hoboes' camp, from the bedside of an ailing child to the bustling streets of Memphis. And along the way, we are shown a true miracle — that even a heart of the most breakable kind can learn to love, to lose, and to love again.",228,117,"9,583 follower","['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Adventure', 'Animals', 'Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Adventure', 'Animals', 'Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Adventure', 'Animals']","12,719 review","61,762 (57%)","30,937 (28%)","11,818 (10%)","2,599 (2%)","1,181 (1%)"
Nada,Carmen Laforet,3.83,"27,736 rating","January 1, 1944","A modern Spanish classic, first published sixty years ago and translated into eighteen languages, now available in English with a preface by Mario Vargas Llosa. The novel conveys beautifully the spirit of war-torn, brutalized Barcelona.From the Hardcover edition.","PaperbackFirst published January 1, 1944",35,326 follower,"['Fiction', 'Classics', 'Spanish Literature', 'Spain', 'Historical Fiction', '20th Century', 'Womens']","2,642 review","7,822 (28%)","10,737 (38%)","6,590 (23%)","1,931 (6%)",656 (2%)
Escape from Reason,Francis A. Schaeffer,4.22,"2,586 rating","January 1, 1968","Truth used to be based on reason. No more. What we feel is now the truest source of reality. Despite our obsession with the emotive and the experiential, we still face anxiety, despair, and purposelessness. How did we get here? And where do we find a remedy? In this modern classic, Francis A. Schaeffer traces trends in twentieth-century thought and unpacks how key ideas have shaped our society. Wide-ranging in his analysis, Schaeffer examines philosophy, science, art and popular culture to identify dualism, fragmentation and the decline of reason. Schaeffer's work takes on a newfound relevance today in his prescient anticipation of the contemporary postmodern ethos. His critique demonstrates Christianity's promise for a new century, one in as much need as ever of purpose and hope.",125,75,712 follower,"['Philosophy', 'Theology', 'Christian', 'Nonfiction', 'Christianity', 'Cultural', 'Religion', 'Philosophy', 'Theology', 'Christian', 'Nonfiction', 'Christianity', 'Cultural', 'Religion', 'Philosophy', 'Theology', 'Christian', 'Nonfiction', 'Christianity', 'Cultural', 'Religion']",212 review,"1,213 (46%)",882 (34%),367 (14%),87 (3%),37 (1%)
The Passions of the Mind,Irving Stone,4.04,"1,764 rating","January 1, 1971","In the 1880's, Vienna was Europe's glamour capital. It was in that brilliant city that Sigmund Freud began his long struggle to free people everywhere from the blindfolds & chains of their unknown natures. The Passions of the Mind is the story of an extraordinary man who proved that some of the most exciting challenges aren't met on the battlefield or on mountain peaks, but inside the hearts & minds of individuals. The story is told with great attention to accuracy. His research is recounted as meticulously as in a biography, though it's fictionalized to allow readers understanding of feelings & thought processes. Freud was one of Vienna's most distinguished neurologists. He gave up a life of respectable affluence to become a daring researcher of uncharted seas in an effort to change forever our understanding of human motivations. He was a pioneer explorer of the dark frontiers of the sexual nature of humans, for which he was made a pariah. Includes Glossary & Bibliography. ""This book involved six years of uninterrupted research & writing, yet the road was lighted at every turn, by the kindness & the generosity of almost everyone who had known Sigmund Freud or worked with him.""-- Irving Stone.",808,174,"1,133 follower","['Biography', 'Psychology', 'Nonfiction', 'American', 'History', 'Philosophy', 'Historical']",112 review,625 (35%),694 (39%),357 (20%),66 (3%),22 (1%)
The Lazarus Child,Robert Mawson,3.36,885 rating,"January 1, 1988","It takes just an instant for a family's life to be changed forever. Now seven-year-old Frankie Heywood lies in a coma. The experts are telling her parents there is no hope. Their son is slipping away emotionally. And the Heywoods--their marriage already strained to the breaking point--are desperate. They have one last chance.Dr. Elizabeth Chase is a brilliant neurologist who has dedicated her life to coaxing children back from the darkness. Her work is unconventional, controversial--and some say illegal. But the Heywoods have put their trust in her. They are convinced their daughter is waiting just beyond their reach. And they believe Dr. Chase is the miracle worker who can throw Frankie the lifeline that will lead their child back to them. But not even miracles occur without a price.",384,11,3 follower,"['Fiction', 'Thriller', 'Drama', 'Roman', 'Science Fiction', 'Adult Fiction', 'Family']",85 review,113 (12%),282 (31%),331 (37%),131 (14%),28 (3%)
The Mysterious Stranger,Mark Twain,4.13,"10,454 rating","January 1, 1916","relates the adventures of Satan, the sinless nephew of the biblical Satan, in Eseldorf, an Austrian village in the year 1702. Twain wrote this version between November 1897 and September 1900. ""Eseldorf"" is German for ""Assville"" or ""Donkeytown"".",122,10.3k,17.4k follower,"['Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Literature', 'American', 'Philosophy']",906 review,"4,407 (42%)","3,655 (34%)","1,827 (17%)",437 (4%),128 (1%)
Tara Road,Maeve Binchy,3.93,"79,494 rating","January 1, 1998","With each new book, Maeve Binchy continues a remarkable progression of sales and audience growth, reaching fans of all ages and backgrounds with her matchless wit, warmth, and sheer storytelling magic. ""Tara Road,"" her first full-length novel since ""The Glass Lake,"" again shows her incomparable understanding of the human heart in the tale of two women, one from Ireland, one from America, who switch lives, and in doing so learn much about each other, as well as much about themselves. Ria lived on Tara Road in Dublin with her dashing husband, Danny, and their two children. She fully believed she was happily married, right up until the day Danny told her he was leaving her to be with his young, pregnant girlfriend. By a chance phone call, Ria meets Marilyn, a woman from New England unable to come to terms with her only son's death and now separated from her husband. The two women exchange houses for the summer with extraordinary consequences, each learning that the other has a deep secret that can never be revealed.Drawn into lifestyles vastly differing from their own, at first each resents the news of how well the other is getting on. Ria seems to have become quite a hostess, entertaining half the neighborhood, which at first irritates the reserved and withdrawn Marilyn, a woman who has always guarded her privacy. Marilyn seems to have become bosom friends with Ria's children, as well as with Colm, a handsome restaurateur, whom Ria has begun to miss terribly. At the end of the summer, the women at last meet face-to-face. Having learned a great deal, about themselves and about each other, they find that they have become, firmly and forever, good friends.A moving story rendered with the deft touch of a master artisan, ""Tara Road"" is Maeve Binchy at her very best — utterly beautiful, hauntingly unforgettable, entirely original, and wholly enjoyable.",648,248,"4,496 follower","['Fiction', 'Chick Lit', 'Romance', 'Ireland', 'Contemporary', 'Irish Literature', 'Adult Fiction']","2,439 review","24,326 (30%)","30,853 (38%)","19,613 (24%)","3,757 (4%)",945 (1%)
