title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Magician: Master,Raymond E. Feist,4.25,"72,101 rating","November 1, 1982","He held the fate of two worlds in his hands... Once he was an orphan called Pug, apprenticed to a sorcerer of the enchanted land of Midkemia.. Then he was captured and enslaved by the Tsurani, a strange, warlike race of invaders from another world.There, in the exotic Empire of Kelewan, he earned a new name--Milamber. He learned to tame the unnimagined powers that lay withing him. And he took his place in an ancient struggle against an evil Enemy older than time itself.",499,330,"8,430 follower","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']","1,019 review","34,458 (47%)","24,766 (34%)","10,066 (13%)","1,954 (2%)",857 (1%)
State Violence in Northern Ireland 1969-1997,Raymond Murray,4.13,8 rating,"January 1, 1998","In this book the author chronicles the abuse by the British state of emergency harassment and intimidation of civilians; injuries and deaths caused by rubber and plastic bullets; collusion between British security forces, British intelligence and loyalist paramilitaries; unjust killings and murders by the security forces; excessive punishments and degrading strip-searches in prisons - abuses ignored by all but a handful of individuals and civil rights organisations.",271,18,18 book,"['Thriller', 'History']",0 review,2 (25%),5 (62%),1 (12%),0 (0%),0 (0%)
Killing Critics,Carol O'Connell,3.98,"2,425 rating","January 1, 1995","As NYPD Detective Sergeant Kathleen Mallory probes the death of a hack artist at a gallery opening, she discovers links to a bizarre twelve-year-old double homicide and dismemberment originally investigated by her late adoptive father, Louis Markowitz.",309,32,655 follower,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Suspense']",106 review,760 (31%),991 (40%),569 (23%),76 (3%),29 (1%)
I Had Trouble in Getting to Solla Sollew Yellow Back Book,Dr. Seuss,4.22,"3,131 rating","January 1, 1965","A perennial favorite and a perfect read for anyone starting a new phase in their life!In this fun and whimsical rhyming picture book, Dr. Seuss tackles the struggles of everyday life's—difficult people, bullies, bad weather, political unrest or even unruly crowds.When our hero stubs his toe, he decides to find a less troublesome place to live. Soon he's off on a journey to the City of Solla Sollew, on the banks of the beautiful River Wah-Hoo, where they never have troubles! At least, very few. But between his encounters with the Midwinter Jicker and the Perilous Poozer of Pompelmoose Pass, he soon finds out that confronting his problems might actually be easier than running away from them.A funny story that can be read purely for entertainment, I Had Trouble in Getting to Solla Sollew is ideal for sparking discussions. It's message—that the best way to deal with an obstacle is by tackling it head-on—makes this a perfect gift for all ages and occasions—especially graduations!
Dr. Seuss
 and his unique combination of hilarious stories, zany pictures and riotous rhymes, have been delighting young children and helping them learn to read for over fifty years. Creator of classics such as 'The Cat in the Hat' (1957), 'Green Eggs and Ham' (1960) and 'How the Grinch Stole Christmas!' (1957), he is still ranked among the world's top children's authors, with nearly half a billion books sold worldwide.Ages: 4-8",64,848,17.6k follower,"['Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Fantasy', 'Juvenile']",286 review,"1,556 (49%)",862 (27%),580 (18%),114 (3%),19 (<1%)
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.15,"107,582 rating","May 8, 2000","""With its huge, scarred head halfway out of the water and its tail beating the ocean into a white-water wake more than forty feet across, the whale approached the ship at twice its original speed - at least six knots. With a tremendous cracking and splintering of oak, it struck the ship just beneath the anchor secured at the cat-head on the port bow..."" In the Heart of the Sea brings to new life the incredible story of the wreck of the whaleship Essex - an event as mythic in its own century as the Titanic disaster in ours, and the inspiration for the climax of Moby-Dick. In a harrowing page-turner, Nathaniel Philbrick restores this epic story to its rightful place in American history.In 1820, the 240-ton Essex set sail from Nantucket on a routine voyage for whales. Fifteen months later, in the farthest reaches of the South Pacific, it was repeatedly rammed and sunk by an eighty-ton bull sperm whale. Its twenty-man crew, fearing cannibals on the islands to the west, made for the 3,000-mile-distant coast of South America in three tiny boats. During ninety days at sea under horrendous conditions, the survivors clung to life as one by one, they succumbed to hunger, thirst, disease, and fear.Philbrick interweaves his account of this extraordinary ordeal of ordinary men with a wealth of whale lore and with a brilliantly detailed portrait of the lost, unique community of Nantucket whalers. Impeccably researched and beautifully told, the book delivers the ultimate portrait of man against nature, drawing on a remarkable range of archival and modern sources, including a long-lost account by the ship's cabin boy.At once a literary companion and a page-turner that speaks to the same issues of class, race, and man's relationship to nature that permeate the works of Melville, In the Heart of the Sea will endure as a vital work of American history.",302,41,"3,178 follower","['Nonfiction', 'History', 'Adventure', 'Survival', 'Historical', 'American History', 'Audiobook']","7,070 review","44,715 (41%)","41,853 (38%)","15,747 (14%)","3,303 (3%)","1,964 (1%)"
"Christianity for Modern Pagans: Pascal's Pensées - Edited, Outlined & Explained",Peter Kreeft,4.38,585 rating,"October 1, 1993","Peter Kreeft believes that Baise Pascal is the first post-medieval apologist. No writer in history, claims Kreeft, is a more effective Christian apologist and evangelist to today's uprooted, confused, secularized pagans (inside and outside the Church) than Pascal. He was a brilliant man--a great scientist who did major work in physics and mathematics, as well as an inventor--whom Kreeft thinks was three centuries ahead of his time. His apologetics found in his Pensees are ideal for the modern, sophisticated skeptic.",341,196,912 follower,"['Philosophy', 'Theology', 'Religion', 'Christian', 'Catholic', 'Christianity', 'Nonfiction', 'Philosophy', 'Theology', 'Religion', 'Christian', 'Catholic', 'Christianity', 'Nonfiction', 'Philosophy', 'Theology', 'Religion', 'Christian', 'Catholic', 'Christianity', 'Nonfiction']",59 review,324 (55%),189 (32%),51 (8%),13 (2%),8 (1%)
Balthazar,Lawrence Durrell,4.13,"3,924 rating","January 1, 1961","Balthazar, is the second volume of Durrell's The Alexandria Quartet, set in Alexandria, Egypt, during the 1940s. The events of each lush and sensuous novel are seen through the eyes of the central character L.G. Darley, who observes the interactions of his lovers, friends, and acquaintances. Balthazar, named for Darley's friend, a doctor and mystic, interprets Darley's views from a philosophical and intellectual viewpoint.",214,226,807 follower,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Egypt', 'Novels', 'Literary Fiction']",353 review,"1,563 (39%)","1,504 (38%)",701 (17%),112 (2%),44 (1%)
Small Sacrifices,Ann Rule,4.25,"30,218 rating","January 1, 1987","Ann Rule's shocking and powerful account of the destructive forces that drove Diane Downs, a beautiful young mother, to shoot her three young children in cold blood.",496,142,"3,935 follower","['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Audiobook', 'Biography', 'History']","1,065 review","13,896 (45%)","10,950 (36%)","4,564 (15%)",630 (2%),178 (<1%)
The Empty Chair,Jeffery Deaver,4.07,"30,529 rating","May 9, 2000","From the bestselling author of The Bone Collector and The Devil's Teardrop comes this spine-chilling new thriller that pits renowned criminalist Lincoln Rhyme against the ultimate opponent -- Amelia Sachs, his own brilliant protégée.A quadriplegic since a beam crushed his spinal cord years ago, Rhyme is desperate to improve his condition and goes to the University of North Carolina Medical Center for high-risk experimental surgery. But he and Sachs have hardly settled in when the local authorities come calling. In a twenty-four-hour period, the sleepy Southern outpost of Tanner's Corner has seen a local teen murdered and two young women abducted. And Rhyme and Sachs are the best chance to find the girls alive.The prime suspect is a strange teenaged truant known as the Insect Boy, so nicknamed for his disturbing obsession with bugs. Rhyme agrees to find the boy while awaiting his operation. Rhyme's unsurpassed analytical skills and stellar forensic experience, combined with Sachs's exceptional detective legwork, soon snare the perp. But even Rhyme can't anticipate that Sachs will disagree with his crime analysis and that her vehemence will put her in the swampland, harboring the very suspect whom Rhyme considers a ruthless killer. So ensues Rhyme's greatest challenge -- facing the criminalist whom he has taught everything he knows in a battle of wits, forensics, and intuition. And in this adversary, Rhyme also faces his best friend and soul mate.",416,364,10.4k follower,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']","1,130 review","10,623 (34%)","12,876 (42%)","5,843 (19%)",881 (2%),306 (1%)
Daughters of Africa,Margaret Busby,4.37,105 rating,"January 1, 1991","An international anthology of words and writings by women of African descent--from the ancient oral tradition to the present. A monumental literary enterprise, it is the most inclusive anthology ever attempted of oral and written literature--in every conceivable genre--by women of African descent the world over. (Pantheon)List of Contributors Continued:Dorothy West, Carolina Maria de Jesus, Ellen Kuzwayo, Billie Holiday, Claudia Jones, Margaret Walker, Gwendolyn Brooks, Marie Vieux-Chauvet, Caroline Ntseliseng Khaketla, Aída Cartagena Portalatín, Louise Simone Bennett-Coverley, Alice Childress",1093,8,70 follower,"['Africa', 'Anthologies', 'Fiction', 'Feminism', 'Short Stories', 'African American', 'Poetry']",15 review,64 (60%),26 (24%),9 (8%),2 (1%),4 (3%)
