title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Failure is Not an Option: Mission Control From Mercury to Apollo 13 and Beyond,Gene Kranz,4.29,"9,196 rating","January 7, 2000","This memoir of a veteran NASA flight director tells riveting stories from the early days of the Mercury program through Apollo 11 (the moon landing) and Apollo 13, for both of which Kranz was flight director.Gene Kranz was present at the creation of America’s manned space program and was a key player in it for three decades. As a flight director in NASA’s Mission Control, Kranz witnessed firsthand the making of history. He participated in the space program from the early days of the Mercury program to the last Apollo mission, and beyond. He endured the disastrous first years when rockets blew up and the United States seemed to fall further behind the Soviet Union in the space race. He helped to launch Alan Shepard and John Glenn, then assumed the flight director’s role in the Gemini program, which he guided to fruition. With his teammates, he accepted the challenge to carry out President John F. Kennedy’s commitment to land a man on the Moon before the end of the 1960s.  Kranz recounts these thrilling historic events and offers new information about the famous flights. What appeared as nearly flawless missions to the Moon were, in fact, a series of hair-raising near misses. When the space technology failed, as it sometimes did, the controllers’ only recourse was to rely on their skills and those of their teammates. He reveals behind-the-scenes details to demonstrate the leadership, discipline, trust, and teamwork that made the space program a success.  A fascinating firsthand account by a veteran mission controller of one of America’s greatest achievements, Failure is Not an Option reflects on what has happened to the space program and offers his own bold suggestions about what we ought to be doing in space now.",416,5,33 follower,"['History', 'Nonfiction', 'Space', 'Science', 'Biography', 'Memoir', 'Audiobook']",760 review,"4,421 (48%)","3,353 (36%)","1,185 (12%)",183 (1%),54 (<1%)
The God Who Is There,Francis A. Schaeffer,4.14,"7,466 rating","September 1, 1968","For over thirty years The God Who Is There has been the landmark book that changed the way the church sees the world. In Francis Schaeffer's remarkable analysis, we learn where the clashing ideas about God, science, history and art came from and where they are going. Now this completely retypeset edition includes a new introduction by James W. Sire that places Schaeffer's seminal work in the context of the intellectual turbulence of the early twenty-first century. More than ever, The God Who Is There demonstrates how historic Christianity can fearlessly confront the competing philosophies of the world. The God who has always been there continues to provide the anchor of truth and the power of love to meet the world's deepest problems.",226,75,712 follower,"['Theology', 'Christian', 'Philosophy', 'Christianity', 'Nonfiction', 'Religion', 'Christian Living', 'Theology', 'Christian', 'Philosophy', 'Christianity', 'Nonfiction', 'Religion', 'Christian Living', 'Theology', 'Christian', 'Philosophy', 'Christianity', 'Nonfiction', 'Religion', 'Christian Living']",305 review,"3,450 (46%)","2,375 (31%)","1,088 (14%)",330 (4%),223 (2%)
Encounters with the Archdruid,John McPhee,4.22,"6,252 rating","January 1, 1971","The narratives in this book are of journeys made in three wildernesses - on a coastal island, in a Western mountain range, and on the Colorado River in the Grand Canyon. The four men portrayed here have different relationships to their environment, and they encounter each other on mountain trails, in forests and rapids, sometimes with reserve, sometimes with friendliness, sometimes fighting hard across a philosophical divide.",245,122,"1,622 follower","['Nonfiction', 'Nature', 'Environment', 'Science', 'Essays', 'Biography', 'History', 'Nonfiction', 'Nature', 'Environment', 'Science', 'Essays', 'Biography', 'History', 'Nonfiction', 'Nature', 'Environment', 'Science', 'Essays', 'Biography', 'History']",382 review,"2,723 (43%)","2,417 (38%)",912 (14%),149 (2%),51 (<1%)
Steal This Book,Abbie Hoffman,3.61,"3,712 rating","January 1, 1971","A driving force behind the social revolution of the 1960s and 1970s, Hoffman inspired a generation to challenge the status quo. Meant as a practical guide for the aspiring hippie, Steal This Book captures Hoffman's puckish tone and became a cult classic with over 200,000 copies sold. Outrageously illustrated by R. Crumb, it nevertheless conveys a serious message to all would-be revolutionaries: You don't have to take it anymore. ""All Power to the Imagination was his credo. Abbie was the best."" —Studs Terkel",352,36,195 follower,"['Nonfiction', 'Politics', 'History', 'Philosophy', 'Reference', 'Activism', 'Counter Culture']",349 review,906 (24%),"1,105 (29%)","1,180 (31%)",385 (10%),136 (3%)
Gerald's Game,Stephen King,3.57,"161,412 rating","January 1, 1992","A game. A husband-and-wife game. Gerald's Game.But this time Jessie didn't want to play. Lying there, spreadeagled and handcuffed to the bedstead while he'd loomed and drooled over her, she'd felt angry and humiliated.So she'd kicked out hard. Aimed to hit him where it hurt.And now he was dead - a coronary - on the floor.Leaving Jessie alone and helpless in a lakeside holiday cabin. Miles from nowhere. No-one to hear her screams.Alone. Except for the voices in her head that begun to chatter and argue and sneer...",332,"2,518",841k follower,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Adult', 'Audiobook']","5,971 review","38,490 (23%)","48,642 (30%)","48,234 (29%)","18,579 (11%)","7,467 (4%)"
A Rogue's Proposal,Stephanie Laurens,4.08,"9,436 rating","January 1, 1999","Demon Cynster has seen love bring his brethren to their knees, and he's vowed that he will not share their fate . . . until he spies Felicity Parteger sneaking about his racing stable. Demon remembers Felicity as a mere chit of a girl, but now she stands before him, all lush curves and sparkling eyes...Felicity knows Demon was one of the town's most eligible bachelors and a rogue of the worst sort, but he was the only one capable of getting her friend out of trouble. She knows Demon will never yield her the love she desperately seeks, but could a marriage of passion alone be enough?",432,216,"5,409 follower","['Romance', 'Historical Romance', 'Historical', 'Regency', 'Historical Fiction', 'Regency Romance', 'Fiction']",295 review,"3,559 (37%)","3,564 (37%)","1,892 (20%)",333 (3%),88 (<1%)
George's Marvellous Medicine,Roald Dahl,4.03,"91,738 rating","January 10, 1981","George's Grandma is a grizzly, grumpy, selfish old woman with pale brown teeth and a small puckered up mouth like a dog's bottom. Four times a day she takes a large spoonful of medicine, but it doesn't seem to do her any good. She's always just as poisonous after she's taken it as she was before. When George is left to look after her one morning, it's just the chance he needs . . .",120,"1,432",24.6k follower,"['Childrens', 'Fiction', 'Fantasy', 'Middle Grade', 'Humor', 'Young Adult', 'Novels', 'Childrens', 'Fiction', 'Fantasy', 'Middle Grade', 'Humor', 'Young Adult', 'Novels', 'Childrens', 'Fiction', 'Fantasy', 'Middle Grade', 'Humor', 'Young Adult', 'Novels']","3,632 review","34,838 (37%)","30,900 (33%)","20,672 (22%)","4,160 (4%)","1,168 (1%)"
Prokleta avlija,Ivo Andrić,4.27,"9,848 rating","January 1, 1954","Prokleta avlija/The Damned Yard (Description from Ivo Andrić Foundation website)The novel is written in 1954. Ćamil, a wealthy young man of Smyrna living in the last years of the Ottoman Empire, is fascinated by the story of Džem, ill-fated brother of the Sultan Bajazet, who ruled Turkey in the fifteenth century. Ćamil, in his isolation, comes to believe that he is Džem, and that he shares his evil destiny: he is born to be a victim of the State. Because of his stories about Džem’s ambitions to overthrow his brother, Ćamil is arrested under suspicion of plotting against the Sultan. He is taken to a prison in Istanbul, where he tells his story, to Petar, a monk.Out of these exotic materials, Andrić has constructed a book of great clarity, brevity and interest. No doubt it will be read by some as a political parable about the tyranny of the State, but also as a quite simply story about ill-fortune and human misunderstanding, fear and ignorance. Džem and Ćamil are doomed – and the certainty of their persecution is sometimes relieved, sometimes intensified by the stupidity and fright of the people who cross their ill-starred lives.Construction takes up most of the book’s space: the central story of Džem as related by Ćamil lasts only a chapter or two. For the rest of the time the reader strips layer off layer, as one narrator passes him on the next. There is an interesting passage that helps to explain this method, at the moment when Ćamil starts narrating Džem’s story in the first person. “I” is a word, we are told, which fixes the position of the speaker in such a way that the exercise of will is no longer possible, and the speaker strength is exceeded – strength, presumably, to break out of the identification that all his past actions and thoughts force upon him when he uses the word. “I” is both a confession and an imprisonment. The fact that the novel passes the reader on from one narrator to the next rather suggests that the author is taking constant evasive action, lest he betray himself or his reader into the kind of “personal confession” which seals the fate of Ćamil. What exactly this game of form flirting with meaning signifies, must be left to the individual reader.The movement is centripetal, towards Džem’s story, and then disperses. Details within the story are made to mimic this form. Thus when Peter receives the message telling him of his impending release:“Two younger prisoners...were chasing around using him as the centerpoint of ever narrowing circles. Annoyed, he tried to break away from these exuberant youths when one of them brushed against him and he felt a folded scrap of paper thrust into his hand. The youths continued their chase but now in widening circles...”The reader is led on just such a chase in the course of the novel. The effect of this is to make the plot seem more like a poetic image than an ordinary plot: capable, therefore, of as many meanings as are the images of an allusive poem. Yet the language is simple and direct, not at all “poetic”. The characters are remarkable alive, even in conversation. Karađoz, the governor of the goal, is a spidery authoritarian, who loves to torment the charges he loves. The prisoners “complained about the way one complains about one’s life and curses one’s destiny...it would have been hard for them to imagine life without him”.“The Devil’s Yard” is justified, as all symbolic and figurative novels must be, by the extent to which it touches the emotions. It is extremely moving. Fear, horror, despair, amusement at times – all these indicate that the threat of the meaning has been recognized.",120,271,"1,127 follower","['Classics', 'Fiction', 'Historical Fiction', 'School', 'Serbian Literature', 'Novels', 'Nobel Prize']",334 review,"4,828 (49%)","3,260 (33%)","1,396 (14%)",298 (3%),66 (<1%)
"The Universal Baseball Association, Inc., J. Henry Waugh, Prop.",Robert Coover,3.83,"2,350 rating","June 1, 1968","A satirical fable with a rootless and helpless accountant as the protagonist. Alone in his apartment, he spends all his nights and weekends playing an intricate baseball game of his own invention. The author has won the William Faulkner Award and an American Academy of Arts and Letters Award.",256,118,337 follower,"['Baseball', 'Fiction', 'Sports', 'Novels', 'Literature', 'American', '20th Century']",278 review,695 (29%),849 (36%),569 (24%),179 (7%),58 (2%)
Reform or Revolution,Rosa Luxemburg,4.19,"3,771 rating","January 1, 1900","Why capitalism cannot overcome its internal contradictions and the working class cannot ""reform"" away exploitation and economic crises.",112,368,678 follower,"['Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Sociology', 'Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Sociology', 'Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Sociology', 'Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Sociology', 'Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Sociology']",257 review,"1,630 (43%)","1,426 (37%)",566 (15%),117 (3%),32 (<1%)
The Rainbow Fish,Marcus Pfister,4.20,"151,510 rating","January 1, 1992","The Rainbow Fish is an international bestseller and a modern classic. Eye-catching foilstamping, glittering on every page, offers instant child-appeal, but it is the universal message at the heart of this simple story about a beautiful fish, who learns to make friends by sharing his most prized possessions, that gives the book its lasting value.",32,443,163 follower,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Fantasy', 'Kids']","3,528 review","81,060 (53%)","35,032 (23%)","24,375 (16%)","7,302 (4%)","3,741 (2%)"
Microserfs,Douglas Coupland,3.89,"24,135 rating","January 1, 1995","Narrated in the form of a Powerbook entry by Dan Underwood, a computer programmer for Microsoft, this state-of-the-art novel about life in the '90s follows the adventures of six code-crunching computer whizzes. Known as ""microserfs,"" they spend upward of 16 hours a day ""coding"" (writing software) as they eat ""flat"" foods (such as Kraft singles, which can be passed underneath closed doors) and fearfully scan the company email to see what the great Bill might be thinking and whether he is going to ""flame"" one of them. Seizing the chance to be innovators instead of cogs in the Microsoft machine, this intrepid bunch strike out on their own to form a high-tech start-up company named Oop! in Silicon Valley. Living together in a sort of digital flophouse --""Our House of Wayward Mobility"" -- they desperately try to cultivate well-rounded lives and find love amid the dislocated, subhuman whir and buzz of their computer-driven world.Funny, illuminating and ultimately touching, Microserfs is the story of one generation's very strange and claustrophobic coming of age.",371,90,"4,492 follower","['Fiction', 'Humor', 'Contemporary', 'Canada', 'Novels', 'Literature', 'Technology']",983 review,"7,026 (29%)","9,431 (39%)","5,911 (24%)","1,433 (5%)",334 (1%)
The Reckoning,Sharon Kay Penman,4.45,"9,276 rating","January 1, 1991","Here, alive from the pages of history, is the compelling tale of a Celtic society ruled by Llewelyn, Prince of Wales, on a collison course with a feudal realm of Edward I. WIth this last book in the extraordinary trilogy that began with HERE BE DRAGONS and continued in FALLS THE SHADOW, Sharon Kay Penman has written a beautiful and moving conclusion to her medieval saga. For everyone who has read the earlier books in this incomparable series or ever wanted to experience the rich tapestry of British history and lore, this bold and romantic adventure must be read.",592,36,"3,856 follower","['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', 'Romance', '13th Century']",365 review,"5,323 (57%)","3,008 (32%)",811 (8%),92 (<1%),42 (<1%)
The Inverted World,Christopher Priest,3.93,"9,069 rating","May 1, 1974","The city is winched along tracks through a devastated land full of hostile tribes. Rails must be freshly laid ahead of the city and carefully removed in its wake. Rivers and mountains present nearly insurmountable challenges to the ingenuity of the city's engineers. But if the city does not move, it will fall farther and farther behind the optimum and into the crushing gravitational field that has transformed life on Earth. The only alternative to progress is death. The secret directorate that governs the city makes sure that its inhabitants know nothing of this. Raised in common in creches, nurtured on synthetic food, prevented above all from venturing outside the closed circuit of the city, they're carefully sheltered from the dire necessities that have come to define human existence. Yet the city is in crisis. People are growing restive. The population is dwindling. The rulers know that, for all their efforts, slowly but surely the city is slipping ever farther behind the optimum. Helward Mann is a member of the city's elite. Better than anyone, he knows how tenuous is the city's continued existence. But the world he's about to discover is infinitely stranger than the strange world he believes he knows so well.",239,391,966 follower,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction']",839 review,"2,553 (28%)","3,941 (43%)","2,051 (22%)",433 (4%),91 (1%)
"Carry On, Jeeves",P.G. Wodehouse,4.25,"24,878 rating","January 1, 1925","The titles of the first story in this collection—'Jeeves Takes Charge'— and the last—'Bertie Changes His Mind'—sum up the relationship of twentieth-century fiction's most famous comic characters. In between them, the various feeble-minded men and lively young women who populate Wooster's world appeal to Jeeves to solve their problems and are never disappointed.",273,"1,129","6,441 follower","['Fiction', 'Humor', 'Classics', 'Short Stories', 'Comedy', 'Audiobook', 'British Literature']","1,669 review","10,815 (43%)","10,080 (40%)","3,418 (13%)",410 (1%),155 (<1%)
The Forty Days of Musa Dagh,Franz Werfel,4.39,"1,742 rating","January 1, 1933","This stirring, poignant novel, based on real historical events that made of actual people true heroes, unfolds the tragedy that befell the Armenian people in the dark year of 1915. The Great War is raging through Europe, and in the ancient, mountainous lands southwest of the Caspian Sea the Turks have begun systematically to exterminate their Christian subjects. Unable to deny his birthright or his people, one man, Gabriel Bagradian—born an Armenian, educated in Paris, married to a Frenchwoman, and an officer doing his duty as a Turkish subject in the Ottoman army—will strive to resist death at the hands of his blood enemy by leading 5,000 Armenian villagers to the top of Musa Dagh, “the mountain of Moses.” There, for forty days, in the face of almost certain death, they will suffer the siege of a Turkish army hell-bent on genocide. A passionate warning against the dangers of racism and scapegoating, and prefiguring the ethnic horrors of World War II, this important novel from the early 1930s remains the only significant treatment, in fiction or nonfiction, of the first genocide in the twentieth century’s long series of inhumanities. It also continues to be today what the New York Times deemed it in 1933—“a true and thrilling novel ... a story which must rouse the emotions of all human beings.” “Musa Dagh gives us a lasting sense of participation in a stirring episode of history.... Magnificent.”—The New York Times Book Review “A novel full of the breath, the flesh and blood and bone and spirit of life.”—Saturday Review",824,349,124 follower,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'German Literature', 'Historical', 'Literature', 'Fiction', 'Historical Fiction', 'Classics', 'War', 'German Literature', 'Historical', 'Literature', 'Fiction', 'Historical Fiction', 'Classics', 'War', 'German Literature', 'Historical', 'Literature']",213 review,"1,011 (58%)",452 (25%),229 (13%),39 (2%),11 (<1%)
The Memoirs of Cleopatra,Margaret George,4.19,"20,715 rating","January 1, 1997","Bestselling novelist Margaret George brings to life the glittering kingdom of Cleopatra, Queen of the Nile, in this lush, sweeping, and richly detailed saga. Told in Cleopatra's own voice, this is a mesmerizing tale of ambition, passion, and betrayal, which begins when the twenty-year-old queen seeks out the most powerful man in the world, Julius Caesar, and does not end until, having survived the assassination of Caesar and the defeat of the second man she loves, Marc Antony, she plots her own death rather than be paraded in triumph through the streets of Rome. Most of all, in its richness and authenticity, it is an irresistible story that reveals why Margaret George's work has been widely acclaimed as ""the best kind of historical novel, one the reader can't wait to get lost in.""",1139,62,"2,729 follower","['Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Romance', 'Africa', 'Adult']","1,335 review","9,608 (46%)","6,886 (33%)","3,123 (15%)",758 (3%),340 (1%)
The Poor Mouth,Flann O'Brien,4.07,"2,743 rating","January 1, 1941","The Poor Mouth relates the story of one Bonaparte O'Coonassa, born in a cabin in a fictitious village called Corkadoragha in western Ireland equally renowned for its beauty and the abject poverty of its residents. Potatoes constitute the basis of his family's daily fare, and they share both bed and board with the sheep and pigs. A scathing satire on narratives of Gaelic Ireland, this work brought down on the author's head the full wrath of those who saw themselves as the custodians of Irish language and tradition when it was first published in Gaelic in 1941.",128,50,777 follower,"['Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Classics', 'Novels', '20th Century', 'Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Classics', 'Novels', '20th Century', 'Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Classics', 'Novels', '20th Century', 'Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Classics', 'Novels', '20th Century', 'Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Classics', 'Novels', '20th Century']",264 review,972 (35%),"1,121 (40%)",543 (19%),85 (3%),22 (<1%)
