title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Kontroll,Viktor Suvorov,4.21,387 rating,"296 pages, PaperbackPublished January 1, 1999","Viktor Suvorov on eesti lugejale seni tuntud ajalooraamatute autorina («Olioni» üllitatud «M-päev» ja «Viimane vabariik»), kus ta esitab ja kaitseb oma kontseptsiooni Saksa-Vene sõja alguse kohta. «Kontroll» on aga ilukirjandus, võiks öelda, poliitilis-fantastiline romaan. Tegevus toimub mõned aastad enne suure sõja algust Nõukogudemaal. Tegelasteks on mitmed ajaloolised isikud alates Stalinist, peamiselt siiski väljamõeldud persoonid. Lugu hargneb Stalini väljamõeldud ja realiseeritud kõikehaarava kontrollsüsteemi ümber. Fantastikasugemetele vaatamata on tegemist väga realistliku, detailirohke esituslaadiga, mis kaasahaaravalt viib lugeja selle ajastu, totaalse kontrolli ajastu õhustikku.",296,81,165 follower,"['History', 'Russia', 'Historical', 'Russian Literature', 'Adventure', 'War', 'History', 'Russia', 'Historical', 'Russian Literature', 'Adventure', 'War', 'History', 'Russia', 'Historical', 'Russian Literature', 'Adventure', 'War']",15 review,184 (47%),127 (32%),56 (14%),15 (3%),5 (1%)
The Scapegoat,René Girard,4.15,817 rating,"January 1, 1982","Widely regarded as one of the most profound critics of our time, René Girard has pursued a powerful line of inquiry across the fields of the humanities and the social sciences. His theories, which the French press has termed ""l'hypothèse girardienne,"" have sparked interdisciplinary, even international, controversy. In The Scapegoat, Girard applies his approach to ""texts of persecution,"" documents that recount phenomena of collective violence from the standpoint of the persecutor--documents such as the medieval poet Guillaume de Machaut's Judgement of the King of Navarre, which blames the Jews for the Black Death and describes their mass murder.Girard compares persecution texts with myths, most notably with the myth of Oedipus, and finds strikingly similar themes and structures. Could myths regularly conceal texts of persecution? Girard's answers lies in a study of the Christian Passion, which represents the same central event, the same collective violence, found in all mythology, but which is read from the point of view of the innocent victim. The Passion text provides the model interpretation that has enabled Western culture to demystify its own violence--a demystification Girard now extends to mythology.Underlying Girard's daring textual hypothesis is a powerful theory of history and culture. Christ's rejection of all guilt breaks the mythic cycle of violence and the sacred. The scapegoat becomes the Lamb of God; ""the foolish genesis of blood-stained idols and the false gods of superstition, politics, and ideologies"" are revealed.",216,120,636 follower,"['Philosophy', 'Nonfiction', 'Religion', 'Anthropology', 'Theology', 'Sociology', 'Psychology', 'Philosophy', 'Nonfiction', 'Religion', 'Anthropology', 'Theology', 'Sociology', 'Psychology', 'Philosophy', 'Nonfiction', 'Religion', 'Anthropology', 'Theology', 'Sociology', 'Psychology']",72 review,353 (43%),295 (36%),120 (14%),37 (4%),12 (1%)
Ιδιώνυμο,Katerina Gogou,4.48,305 rating,"January 1, 1980",,47,11,89 follower,"['Poetry', 'Greece', 'Poetry', 'Greece', 'Poetry', 'Greece']",12 review,181 (59%),90 (29%),33 (10%),1 (<1%),0 (0%)
Mrs. Piggle-Wiggle,Betty MacDonald,4.16,"54,022 rating","January 1, 1947","Everyone loves Mrs. Piggle-WiggleMrs. Piggle-Wiggle lives in an upside-down house and smells like cookies. She was even married to a pirate once. Most of all, she knows everything about children. She can cure them of any ailment. Patsy hates baths. Hubert never puts anything away. Allen eats v-e-r-y slowly. Mrs Piggle-Wiggle has a treatment for all of them.The incomparable Mrs. Piggle-Wiggle loves children good or bad and never scolds but has positive cures for Answer-Backers, Never-Want-to-Go-to-Bedders, and other boys and girls with strange habits. '[Now] in paperback . . . for a new generation of children to enjoy.' -- San Francisco Examiner Chronicle.",128,51,296 follower,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Chapter Books', 'Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Chapter Books', 'Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Humor', 'Chapter Books']","1,614 review","25,314 (46%)","16,206 (29%)","9,298 (17%)","2,064 (3%)","1,140 (2%)"
The lost ones,Samuel Beckett,3.82,420 rating,"December 1, 1970"," English, French (translation)","PaperbackFirst published December 1, 1970",705,"5,808 follower","['Fiction', 'Literature', 'Theatre', 'Short Stories', 'France', 'Ireland', 'Novels']",59 review,136 (32%),137 (32%),93 (22%),42 (10%),12 (2%)
Sharpe's Battle,Bernard Cornwell,4.19,"9,445 rating","January 1, 1995","Richard Sharpe and the Battle of Fuentes de Onoro, May 1811 In the spring of 1811, while quartered in the crumbling Portuguese fort of San Isidro, Richard Sharpe and his men are attacked by an elite French unit commanded by the formidable Brigadier Loup, and suffer heavy losses. Sharpe has already clashed once with Loup, and the Frenchman has sworn to have his revenge. After the attack, Sharpe is faced with the ruin of his career and reputation, as the army's high command tries to blame him for the disaster. With thousands of French troops massing at a tiny village nearby, Sharpe's only hope is to redeem himself on the battlefield. To save his honour, Sharpe must lead his men to glory in the narrow streets of Fuentes de Onoro. The Complete Sharpe Collection with a new introduction by the author",366,433,17.2k follower,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure', 'Military Fiction', 'Action']",197 review,"3,650 (38%)","4,111 (43%)","1,544 (16%)",122 (1%),18 (<1%)
The Unabridged Journals of Sylvia Plath,Sylvia Plath,4.25,"22,539 rating","April 1, 2000","First U.S. PublicationA major literary event--the complete, uncensored journals of Sylvia Plath, published in their entirety for the first time.Sylvia Plath's journals were originally published in 1982 in a heavily abridged version authorized by Plath's husband, Ted Hughes. This new edition is an exact and complete transcription of the diaries Plath kept during the last twelve years of her life. Sixty percent of the book is material that has never before been made public, more fully revealing the intensity of the poet's personal and literary struggles, and providing fresh insight into both her frequent desperation and the bravery with which she faced down her demons. The complete Journals of Sylvia Plath is essential reading for all who have been moved and fascinated by Plath's life and work.",732,270,22.6k follower,"['Nonfiction', 'Poetry', 'Classics', 'Memoir', 'Biography', 'Mental Health', 'Biography Memoir', 'Nonfiction', 'Poetry', 'Classics', 'Memoir', 'Biography', 'Mental Health', 'Biography Memoir', 'Nonfiction', 'Poetry', 'Classics', 'Memoir', 'Biography', 'Mental Health', 'Biography Memoir']","1,182 review","11,338 (50%)","7,087 (31%)","2,918 (12%)",735 (3%),461 (2%)
Crowfoot: Chief of the Blackfeet,Hugh A. Dempsey,3.70,30 rating,"May 1, 1972","Crowfoot, a Blood Indian who became chief of the Blackfoot Nation, was a great warrior and peacemaker during the time of settlement of the Canadian West. In one shattering decade, from 1875 to 1885, the great buffalo herds disappeared from Western Canada, forcing the Plains Indians who had depended on them for food, shelter, and clothing, to change their way of life. Crowfoot became a leader by merit, establishing his leadership in battle. He survived smallpox epidemics, fought in 19 battles, and provided generous leadership, sharing his wealth with the less successful. ""Crowfoot"" tells the story of how one Canadian First Nation was led through years of cataclysmic change by a wise chief, a great warrior, a diplomat and peacemaker who viewed peace as the key to survival.",226,39,5 follower,"['History', 'Biography', 'Nonfiction']",4 review,6 (20%),13 (43%),8 (26%),2 (6%),1 (3%)
Thomas' Snowsuit,Robert Munsch,4.10,"3,814 rating","January 1, 1985","Thomas refuses to wear his new snowsuit despite the pleas of his mother, his teacher, and even his principal.",24,259,"1,361 follower","['Picture Books', 'Childrens', 'Fiction', 'Canada', 'Humor', 'Kids', 'Storytime', 'Picture Books', 'Childrens', 'Fiction', 'Canada', 'Humor', 'Kids', 'Storytime', 'Picture Books', 'Childrens', 'Fiction', 'Canada', 'Humor', 'Kids', 'Storytime']",175 review,"1,636 (42%)","1,215 (31%)",737 (19%),153 (4%),73 (1%)
Little Boxes of Bewilderment: Suspense Comedies,Jack Ritchie,4.38,24 rating,"January 1, 1989",,"HardcoverFirst published January 1, 1989",208,14 follower,"['Short Stories', 'Humor', 'Short Stories', 'Humor', 'Short Stories', 'Humor']",5 review,14 (58%),7 (29%),2 (8%),0 (0%),1 (4%)
