title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",Anne Rice,4.30,"13,932 rating","January 1, 1989","The ornate, casket-like packaging and neogothic graphic design of this immortal trilogy is eerily enticing on its own. But just lift the lid, slide the first tape from its ghostly sleeve, and you'll soon embrace the hypnotic realm of the undead.Book 1, Interview with the Vampire, opens with the seductive purr of F. Murray Abraham (Amadeus) stating, ""I was a 25-year-old man when I became a vampire, and the year was 1791."" And so our ultimate antihero, Louis, begins the elaborate retelling of his long, tortured life as a vampire. Winding through the ages, from New Orleans to Paris, we follow Louis and his undying mentor, Lestat, as they feed on humans, whet their carnal appetites, and uncover an underworld of vampire brethren.Interview with the Vampire, read by F.Murray AbrahamRunning time: 3 hours on 2 Audio Cassettes-----------------------------------------------Book 2, The Vampire Lestat, brings us up to date, with Lestat waking from his earthen slumber to join the ranks of rock superstardom before sitting down to share the tale of his own haunting initiation into the vampire world. Michael York (Cabaret) puts his wonderfully fluid, cosmopolitan voice to good use, adding a dash of sly humor to this fast-paced, satisfying blend of sex and blood and rock and roll.The Vampire Lestat, read by Michael York Running time: 3 hours on 2 Audio Cassettes-----------------------------------------------Book 3, The Queen of the Damned, takes us back, all the way back to ancient Egypt, exposing the origins of the vampire way. Narrating in eerily serene and gracious tones, Kate Nelligan (The Prince of Tides) leads us gently down this bloody path of immortal desires. David Purdham gives the voice of Lestat a wistful quality, tinged with an evil relish that exposes the master vampire's sanguine tastes.Queen of the Damned, read by Kate Nelligan and David PurdhamRunning time: 3 hours on 2 Audio Cassettes-----------------------------------------------Anne Rice has continued her Vampire Chronicles beyond these three novels, but that shouldn't make this collection any less tempting to either the undead initiate or certified vampire junkie. --George LaneyTotal: 6 Audio Cassettes / 9 hours~",9,434,25.3k follower,"['Horror', 'Fiction', 'Fantasy', 'Vampires', 'Classics', 'Paranormal', 'Urban Fantasy', 'Horror', 'Fiction', 'Fantasy', 'Vampires', 'Classics', 'Paranormal', 'Urban Fantasy', 'Horror', 'Fiction', 'Fantasy', 'Vampires', 'Classics', 'Paranormal', 'Urban Fantasy', 'Horror', 'Fiction', 'Fantasy', 'Vampires', 'Classics', 'Paranormal', 'Urban Fantasy', 'Horror', 'Fiction', 'Fantasy', 'Vampires', 'Classics', 'Paranormal', 'Urban Fantasy']",251 review,"7,454 (53%)","4,065 (29%)","1,782 (12%)",414 (2%),217 (1%)
Conversation in the Cathedral,Mario Vargas Llosa,4.36,"9,399 rating","January 1, 1969","A haunting tale of power, corruption, and the complex search for identity, Conversation in The Cathedral takes place in 1950s Peru during the dictatorship of Manuel Apolinario Odría Amoretti. Over beers and a sea of freely spoken words, the conversation flows between two individuals, Santiago and Ambrosia, who talk of their tormented lives and of the overall degradation and frustration that has slowly taken over their town. Through a complicated web of secrets and historical references, Mario Vargas Llosa analyzes the mental and moral mechanisms that govern power and the people behind it. More than a historic analysis, Conversation in The Cathedral is a groundbreaking novel that tackles identity as well as the role of a citizen and how a lack of personal freedom can forever scar a people and a nation.",608,474,"8,163 follower","['Fiction', 'Literature', 'Classics', 'Latin American', 'Novels', 'Latin American Literature', 'Nobel Prize', 'Fiction', 'Literature', 'Classics', 'Latin American', 'Novels', 'Latin American Literature', 'Nobel Prize', 'Fiction', 'Literature', 'Classics', 'Latin American', 'Novels', 'Latin American Literature', 'Nobel Prize']",802 review,"5,240 (55%)","2,755 (29%)","1,053 (11%)",250 (2%),101 (1%)
Emily Climbs,L.M. Montgomery,4.17,"23,878 rating","July 1, 1925","Emily Starr was born with the desire to write. As an orphan living on New Moon Farm, writing helped her face the difficult, lonely times. But now all her friends are going away to high school in nearby Shrewsbury, and her old-fashioned, tyrannical aunt Elizabeth will only let her go if she promises to stop writing! All the same, this is the first step in Emily's climb to success. Once in town, Emily's activities set the Shrewsbury gossips buzzing. But Emily and her friends are confident—Ilse's a born actress, Teddy's set to be a great artist, and roguish Perry has the makings of a brilliant lawyer. When Emily has her poems published and writes for the town newspaper, success seems to be on its way—and with it the first whispers of romance. Then Emily is offered a fabulous opportunity, and she must decide if she wants to change her life forever.",325,"2,111",11.5k follower,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Romance']",962 review,"10,135 (42%)","8,686 (36%)","4,190 (17%)",676 (2%),191 (<1%)
Deadeye Dick,Kurt Vonnegut Jr.,3.83,"28,809 rating","January 1, 1982","Deadeye Dick is Kurt Vonnegut’s funny, chillingly satirical look at the death of innocence. Amid a true Vonnegutian host of horrors—a double murder, a fatal dose of radioactivity, a decapitation, an annihilation of a city by a neutron bomb—Rudy Waltz, aka Deadeye Dick, takes us along on a zany search for absolution and happiness. Here is a tale of crime and punishment that makes us rethink what we believe . . . and who we say we are.",271,530,33.4k follower,"['Fiction', 'Classics', 'Humor', 'Literature', 'Science Fiction', 'Novels', 'American']","1,181 review","6,542 (22%)","12,456 (43%)","8,349 (28%)","1,300 (4%)",162 (<1%)
City,Clifford D. Simak,4.08,"17,349 rating","May 1, 1944","Simak's ""City"" is a series of connected stories, a series of legends, myths, and campfire stories told by Dogs about the end of human civilization, centering on the Webster family, who, among their other accomplishments, designed the ships that took Men to the stars and gave Dogs the gift of speech and robots to be their hands.Contents:· City · May 1944 · Huddling Place · Jul 1944 · Census · Sep 1944 · Desertion · Nov 1944 · Paradise · Jun 1946 · Hobbies · Nov 1946 · Aesop · Dec 1947 · The Simple Way [The Trouble with Ants] · Jan 1951.",251,913,955 follower,"['Science Fiction', 'Fiction', 'Short Stories', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Speculative Fiction']","1,188 review","6,993 (40%)","6,100 (35%)","3,191 (18%)",776 (4%),289 (1%)
The Varieties of Religious Experience,William  James,4.01,"12,094 rating","January 1, 1902","""I am neither a theologian, nor a scholar learned in the history of religions, nor an anthropologist. Psychology is the only branch of learning in which I am particularly versed. To the psychologist the religious propensities of man must be at least as interesting as any other of the facts pertaining to his mental constitution. It would seem, therefore, as a psychologist, the natural thing for me would be to invite you to a descriptive survey of those religious propensities."" When William James went to the University of Edinburgh in 1901 to deliver a series of lectures on ""natural religion,"" he defined religion as ""the feelings, acts, and experiences of individual men in their solitude, so far as they apprehend themselves to stand in relation to whatever they may consider the divine."" Considering religion, then, not as it is defined by--or takes place in--the churches, but as it is felt in everyday life, he undertook a project that, upon completion, stands not only as one of the most important texts on psychology ever written, not only as a vitally serious contemplation of spirituality, but for many critics one of the best works of nonfiction written in the 20th century. Reading The Varieties of Religious Experience, it is easy to see why. Applying his analytic clarity to religious accounts from a variety of sources, James elaborates a pluralistic framework in which ""the divine can mean no single quality, it must mean a group of qualities, by being champions of which in alternation, different men may all find worthy missions."" It's an intellectual call for serious religious tolerance — indeed, respect — the vitality of which has not diminished through the subsequent decades.",519,410,"1,207 follower","['Philosophy', 'Religion', 'Psychology', 'Nonfiction', 'Spirituality', 'Classics', 'Theology']",595 review,"4,776 (39%)","4,071 (33%)","2,197 (18%)",644 (5%),406 (3%)
A Darkness At Sethanon,Raymond E. Feist,4.19,"66,969 rating","February 7, 1986","A Darkness at Sethanon is the stunning climax to Raymond E. Feist's brilliant epic fantasy trilogy, the Riftwar Saga. Here be dragons and sorcery, swordplay, quests, pursuits, intrigues, stratagems, journeys to the darkest realms of the dead and titanic battles between the forces of good and darkest evil. Here is the final dramatic confrontation between Arutha and Murmandamus - and the perilous quest of Pug the magician and Tomas the warrior for Macros the Black. A Darkness at Sethanon is heroic fantasy of the highest excitement and on the grandest scale, a magnificent conclusion to one of the great fantasy sagas of our time.",527,330,"8,427 follower","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']",983 review,"28,489 (42%)","25,596 (38%)","10,767 (16%)","1,597 (2%)",520 (<1%)
Stellaluna,Janell Cannon,4.27,"117,695 rating","April 30, 1993","Stellaluna is the tender story of a lost young bat who finally finds her way safely home to her mother and friends. This award-winning book by Janell Cannon has sold over 500,000 copies and was on the bestseller list for more than two years.",46,14,153 follower,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Family', 'Fantasy', 'Classics']","1,836 review","63,098 (53%)","30,920 (26%)","17,523 (14%)","4,262 (3%)","1,892 (1%)"
Dragonquest,Anne McCaffrey,4.09,"49,732 rating","May 1, 1971","Another Turn, and the deadly silver Threads began falling again. So the bold dragonriders took to the air once more and their magnificent flying dragons swirled and swooped, belching flames that destroyed the shimmering strands before they reach the ground.But F'lar knew he had to find a better way to protect his beloved Pern, and he had to find it before the rebellious Oldtimers could breed anymore dissent... before his brother F'nor would be foolhardy enough to launch another suicide mission... and before those dratted fire-lizards could stir up any more trouble!",350,568,"7,225 follower","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'Adventure']","1,076 review","19,186 (38%)","18,711 (37%)","9,694 (19%)","1,638 (3%)",503 (1%)
The Demolished Man,Alfred Bester,3.97,"31,798 rating","March 1, 1953","In a world in which the police have telepathic powers, how do you get away with murder?Ben Reichs heads a huge 24th century business empire, spanning the solar system. He is also an obsessed, driven man determined to murder a rival. To avoid capture, in a society where murderers can be detected even before they commit their crime, is the greatest challenge of his life.",250,362,858 follower,"['Science Fiction', 'Fiction', 'Classics', 'Mystery', 'Hugo Awards', 'Science Fiction Fantasy', 'Crime']","1,629 review","10,701 (33%)","12,201 (38%)","6,702 (21%)","1,694 (5%)",500 (1%)
