title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
"I Love You, Blue Kangaroo!",Emma Chichester Clark,4.19,562 rating,"August 20, 1998","When Blue Kangaroo feels misplaced by Lily's new toys, he wonders if she would even notice if he were gone? A heartwarming and comforting tale of sibling rivalry, loyalty, and lasting love, I Love You Blue Kangaroo is a Child Magazine Best Kids' Book of the Year.",32,221,52 follower,"['Picture Books', 'Childrens', 'Love', 'Animals', 'Fiction', 'Storytime', 'Family']",58 review,263 (46%),167 (29%),113 (20%),16 (2%),3 (<1%)
A Short History of Decay,Emil M. Cioran,4.21,"4,856 rating","January 1, 1949","""In the fact of being born there is such an absence of necessity that when you think about it a little more than usual you are left... with a foolish grin"" -E.M. CioranE.M. Cioran confronts the place of today's world in the context of human history. He focuses on such major issues of the twentieth century as human progress, fanaticism, and science.",186,169,"3,827 follower","['Philosophy', 'Nonfiction', 'Essays', 'History', 'France', 'Romania', 'Romanian Literature', 'Philosophy', 'Nonfiction', 'Essays', 'History', 'France', 'Romania', 'Romanian Literature', 'Philosophy', 'Nonfiction', 'Essays', 'History', 'France', 'Romania', 'Romanian Literature']",427 review,"2,305 (47%)","1,595 (32%)",682 (14%),203 (4%),71 (1%)
Burning Your Boats: The Collected Short Stories,Angela Carter,4.29,"2,726 rating","January 1, 1995","One of our most imaginative and accomplished writers, Angela Carter left behind a dazzling array of work: essays, citicism, and fiction. But it is in her short stories that her extraordinary talents—as a fabulist, feminist, social critic, and weaver of tales—are most penetratingly evident. This volume presents Carter's considerable legacy of short fiction gathered from published books, and includes early and previously unpublished stories. From reflections on jazz and Japan, through vigorous refashionings of classic folklore and fairy tales, to stunning snapshots of modern life in all its tawdry glory, we are able to chart the evolution of Carter's marvelous, magical vision.",462,187,"3,375 follower","['Short Stories', 'Fiction', 'Fantasy', 'Horror', 'Magical Realism', 'Fairy Tales', 'Gothic', 'Short Stories', 'Fiction', 'Fantasy', 'Horror', 'Magical Realism', 'Fairy Tales', 'Gothic', 'Short Stories', 'Fiction', 'Fantasy', 'Horror', 'Magical Realism', 'Fairy Tales', 'Gothic']",226 review,"1,355 (49%)",942 (34%),324 (11%),77 (2%),28 (1%)
"Three Bedrooms, One Corpse",Charlaine Harris,3.81,"20,568 rating","March 23, 1994","Deciding if she wants to go into real estate becomes a life-or-death choice for Aurora ""Roe"" Teagarden. A naked corpse is discovered at her first house showing. And when a second body is found in another house for sale, it becomes obvious that there is a very cool killer at large in Lawrenceton, one who knows a great deal about real estate-and maybe too much about Roe.",256,278,35.8k follower,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Romance', 'Mystery Thriller', 'Audiobook']",966 review,"5,021 (24%)","7,922 (38%)","6,541 (31%)",942 (4%),142 (<1%)
The Locked Room,Paul Auster,3.88,"5,329 rating","January 1, 1986","When Fanshawe disappears, leaving behind a wife, a baby and an extraordinary cache of novels, plays and poems, his boyhood friend is lured obsessively into the life that Fanshawe left behind.",179,249,10.9k follower,"['Fiction', 'Mystery', 'Literature', 'American', '20th Century', 'Novels', 'New York']",345 review,"1,421 (26%)","2,292 (43%)","1,249 (23%)",295 (5%),72 (1%)
The Prophetic Imagination,Walter Brueggemann,4.33,"4,275 rating","January 1, 1978","In this challenging and enlightening treatment, Brueggemann traces the lines from the radical vision of Moses to the solidification of royal power in Solomon to the prophetic critique of that power with a new vision of freedom in the prophets. Here he traces the broad sweep from Exodus to Kings to Jeremiah to Jesus. He highlights that the prophetic vision and not only embraces the pain of the people but creates an energy and amazement based on the new thing that God is doing.",151,300,501 follower,"['Theology', 'Religion', 'Nonfiction', 'Christian', 'Spirituality', 'Christianity', 'Faith']",272 review,"2,244 (52%)","1,397 (32%)",476 (11%),108 (2%),50 (1%)
Black Hearts in Battersea,Joan Aiken,4.14,"4,407 rating","January 1, 1964","Simon, the foundling from The Wolves of Willoughby Chase, arrives in London to meet an old friend and pursue the study of painting. Instead he finds himself unwittingly in the middle of a wicked crew's fiendish caper to overthrow the good King James and the Duke and Duchess of Battersea. With the help of his friend Sophie and the resourceful waif Dido, Simon narrowly escapes a series of madcap close calls and dangerous run-ins. In a time and place where villains do nothing halfway, Simon is faced with wild wolves, poisoned pies, kidnapping, and a wrecked ship. This is a cleverly contrived tale of intrigue and misadventure.",240,365,564 follower,"['Childrens', 'Fantasy', 'Fiction', 'Historical Fiction', 'Adventure', 'Young Adult', 'Middle Grade']",241 review,"1,808 (41%)","1,642 (37%)",772 (17%),132 (2%),53 (1%)
Coleridge: Early Visions 1772-1804,Richard  Holmes,4.44,393 rating,"May 23, 1990","Winner of the 1989 Whitbread Prize for Book of the Year, this is the first volume of Holmes's seminal two-part examination of Samuel Taylor Coleridge, one of Britain's greatest poets. Early Visions is the first part of Holmes's classic biography of Coleridge that forever transformed our view of the poet of 'Kubla Khan' and his place in the Romantic Movement. Dismissed by much recent scholarship as an opium addict, plagiarist, political apostate and mystic charlatan, Richard Holmes's Coleridge leaps out of the page as a brilliant, animated and endlessly provoking figure who invades the imagination. This is an act of biographical recreation which brings back to life Coleridge's poetry and encyclopaedic thought, his creative energy and physical presence. He is vivid and unexpected. Holmes draws the reader into the labyrinthine complications of his subject's personality and literary power, and faces us with profound questions about the nature of creativity, the relations between sexuality and friendship, the shifting grounds of political and religious belief.",409,31,212 follower,"['Biography', 'Nonfiction', 'Poetry', 'History', 'Romanticism', 'Literature', '19th Century']",39 review,229 (58%),115 (29%),40 (10%),9 (2%),0 (0%)
"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",Robert Kapilow,4.47,"129,577 rating","January 1, 1996","Note: This book is for the Musical Study Score. For the original Dr. Seuss story, see: Green Eggs with Ham (1988).A children's classic, now available in this version for Soprano, Boy Soprano and Full Orchestra.Duration: ca. 18 minutes.Also available for:- Chamber Ensemble (Score #50482454)- Vocal Score (Score #50482453)",96,4,9 follower,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Fantasy', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Fantasy', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Fantasy']",392 review,"84,489 (65%)","26,776 (20%)","14,075 (10%)","2,854 (2%)","1,383 (1%)"
Csardas,Diane Pearson,4.18,"1,048 rating","January 1, 1975","The csardas is a dance that symbolizes the vibrant spirit, the love of life of a proud people. And Csardas is a deftly plotted saga of great power, beauty, and historical authenticity that follows the changing fortunes of three aristocratic European families--spanning two world wars and four countries, and brimming with richly drawn, unforgettable characters. Trying to found a dynasty against the inflexible caste system of the crumbling Austro-Hungarian Empire, stern Jewish banker Zsignmond Ferenc had married Marta Bogozy, a gay, charming woman of noble birth. Their daughters, ""The two enchanting Ferenc sisters,"" Malie and Eva, are the most sought-after young women in their small society. Little do they realize that their secure world of privilege is soon to be consumed in the holocaust of the First World War and subsequent events.Masterfully, Diane Pearson interweaves the story of Malie and Eva with the lives of the other Ferencs, their relatives, and the history of the troubled times--the socialist, fascist, and finally communist regimes; the scattering of the family and its struggle simply to survive; and the joyous reunion after World War II of those who do.This is a superbly written, poignant epic of war and peace--the brave, dignified, and sometimes cruel story of living, breathing characters whose hopes, failures, and triumphs will entrance readers everywhere.",576,29,24 follower,"['Historical Fiction', 'Hungary', 'Fiction', 'Historical', 'Romance', 'Historical Romance', 'World War II']",109 review,480 (45%),347 (33%),165 (15%),40 (3%),16 (1%)
