title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
A Morte Melancólica do Rapaz Ostra & Outras Estórias,Tim Burton,4.12,"39,647 rating","January 1, 1997","Depois do sucesso no cinema, o realizador Tim Burton apresenta-nos A Morte Melancólica do Rapaz Ostra, que reúne 23 histórias para miúdos e graúdos, em que as personagens são heróis especiais, sem super- -poderes, meros sobreviventes num mundo sem amor. Construídas com um humor sinistro, estas histórias são profusamente ilustradas por belíssimas gravuras que retratam de forma exempla",125,73,"1,955 follower","['Fiction', 'Short Stories', 'Fantasy', 'Humor', 'Horror', 'Art', 'Graphic Novels', 'Fiction', 'Short Stories', 'Fantasy', 'Humor', 'Horror', 'Art', 'Graphic Novels', 'Fiction', 'Short Stories', 'Fantasy', 'Humor', 'Horror', 'Art', 'Graphic Novels']","2,896 review","16,845 (42%)","13,375 (33%)","7,240 (18%)","1,669 (4%)",518 (1%)
La reina estrangulada,Maurice Druon,4.16,"11,040 rating","January 1, 1955","La saga de Los reyes malditos, obra cumbre de Maurice Druon, en una edición especial en formato Maxi tapa dura. En el plazo de un año fallecen Felipe IV el Hermoso, el papa Clemente V y Guillermo de Nogaret. A Felipe el Hermoso le sucede en el trono de Francia Luis X, príncipe de débil carácter y pobre inteligencia. Las rivalidades, intrigas y conspiraciones llevan a la corte, a los prelados, a los jueces, a los banqueros y hasta al propio rey a una situación desesperada. Todo ello será preámbulo de un crimen…",230,109,690 follower,"['Historical Fiction', 'Fiction', 'Historical', 'France', 'Medieval', 'Classics', 'Fantasy']",614 review,"4,112 (37%)","4,863 (44%)","1,840 (16%)",192 (1%),33 (<1%)
Rabbit-Proof Fence,Doris Pilkington,3.69,"7,484 rating","January 1, 1996","The remarkable true story of three young girls who cross the harsh Australian desert on foot to return to their home. Following an Australian government edict in 1931, black aboriginal children and children of mixed marriages were gathered up by whites and taken to settlements to be assimilated. In Rabbit-Proof Fence, award-winning author Doris Pilkington traces the captivating story of her mother, Molly, one of three young girls uprooted from her community in Southwestern Australia and taken to the Moore River Native Settlement. At the settlement, Milly and her relatives Gracie and Daisy were forbidden to speak their native language, forced to abandon their aboriginal heritage, and taught to be culturally white. After regular stays in solitary confinement, the three girls scared and homesick planned and executed a daring escape from the grim camp, with its harsh life of padlocks, barred windows, and hard cold beds.The girls headed for the nearby rabbit-proof fence that stretched over 1,000 miles through the desert toward their home. Their journey lasted over a month, and they survived on everything from emus to feral cats, while narrowly avoiding the police, professional trackers, and hostile white settlers. Their story is a truly moving tale of defiance and resilience.About the author: Doris Pilkington is also the author of Caprice: A Stockman's Daughter. Rabbit-Proof Fence, her second book, is now a major motion picture from Miramax Films, directed by Phillip Noyce and starring Kenneth Branagh.",135,10,39 follower,"['Nonfiction', 'Australia', 'History', 'Biography', 'Historical', 'Memoir', 'Biography Memoir']",831 review,"1,750 (23%)","2,673 (35%)","2,244 (29%)",647 (8%),170 (2%)
The Celtic Book of Days: A Daily Guide to Celtic Spirituality and Wisdom,Caitlín Matthews,3.67,82 rating,"January 1, 1995","In Celtic tradition, spirituality is woven into and through the rhythms of daily life. Because the way we observe the unfolding year shapes the way we live, many have adopted the Celtic calendar--strongly linked to natural elements and the seasons--as a means of personal and spiritual discovery.The diverse writings and vibrant illustrations in this book have been carefully chosen to inspire daily reflection. Each month opens with a full-page Â  the daily entries are drawn from Celtic myth, poetry, prayers, and customs.Author Caitlin Matthews highlights the unique characteristics of each of the four Celtic festivals and the four magical gates of the Samhain (ancestral communion and introspection); Imbolc (beginnings and primal innocence); Beltane (creative and powerful expression); and Lughnasadh (maturity and consolidation).Material from many eras of Celtic history is included to present both pagan and Christian streams of Celtic spirituality.Â The author has created new translations for many of the entries, including some material from rare and previously unpublished works. Throughout the book, full color art, ranging from illuminated pages from the Book of Kells to modern illustrations, highlight the text.Â",128,143,174 follower,"['Nonfiction', 'Paganism', 'Spirituality', 'Mythology', 'Ireland', 'Folklore', 'History']",12 review,17 (20%),33 (40%),22 (26%),8 (9%),2 (2%)
Ο άνθρωπος που έγινε Θεός,Gerald Messadié,4.06,291 rating,"January 1, 1988","Ένας συγγραφέας μελετώντας τα Κανονικά Ευαγγέλια με μεγάλη του έκπληξη ανακαλύπτει κενά, αντιφάσεις και ιστορικές αναλήθειες.Αναζητά περισσότερες πληροφορίες στα αποκαλούμενα Απόκρυφα.Ανακαλύπτει το Ευαγγέλιο του Θωμά και χάνεται μέσα στα μυστικά των Χειρογράφων της Νεκράς Θαλάσσης.Μετά από συνεχή μελέτη και αναζήτηση της αλήθειας ανακαλύπτει την ιστορία του Ιησού όπως δεν είχε γραφτεί ποτέ και πουθενά.Αποφασίζει ο ίδιος να δώσει την αλήθεια στο φως.Πού πέρασε ο Ιησούς τα νεανικά του χρόνια;Γιατί η παιδεία του μοιάζει τόσο πολύ μ' αυτή των Εσσαίων;Γιατί δεν αναφέρεται πουθενά τίποτε γι' αυτούς;Γιατί το Σανχεντρίν τον καταδίκασε σε θάνατο;Και γιατί -σκάνδαλο μέγα!- δύο αρχιερείς του Σανχεντρίν που τον καταδίκασε σε θάνατο πηγαίνουν στον Πιλάτο για να ζητήσουν το πτώμα του;Σ' αυτά αλλά και σε πολλά άλλα ερωτήματα απαντά ο Ζεράρ Μεσαντιέ μέσα από μια γλαφυρή αφήγηση. ΤΑ ΧΡΟΝΙΑ ΤΗΣ ΑΦΑΝΕΙΑΣΕν αρχήΈνα γεύμα με τον ΗρώδηΟ υιός ενός υιούΑλεξάνδρειαΑυτοί που έτρωγαν ακρίδες στις όχθες της Νεκράς ΘαλάσσηςΟ αντίλαλος ενός βασιλικού θανάτουΠέρασμα στη ΝαζαρέτΗ πρώτη επίσκεψη στο ΝαόΣυζήτηση ανάμεσα σε δυο Έλληνες στην ΙερουσαλήμΣυνάντηση με τους νομοδιδάσκαλουςΈνας ακόμη διάλογος ανάμεσα στους δυο Έλληνες, αλλά τούτη τη φορά πάνω σε πλοίοΕπισκέπτες της νύχτας, επισκέπτες της ημέραςΓιοχαναάνΟ θάνατος ενός ξυλουργούΣυνάντηση με ένα μάγοΣεπφίραΣοφίαΤι είπε ο ληστήςΑυτοί που περίμεναν το τέλοςΗ δίκη των τρεμουλιάρηδωνΜια ιδέα του ΤιβέριουΜονομαχία στην ΑντιόχειαΤΑ ΧΡΟΝΙΑ ΤΗΣ ΔΡΑΣΗΣΑυτό στο οποίο πίστευε ο ΓιοχαναάνΣπόρος στον άνεμοΜια Πυθία στη ΣεβάστειαΜεσσίας παρά τη θέλησή τουΈνας πολύ μπερδεμένος ραβίνοςΚι άλλοι ραβίνοι ανησυχούν. Θαύμα στην ΚανάΣυζήτηση σε ένα καπηλειόΟι δεκατέσσεριςΜια θυμωμένη πριγκίπισσα και φήμες στην ΙερουσαλήμΤο μαστίγιο του ζωεμπόρου και η παρεξήγησηΗ ανθρώπινη ρομφαίαΠροφήτης στον τόπο τουΓράφουν για τη φωτιάΟ Ιησούς δίνει οδηγίες στους μαθητέςΟι προσήλυτοιΆννας ο ρεαλιστήςΓοητείαΗ καταιγίδαΤρεις συνωμοσίες στο παλάτιΟ άρτος και η σάρκαΈνας όμηρος ονόματι ΙούδαςΟι μαθητές πηγαίνουν κι έρχονταιΤο βράδυ της 11ης Απριλίου, στην Ιερουσαλήμ το έτος 34Το πρωινό και το απόγευμα της 12ης ΑπριλίουΑπό το μεσημέρι ως τα μεσάνυχταΗ αρχή του τέλουςΕπίλογος",730,122,29 follower,"['Religion', 'Historical Fiction', 'Fiction', 'French Literature', 'Historical', 'Roman', 'Religion', 'Historical Fiction', 'Fiction', 'French Literature', 'Historical', 'Roman', 'Religion', 'Historical Fiction', 'Fiction', 'French Literature', 'Historical', 'Roman']",21 review,108 (37%),118 (40%),44 (15%),17 (5%),4 (1%)
The Fiftieth Gate: A Journey Through Memory,Mark Raphael  Baker,3.08,526 rating,"March 26, 1997","′This gate here, I recognise it. Behind it is a steep slope, a hill, fields, grass. We would slide down it in winter.′ At last, an incontrovertible test through which my father′s memory might be vindicated. Two lone gates that appear to lead nowhere. ′Push,′ we scream, ′lift the latch and push.′ ′No. I remember too much now. No.′A love story and a detective story, a study of history and of memory, this spellbinding new work explores a son′s confrontation with the terror of his parents′ childhood.Moving from Poland and Germany to Jerusalem and Melbourne, Mark Raphael Baker travels across the silence of fifty years, through the gates of Auschwitz, and into a dark bunker where a little girl hides in fear. As he returns to scenes of his parents′ captivity, he struggles to unveil the mystery of their survival.The Fiftieth Gate is a journey from despair and death towards hope and life; the story of a son who enters his parents′ memories and, inside the darkness, finds light.",339,5,10 follower,"['Nonfiction', 'Biography', 'Holocaust', 'Jewish', 'War', 'Read For School', 'History']",57 review,66 (12%),121 (23%),181 (34%),105 (19%),53 (10%)
Watch for Me on the Mountain,Forrest Carter,4.24,552 rating,"April 1, 1976","The white man had burned their land, raped their women, and slaughtered their children.  He had made them a nation of slaves, and those he could not enslave, he promised to destroy.  The Apache had one hope: vengeance.Out of the scattered remnants of the Apache tribes rose a man whose cunning, ferocity, and genuis for warfare would make him their leader in a last tragic struggle for survival.  The Apache gave him their arms, their strength, and their absolute devotion.  The white man gave him his name: Geronimo!",305,11,356 follower,"['Fiction', 'Historical Fiction', 'Westerns', 'Novels', 'Historical']",53 review,251 (45%),203 (36%),82 (14%),12 (2%),4 (<1%)
From Bauhaus to Our House,Tom Wolfe,3.76,"3,858 rating","January 1, 1981","Tom Wolfe, ""America's most skillful satirist"" (The Atlantic Monthly), examines the strange saga of American architecture in this sequel to The Painted Word.",128,165,"2,732 follower","['Architecture', 'Nonfiction', 'Art', 'History', 'Design', 'Journalism', 'Criticism']",352 review,929 (24%),"1,500 (38%)","1,088 (28%)",267 (6%),74 (1%)
Oliver and Company,Walt Disney Company,3.84,182 rating,"January 1, 1988",Disney's Oliver and Company (Mouse Works Classic Storybook Collection),96,33.2k,"2,606 follower","['Picture Books', 'Childrens', 'Fiction', 'Animals']",9 review,64 (35%),48 (26%),52 (28%),13 (7%),5 (2%)
The Fires of Jubilee: Nat Turner's Fierce Rebellion,Stephen B. Oates,3.77,584 rating,"January 1, 1975","The bloody slave rebellion led by Nat Turner in Virginia in 1831 and the savage reprisals that followed shattered beyond repair the myth of the contented slave and the benign master, and intensified the forces of change that would plunge America into the bloodbath of the Civil War.Stephen B. Oates, the acclaimed biographer of Abraham Lincoln and Martin Luther King, Jr., presents a gripping and insightful account of the rebellion—the complex, gifted, and driven man who led it, the social conditions that produced it, and the legacy it left. A classic now newly reissued for the first time in more than twenty years, here is the dramatic re-creation of the turbulent period that marked a crucial turning point in America's history.",208,54,59 follower,"['History', 'Nonfiction', 'Civil War', 'American History', 'Biography', 'African American', 'American Civil War']",55 review,142 (24%),233 (39%),156 (26%),39 (6%),14 (2%)
