title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins,4.11,"9,198 rating","January 1, 1982","People commonly view evolution as a process of competition between individuals—known as “survival of the fittest”—with the individual representing the “unit of selection.” Richard Dawkins offers a controversial reinterpretation of that idea in The Extended Phenotype, now being reissued to coincide with the publication of the second edition of his highly-acclaimed The Selfish Gene. He proposes that we look at evolution as a battle between genes instead of between whole organisms. We can then view changes in phenotypes—the end products of genes, like eye color or leaf shape, which are usually considered to increase the fitness of an individual—as serving the evolutionary interests of genes.Dawkins makes a convincing case that considering one’s body, personality, and environment as a field of combat in a kind of “arms race” between genes fighting to express themselves on a strand of DNA can clarify and extend the idea of survival of the fittest. This influential and controversial book illuminates the complex world of genetics in an engaging, lively manner.",336,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Genetics', 'Popular Science', 'Philosophy']",20.1k follower,225 review,161,188 (2%),390 (4%),"1,545 (16%)","3,141 (34%)","3,934 (42%)"
Piecas dienas,Anšlavs Eglītis,4.31,51 rating,"January 1, 1976","""Piecas dienas"" ir viens no politiski asākajiem A.Eglīša romāniem. Tas ir nesaudzīgs ""padomju dzīves īstenības"" attēlojums, sākot ar Baigo gadu un deportācijām līdz pat laikam, ko varam saukt par ""mūsu dienām"".",334,[],31 follower,2 review,73,0 (0%),1 (1%),4 (7%),24 (47%),22 (43%)
Undlas Main Ajnabi / اندلس میں اجنبی,Mustansar Hussain Tarar,4.20,492 rating,"September 1, 1976",مستنصر حسین تارڑ کا سفرنامہ ہسپانیہ۔ اندلس کے ناسٹلجیا سے چھلکتا اور چھلکاتا ہوا۔,320,"['Travelogue', 'Travel', 'Nonfiction']",426 follower,33 review,156,17 (3%),18 (3%),66 (13%),141 (28%),250 (50%)
Animals,John Skipp,3.81,446 rating,"October 1, 1993","WILD THINGS. They've been with us forever—prowling the smoky roadhouse dives that are their watering holes and hunting grounds. Predators, lurking amidst the human herd.Changing shape at will. Lusting for blood and meat. They are gods in the wild. Gods in disguise. And they feed on the spark inside each of us.Syd was just another lonely working-class guy singing the steel-town blues. Then he met Nora. She's sensual. Erotic. Amoral. A creature of the night. And she's luring Syd across the line that few can cross—and fewer survive: the line that separates man from beast.",449,"['Horror', 'Werewolves', 'Fiction', 'Splatterpunk', 'Paranormal', 'Fantasy', 'Pulp', 'Horror', 'Werewolves', 'Fiction', 'Splatterpunk', 'Paranormal', 'Fantasy', 'Pulp', 'Horror', 'Werewolves', 'Fiction', 'Splatterpunk', 'Paranormal', 'Fantasy', 'Pulp']",264 follower,50 review,97,5 (1%),35 (7%),123 (27%),159 (35%),124 (27%)
"Shogun, Part 2",James Clavell,4.64,"5,457 rating","January 1, 1975","""...Шогун беше най-висшия ранг, който някой смъртен можеше да достигне в Япония. Шогун означаваше върховен военен диктатор. Само един от всички даймио можеше да притежава титлата и само негово императорско величество, божественият син на небето, живеещ в уединение в Киото заедно с императорското семейство, можеше да даде титлата.С назначаването си шогунът получаваше абсолютната власт: печата и правата на императора.Шогунът управляваше от името на императора.""""... Торанага се усмихна наум... А аз ще се сдобия с истински трофей в голямата игра, започнала в деня, когато тайко умря - шогуната. За това съм се борил цял живот, за това съм кроил планове цял живот. Аз и само аз съм наследник на тази империя. И ще стана шогун. И ще основа една династия. Вече всичко е възможно благодарение на Марико-сан и странния варварин, който се появи от източните морета. Марико-сан, твоята карма е била славно да умреш и вечно да живееш. Анджин-сан, приятелю мой, твоята карма е никога да е напуснеш тези земи. А моята карма е да стана шогун...""Джеймс Клавел (1924-1994) е един от стоте най-големи писатели на XX век според класацията на ""Модърн Лайбръри"". Романът му ""Шогун"" е част от така наречената азиатска сага заедно с ""Търговска къща"", ""Тай-пан"" и ""Цар плъх"".",623,"['Historical Fiction', 'Fiction', 'Classics', 'Japan', 'Historical', 'Adventure', 'Novels']","2,853 follower",121 review,173,12 (<1%),31 (<1%),302 (5%),"1,241 (22%)","3,871 (70%)"
Alice the Brave,Phyllis Reynolds Naylor,3.92,"1,786 rating","May 1, 1995","Every girl should grow up with Alice, and with this irresistible new look, a whole new generation will want to.Alice should be used to being in over her head by now, but really, she’s terrified of deep water. She’s managed to keep this a secret from even her best friends, Pamela and Elizabeth. But it will be beyond embarrassing if everyone finds out she’s afraid to come out of the shallow end. It’s sink or swim time—but maybe the bravery it takes to face her fears might splash over into the rest of Alice’s life.",176,"['Young Adult', 'Fiction', 'Contemporary', 'Childrens', 'Middle Grade', 'Banned Books', 'Realistic Fiction']",988 follower,80 review,224,13 (<1%),75 (4%),489 (27%),673 (37%),536 (30%)
Twelve Angry Men,Reginald Rose,4.07,"32,032 rating","January 1, 1954","A landmark American drama that inspired a classic film and a Broadway revival—featuring an introduction by David Mamet A blistering character study and an examination of the American melting pot and the judicial system that keeps it in check, Twelve Angry Men holds at its core a deeply patriotic faith in the U.S. legal system. The play centers on Juror Eight, who is at first the sole holdout in an 11-1 guilty vote. Eight sets his sights not on proving the other jurors wrong but rather on getting them to look at the situation in a clear-eyed way not affected by their personal prejudices or biases. Reginald Rose deliberately and carefully peels away the layers of artifice from the men and allows a fuller picture to form of them—and of America, at its best and worst.   After the critically acclaimed teleplay aired in 1954, this landmark American drama went on to become a cinematic masterpiece in 1957 starring Henry Fonda, for which Rose wrote the adaptation. More recently, Twelve Angry Men had a successful, and award-winning, run on Broadway.",96,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Read For School', 'Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Read For School', 'Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Read For School']",71 follower,"1,955 review",30,521 (1%),"1,446 (4%)","5,789 (18%)","11,890 (37%)","12,386 (38%)"
A Whisper of Wings,Paul Kidd,3.93,57 rating,"December 1, 1997","""A Whisper of Wings"" chronicles a time of spiritual crisis in the lives of a non-human race of hunter/gatherers known as the Kashra. As disaster looms over their stagnant and calcified culture, two Messiahs arise -- each one pure in their vision, yet tragically opposed. War and terror, hope and love, power and majesty vie in a conflict that will tear a people asunder and remake them again in the fires of conflict.",356,"['Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction Fantasy']",55 follower,4 review,73,1 (1%),6 (10%),13 (22%),13 (22%),24 (42%)
Rita Hayworth and Shawshank Redemption,Stephen King,4.51,"42,453 rating","August 27, 1982","Andy Dufresne, a banker, was convicted of killing his wife and her lover and sent to Shawshank Prison. He maintains his innocence over the decades he spends at Shawshank during which time he forms a friendship with ""Red"", a fellow inmate.Source: stephenking.com",181,"['Fiction', 'Short Stories', 'Horror', 'Thriller', 'Audiobook', 'Classics', 'Crime']",841k follower,"3,197 review","2,518",87 (<1%),431 (1%),"3,262 (7%)","12,831 (30%)","25,842 (60%)"
Summer of '49,David Halberstam,4.10,"9,390 rating","January 1, 1989","With incredible skill, passion, and insight, Pulitzer Prize–winningauthor David Halberstam returns us to a glorious time when the dreams of a now almost forgotten America rested on the crack of a bat.The year was 1949, and a war-weary nation turned from the battlefields to the ball fields in search of new heroes. It was a summer that marked the beginning of a sports rivalry unequaled in the annals of athletic competition. The awesome New York Yankees and the indomitable Boston Red Sox were fighting for supremacy of baseball's American League, and an aging Joe DiMaggio and a brash, headstrong hitting phenomenon named Ted Williams led their respective teams in a classic pennant duel of almost mythic proportions—one that would be decided in an explosive head-to-head confrontation on the last day of the season.",354,"['Sports', 'Baseball', 'Nonfiction', 'History', 'American History', 'Biography', 'Historical']",727 follower,340 review,108,217 (2%),295 (3%),"1,547 (16%)","3,570 (38%)","3,761 (40%)"
Fear is the Key,Alistair MacLean,3.95,"4,492 rating","January 1, 1961","A classic novel of ruthless revenge set in the steel jungle of an oil rig in the Gulf of Mexico – and on the sea bed below it. Now reissued in a new cover style.A sunken DC-3 lying on the Caribbean floor. Its cargo: ten million, two hundred and fifty thousand dollars in gold ingots, emeralds and uncut diamonds guarded by the remains of two men, one woman and a very small boy.The fortune was there for the taking, and ready to grab it were a blue-blooded oilman with his own offshore rig, a gangster so cold and independent that even the Mafia couldn’t do business with him and a psychopathic hired assassin.Against them stood one man, and those were his people, those skeletons in their watery coffin. His name was Talbot, and he would bury his dead – but only after he had avenged their murders.",372,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Suspense', 'Crime']","1,089 follower",150 review,334,24 (<1%),174 (3%),"1,162 (25%)","1,783 (39%)","1,349 (30%)"
The Wanting Seed,Anthony Burgess,3.73,"6,320 rating","January 1, 1962","Set in the near future,  The Wanting Seed  is a Malthusian comedy about the strange world overpopulation will produce. Tristram Foxe and his wife, Beatrice-Joanna, live in their skyscraper world where official family limitation glorifies homosexuality. Eventually, their world is transformed into a chaos of cannibalistic dining-clubs, fantastic fertility rituals, and wars without anger. It is a novel both extravagantly funny and grimly serious.",288,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'British Literature', 'Literature', 'Novels']","3,797 follower",431 review,290,164 (2%),521 (8%),"1,761 (27%)","2,287 (36%)","1,587 (25%)"
The Dream of a Common Language,Adrienne Rich,4.33,"6,324 rating","December 31, 1978","""The Dream of a Common Language explores the contours of a woman's heart and mind in language for everybody--language whose plainness, laughter, questions and nobility everyone can respond to. . . . No one is writing better or more needed verse than this.""--Boston Evening Globe",96,"['Poetry', 'Feminism', 'Queer', 'LGBT', 'Nonfiction', 'Classics', 'Womens']","1,357 follower",532 review,140,63 (<1%),154 (2%),774 (12%),"1,985 (31%)","3,348 (52%)"
गोदान [Godaan],Munshi Premchand,4.40,"8,442 rating","January 1, 1936","Premchand is the most famous Hindi novelist and Godaan is Premchand’s most celebrated novel. Economic and social conflict in a north Indian village are brilliantly captured in the story of Hori, a poor farmer and his family’s struggle for survival and self-respect. Hori does everything he can to fulfill his life’s desire: to own a cow, the peasant’s measure of wealth and well-being. Like many Hindus of his time, he believes that making the gift of a cow to a Brahman before he dies will help him achieve salvation. An engaging introduction to India before Independence, Godaan is at once village ethnography, moving human document and insightful colonial history.",352,"['Fiction', 'Classics', 'India', 'Indian Literature', 'Novels', 'Literature', 'Unfinished', 'Fiction', 'Classics', 'India', 'Indian Literature', 'Novels', 'Literature', 'Unfinished', 'Fiction', 'Classics', 'India', 'Indian Literature', 'Novels', 'Literature', 'Unfinished']",955 follower,511 review,641,147 (1%),166 (1%),749 (8%),"2,521 (29%)","4,859 (57%)"
