title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Η μητέρα του σκύλου,Pavlos Matesis,4.36,"1,813 rating","January 1, 1990","Μια γυναίκα τιμωρήθηκε. Το αποδέχεται. Και μετατρέπει μόνη της την τιμωρία σε ισόβια: την ""ακινησία"". Μια γυναίκα-""στάσις"". Και γύρω της η βουή και τα πάθη, να τα ριπίζει η τρέλα μεταμφιεσμένη σε αμέριμνο πουλί. Η κόρη της, ως επανάσταση για την τιμωρία, μεταμφιέζει με ψευδώνυμο την πόλη που αδίκησε τη μητέρα της, επιθέτει ψευδώνυμο και στον εαυτό της, βαφτίζεται ""Ραραού"" και καταφεύγουν πρόσφυγες στην πρωτεύουσα. Θύμα, και όχι ηρωίδα του βιβλίου αυτού, η Ραραού εγκαθίσταται στο Μελόδραμα και στο Κωμικό. Την ανάγκασαν να πιστέψει ότι δεν της επιτρέπεται να είναι τραγική, τα πάθη της δεν ανέρχονται σε επίπεδο μεγαλοπρέπειας. Τελικά, όμως, η Τραγωδία, έστω και με σπασμένη κόθορνο, την επισκέπτεται και τη μυρώνει. Γύρω στις δύο γυναίκες, θολή στο βάθος μια χώρα αδέσποτη. Και πρόσωπα πολλά, που πιστεύουν ότι ο κόσμος δημιουργήθηκε ως πρόσχημα για να γίνουν βιβλία τα δικά τους πάθη. Κατά τη διαδρομή του βιβλίου, οι λοιποί κάτοικοί του βαθμιαία ευτυχούν και εγκαταλείπουν ησυχασμένοι και το βιβλίο και τη Ραραού. Η χώρα παραμένει θολή και ακίνητη στο περιθώριο του βιβλίου. Το οποίο βιβλίο δεν αντέχει να παρακολουθήσει τη Ραραού ως το τέλος της: λιποταχτεί, την εγκαταλείπει να συνεχίσει μόνη της. Τελικώς, λάθος μου που την αποκάλεσα θύμα. Αφού άλλωστε μόνη της δηλώνει ευτυχής και επιτυχημένη. Δεν γνωρίζω τι απέγινε η Ραραού.Π. Μ.""Στη ""Μητέρα του σκύλου"", όπως ο Φώκνερ στη ""Βουή και το πάθος"", ο Μάτεσις δίνει το λόγο στους πτωχούς τω πνεύματι... έργο εξαιρετικά δυνατό...""(L. Farnoux, ""Le Monde"")""""Η μητέρα του σκύλου""... η ζωή εκρήγνυται σαν βόμβα... άπειρες είναι οι σκηνές που θα θυμόμαστε...""(C. Segre, ""Corriere Della Sera"") ~~~~~~~~~~~~~~~~~~~~~~~~~Η μητέρα του σκύλου του Παύλου Μάτεσι, κυκλοφόρησε από τις Εκδόσεις Καστανιώτη σε ειδική συλλεκτική έκδοση, σε αριθμημένα δερματόδετα αντίτυπα υπογεγραμμένα από τον συγγραφέα. Το έργο, που πρωτοκυκλοφόρησε το 1990 και παραμένει έκτοτε ένα από τα εκλεκτά μυθιστορήματα των Ελλήνων αλλά και των ξένων αναγνωστών, έχει πραγματοποιήσει ήδη στην Ελλάδα πενήντα εκδόσεις, έχει μεταφραστεί σε δεκατρείς γλώσσες και έχει αποσπάσει εύλογα την καθολική αναγνώριση του βιβλιοφιλικού κοινού. Πρόσφατα, μάλιστα, συγκαταλέχθηκε από τον λονδρέζικο εκδοτικό οίκο Quintet Publishing στα 1001 βιβλία της παγκόσμιας λογοτεχνίας τα οποία οφείλει να έχει διαβάσει κάθε άνθρωπος μέχρι το τέλος της ζωής του (στον τόμο 1001 Books You Must Read Before You Die).",254,"['Fiction', 'Greece', 'Historical Fiction', '20th Century', 'Literature', 'Classics', 'War', 'Fiction', 'Greece', 'Historical Fiction', '20th Century', 'Literature', 'Classics', 'War', 'Fiction', 'Greece', 'Historical Fiction', '20th Century', 'Literature', 'Classics', 'War']",49 follower,206 review,21,3 (<1%),46 (2%),203 (11%),604 (33%),957 (52%)
That Summer,Sarah Dessen,3.46,"56,651 rating","January 1, 1996","For fifteen-year-old Haven, life is changing too quickly. She's nearly six feet tall, her father is getting remarried, and her sister—the always perfect Ashley—is planning a wedding of her own. Haven wishes things could just go back to the way they were. Then an old boyfriend of Ashley's reenters the picture, and through him, Haven sees the past for what it really was, and comes to grips with the future.",208,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen']",46.4k follower,"3,063 review",74,"2,278 (4%)","8,049 (14%)","19,603 (34%)","14,535 (25%)","12,186 (21%)"
A Place to Call Home,Deborah  Smith,4.06,"3,072 rating","January 1, 1997","Twenty years ago, Claire Maloney was the willful, pampered, tomboyish daughter of the town's most respected family, but that didn't stop her from befriending Roan Sullivan, a fierce, motherless boy who lived in a rusted-out trailer amid junked cars. No one in Dunderry, Georgia--least of all Claire's family--could understand the bond between these two mavericks. But Roan and Claire belonged together...until the dark afternoon when violence and terror overtook them, and Roan disappeared from Claire's life. Now, two decades later, Claire is adrift, and the Maloneys are still hoping the past can be buried under the rich Southern soil. But Roan Sullivan is about to walk back into their lives....By turns tender and sexy and heartbreaking and exuberant, A Place to Call Home is an enthralling journey between two hearts--and a deliciously original novel from one of the most imaginative and appealing new voices in Southern fiction.",415,"['Romance', 'Contemporary Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Southern']",397 follower,316 review,81,48 (1%),144 (4%),596 (19%),"1,057 (34%)","1,227 (39%)"
Vindima,Miguel Torga,4.16,147 rating,"January 1, 1945","O primeiro romance de Miguel Torga é uma homenagem ao Douro, às suas gentes e às suas paisagens. Um livro para todos os que amam esta extraordinária região.http://www.bertrand.pt/ficha/vindima?...Um livro para quem gosta do Douro. Um livro que conta a história do povo, dos seus trabalhos, dos seus amores, das suas tristezas, alegrias e dores...«coisas da vida», como só Miguel Torga sabe contar.http://amblog.blogs.sapo.pt/7859.html",338,[],195 follower,10 review,114,1 (<1%),3 (2%),28 (19%),54 (36%),61 (41%)
Your Blue-Eyed Boy,Helen Dunmore,3.34,"1,069 rating","March 27, 1998","Simone is 38, a district judge whose husband Donald is on the verge of bankruptcy and breakdown. Whilst she is at court, passing judgement on the lives of others, Donald stays at home and looks after their two young sons. One morning a letter arrives; someone she has tried to forget has not forgotten her and Simone's private history is about to collide with her public world.",252,"['Fiction', 'Novels', 'Mystery', 'Thriller', 'British Literature', 'Literary Fiction']",925 follower,119 review,129,48 (4%),152 (14%),409 (38%),308 (28%),152 (14%)
Tara,Lesley Pearse,4.37,"2,298 rating","June 1, 1994","Can you ever be free from the past?In the East End, twelve-year-old Tara witnesses her villain of a father almost kill her mother. She forges a determination then and there to change her life.This is the story of three beautiful and talented women. Mabel, whose great love for a gambling man has brought her close to insanity; gentle Amy, who marries a man brutalised by war and failure; and Tara, who is hungry for success and life on her own terms.To have both, she must battle against the legacy these two women have left her, the deep prejudices and dangers of Whitechapel in the 1960s - with its gang leaders, rogues, market traders and dolly birds - and the passionate love she has had since girlhood for the charming wideboy and villain, Harry Collins.",720,"['Romance', 'Fiction', 'Chick Lit', 'Drama', 'Historical Fiction', 'Historical']","1,969 follower",69 review,73,23 (1%),53 (2%),258 (11%),692 (30%),"1,272 (55%)"
Beauty and Sadness,Yasunari Kawabata,3.82,"12,533 rating","January 1, 1964","Beauty and Sadness (Japanese: 美しさと哀しみと Utsukushisa to kanashimi to) is a 1964 novel by Japanese Nobel Prize winning author Yasunari Kawabata.Opening on the train to Kyoto, the narrative, in characteristic Kawabata fashion, subtly brings up issues of tradition and modernity as it explores writer Oki Toshio's reunion with a young lover from his past, Otoko Ueno, who is now a famous artist and recluse. Ueno is now living with her protegée and a jealous lover, Keiko Sakami, and the unfolding relationships between Oki, Otoko, and Keiko form the plot of the novel. Keiko states several times that she will avenge Otoko for Oki's abandonment, and the story coalesces into a climactic ending.",206,"['Japan', 'Fiction', 'Japanese Literature', 'Classics', 'Literature', 'Asia', 'Romance', 'Japan', 'Fiction', 'Japanese Literature', 'Classics', 'Literature', 'Asia', 'Romance', 'Japan', 'Fiction', 'Japanese Literature', 'Classics', 'Literature', 'Asia', 'Romance']","3,278 follower","1,352 review",370,200 (1%),832 (6%),"3,242 (25%)","5,055 (40%)","3,204 (25%)"
The Adventures of the Great Mouse Detective,Walt Disney Company,3.96,143 rating,"95 pages, HardcoverPublished January 1, 1997",Mouse detective Basil of Baker Street must stop the evil Ratigan from kidnapping the queen,95,"['Picture Books', 'Childrens', 'Animals']","2,606 follower",6 review,33.2k,3 (2%),4 (2%),43 (30%),39 (27%),54 (37%)
Letters to a Devastated Christian,Gene Edwards,4.17,92 rating,"January 1, 1992","In exploring the aspects of Christian groups that emphasize submission and authority, the author offers hope to followers left with bitterness and resentment.",45,"['Christian', 'Christianity', 'Christian Living', 'Spirituality']",228 follower,11 review,95,1 (1%),4 (4%),17 (18%),26 (28%),44 (47%)
The Unwilling Warlord,Lawrence Watt-Evans,3.98,"1,080 rating","October 14, 1989","With an army of incompetent generals, untrained, inebriated soldiers, and hardly any weapons, Semma's warlord, Sterren is up against great odds in the kingdom's war",309,"['Fantasy', 'Fiction', 'Science Fiction', 'Magic', 'Science Fiction Fantasy', 'Humor', 'Adventure']",496 follower,39 review,216,2 (<1%),36 (3%),254 (23%),482 (44%),306 (28%)
