title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,no_of_books_by_author,author_followers,genres,no_of_reviews,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
The Hour of the Star,Clarice Lispector,4.08,"33,742 rating","October 26, 1977","The Hour of the Star, Clarice Lispector's consummate final novel, may well be her masterpiece. Narrated by the cosmopolitan Rodrigo S.M., this brief, strange, and haunting tale is the story of Macabéa, one of life's unfortunates. Living in the slums of Rio de Janeiro and eking out a poor living as a typist, Macabéa loves movies, Coca-Cola, and her rat of a boyfriend; she would like to be like Marilyn Monroe, but she is ugly, underfed, sickly, and unloved. Rodrigo recoils from her wretchedness, and yet he cannot avoid realization that for all her outward misery, Macabéa is inwardly free. She doesn't seem to know how unhappy she should be. Lispector employs her pathetic heroine against her urbane, empty narrator--edge of despair to edge of despair--and, working them like a pair of scissors, she cuts away the reader's preconceived notions about poverty, identity, love, and the art of fiction. In her last novel she takes readers close to the true mystery of life, and leaves us deep in Lispector territory indeed.",96,220,"4,841 follower","['Fiction', 'Classics', 'Brazil', 'Novels', 'Literary Fiction', 'Literature', 'Latin American', 'Fiction', 'Classics', 'Brazil', 'Novels', 'Literary Fiction', 'Literature', 'Latin American', 'Fiction', 'Classics', 'Brazil', 'Novels', 'Literary Fiction', 'Literature', 'Latin American']","3,792 review","13,775 (40%)","11,940 (35%)","5,734 (16%)","1,685 (4%)",608 (1%)
The General in His Labyrinth,Gabriel García Márquez,3.69,"23,010 rating","March 20, 1989","(Book Jacket Status: Jacketed)Gabriel García Márquez's most political novel is the tragic story of General Simón Bolívar, the man who tried to unite a continent.Bolívar, known in six Latin American countries as the Liberator, is one of the most revered heroes of the western hemisphere; in García Márquez's brilliant reimagining he is magnificently flawed as well. The novel follows Bolívar as he takes his final journey in 1830 down the Magdalena River toward the sea, revisiting the scenes of his former glory and lamenting his lost dream of an alliance of American nations. Forced from power, dogged by assassins, and prematurely aged and wasted by a fatal illness, the General is still a remarkably vital and mercurial man. He seems to remain alive by the sheer force of will that led him to so many victories in the battlefields and love affairs of his past. As he wanders in the labyrinth of his failing powers-and still-powerful memories-he defies his impending death until the last.The General in His Labyrinth is an unforgettable portrait of a visionary from one of the greatest writers of our time.",248,820,36.1k follower,"['Fiction', 'Historical Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Fiction', 'Historical Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Fiction', 'Historical Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature']","1,395 review","5,025 (21%)","8,605 (37%)","7,091 (30%)","1,877 (8%)",412 (1%)
Petersburg,Andrei Bely,3.97,"5,300 rating","January 1, 1913","Taking place over a short, turbulent period in 1905, 'Petersburg' is a colourful evocation of Russia's capital—a kaleidoscope of images and impressions, an eastern window on the west, a symbol of the ambiguities and paradoxes of the Russian character. History, culture, and politics are blended and juxtaposed; weather reports, current news, fashions and psychology jostle together with people from Petersburg society in an exhilarating search for the identity of a city and, ultimately, Russia itself. 'The one novel that sums up the whole of Russia.'—Anthony Burgess",384,158,138 follower,"['Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Novels', 'Historical Fiction']",351 review,"2,112 (39%)","1,612 (30%)","1,050 (19%)",365 (6%),161 (3%)
Déjà Dead,Kathy Reichs,3.87,"149,690 rating","September 2, 1997","Her life is devoted to justice; for those she never even knew. In the year since Temperance Brennan left behind a shaky marriage in North Carolina, work has often preempted her weekend plans to explore Quebec. When a female corpse is discovered meticulously dismembered and stashed in trash bags, Temperance detects an alarming pattern and she plunges into a harrowing search for a killer. But her investigation is about to place those closest to her, her best friend and her own daughter, in mortal danger...",532,162,16k follower,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adult']","4,605 review","46,370 (30%)","54,870 (36%)","35,826 (23%)","8,534 (5%)","4,090 (2%)"
Everyone Poops,Taro Gomi,4.19,"6,711 rating","February 2, 1981","Since we all eat, we all must poop. All of us! Everyone!This wonderful, modern-day toddler classic presents information that children both want and need in a refreshingly honest, informative, and age-appropriate way.",28,418,120 follower,"['Picture Books', 'Childrens', 'Nonfiction', 'Humor', 'Animals', 'Science', 'Health', 'Picture Books', 'Childrens', 'Nonfiction', 'Humor', 'Animals', 'Science', 'Health', 'Picture Books', 'Childrens', 'Nonfiction', 'Humor', 'Animals', 'Science', 'Health']",807 review,"3,499 (52%)","1,681 (25%)","1,018 (15%)",318 (4%),195 (2%)
Night Shift,Stephen King,4.03,"180,290 rating","January 1, 1978","A collection of tales to invade and paralyse the mind as the safe light of day is infiltrated by the shadows of the night. As you listen, the clutching fingers of terror brush lightly across the nape of the neck, reach round from behind to clutch and lock themselves, white-knuckled, around the throat.This is the horror of ordinary people and everyday objects that become strangely altered; a world where nothing is ever quite what it seems, where the familiar and the friendly lure and deceive. A world where madness and blind panic become the only reality.Listening Length: 10 hours and 33 minutes",409,"2,518",841k follower,"['Horror', 'Short Stories', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Anthologies']","5,655 review","63,804 (35%)","68,420 (37%)","40,045 (22%)","6,436 (3%)","1,585 (<1%)"
Appointment with Death,Agatha Christie,3.87,"58,237 rating","May 2, 1938","Among the towering red cliffs of Petra, like some monstrous swollen Buddha, sat the corpse of Mrs Boynton. A tiny puncture mark on her wrist was the only sign of the fatal injection that had killed her.With only 24 hours available to solve the mystery, Hercule Poirot recalled a chance remark he’d overheard back in Jerusalem: ‘You see, don’t you, that she’s got to be killed?’ Mrs Boynton was, indeed, the most detestable woman he’d ever met.",303,"4,153",64.5k follower,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'Audiobook']","3,694 review","14,739 (25%)","24,367 (41%)","16,369 (28%)","2,334 (4%)",428 (<1%)
"The Naomi Poems, Book One: Corpse and Beans",Bill Knott,4.52,91 rating,"January 1, 1968","“Bill Knott writes stunning poems in which he wires the head to the heart in such surprising ways that the results are truly electrifying. More than anyone of his generation, he shows us just how wild American poetry can be.” —Billy Collins “A perfect asshole wonderpoet. . . .find and buy a book of Knott’s” —Richard Hell The debut collection from Bill Knott that influenced a generation of poets and rockstars is now back-in-print for the first time in almost 60 years. Bill Knott’s first book, The Naomi Corpse and Beans , was written under the pen name St. Geraud, the fictional persona of “a virgin and a suicide” who allegedly died two years prior to publication. The Naomi Poems was received to great acclaim and brought him to the attention of such poets as James Wright, who called Knott  an ""unmistakable genius."" It also went on to inspire generations of fellow writers—from James Tate to Mary Ruefle to Denis Johnson. While first editions have become treasured collector’s items today, and its poems mixed and remixed into numerous anthologies over the decades, The Naomi Poems is finally available in its original form for the first time since its original publication.",61,118,34 follower,['Poetry'],13 review,58 (63%),26 (28%),4 (4%),2 (2%),1 (1%)
Moving Pictures,Terry Pratchett,3.96,"80,576 rating","January 1, 1990","Cameras roll - which means the imps inside have to paint really fast - on the fantastic Discworld when the alchemists discover the magic of the silver screen.But what is the dark secret of Holy Wood Hill?As the alien clichés of Tinsel Town pour into the world, it's up to the Disc's first film stars to find out...THRILL as Victor Tugelbend (""Can't sing. Can't dance. Can handle a sword a little"") and Theda Withel (""I come from a little town you've probably never even heard of"") battle the forces of evil and cinema advertising...SCREAM as Gaspode the Wonder Dog nearly saves the day...EAT POPCORN as you watch the filming of ""Blown Away,"" the oddest Civil War picture ever made...A Passionate Saga Set Against the background of a World Gone Mad!This Will Amaze You!With a Thousand Elephants!(""And afterwards, why not dine at Harga's House of Ribs, for the best in international cuisine; only two minutes from this book..."")",396,489,42.5k follower,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']","2,349 review","26,097 (32%)","30,673 (38%)","19,444 (24%)","3,582 (4%)",780 (<1%)
Coming up for Air,George Orwell,3.79,"17,924 rating","January 1, 1938","George Bowling, the hero of Orwell's comic novel, is a middle-aged insurance salesman who lives in an average English suburban row house with a wife and two children. One day, after winning some money from a bet, he goes back to the village where he grew up, to fish for carp in a pool he remembers from thirty years before. The pool, alas, is gone, the village has changed beyond recognition, and the principal event of his holiday is an accidental bombing by the RAF.",278,"1,187",43.8k follower,"['Fiction', 'Classics', 'Literature', 'Novels', 'British Literature', 'Historical Fiction', '20th Century']","1,464 review","4,197 (23%)","7,330 (40%)","5,101 (28%)","1,040 (5%)",256 (1%)
