title,authors,average_rating,rating,date_of_publication,descriptions,total_pages,genres,author_followers,no_of_reviews,no_of_books_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Royal Physician's Visit,Per Olov Enquist,3.82,"4,134 rating","January 1, 1999","An international sensation, The Royal Physician's Visit magnificently recasts the dramatic era of Danish history when Johann Friedrich Struensee -- court physician to mad young King Christian -- stepped through an aperture in history and became the holder of absolute power in Denmark. His is a gripping tale of power, sex, love, and the life of the mind, and it is superbly rendered here by one of Sweden's most acclaimed writers. A charismatic German doctor and brilliant intellectual, Struensee used his influence to introduce hundreds of reforms in Denmark in the 1760s. He had a tender and erotic affair with Queen Caroline Mathilde, who was unsatisfied by her unstable, childlike husband. Yet Struensee lacked the subtlety of a skilled politician and the cunning to choose enemies wisely; these flaws proved fatal, and would eventually lead to his tragic demise.",412,"['Historical Fiction', 'Fiction', 'Historical', 'Denmark', 'Scandinavian Literature', 'Swedish Literature', 'Sweden', 'Historical Fiction', 'Fiction', 'Historical', 'Denmark', 'Scandinavian Literature', 'Swedish Literature', 'Sweden', 'Historical Fiction', 'Fiction', 'Historical', 'Denmark', 'Scandinavian Literature', 'Swedish Literature', 'Sweden']",157 follower,371 review,88,68 (1%),273 (6%),"1,028 (24%)","1,718 (41%)","1,047 (25%)"
His Last Bow,Arthur Conan Doyle,4.24,"44,757 rating","October 22, 1917","'His Last Bow', the title story of this collection, tells how Sherlock Holmes is brought out of retirement to help the Government fight the German threat at the approach of the First World War. The Prime Minister himself requests Holmes's services to hunt down the remarkable German agent, Von Bork. Several of the detective's earlier cases complete the volume, including 'Wisteria Lodge', 'The Bruce-Partington Plans', and 'The Disappearance of Lady Frances Carfax'. In 'The Dying Detective', Dr Watson is horrified to discover Holmes at death's door from a mysterious tropical disease as his friend lays a trap for a murderer.",242,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Audiobook', 'Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Audiobook', 'Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Audiobook']",22.4k follower,"1,393 review",13.6k,343 (<1%),"1,014 (2%)","6,924 (15%)","15,748 (35%)","20,728 (46%)"
Love in a Bottle,Antal Szerb,3.94,229 rating,"January 1, 1946","This selection of stories, set in mythical times and in 1920s and 1930s London and Paris, reflects Antal Szerb’s love of life and irrepressible irony that has become his trademark: from Szerb’s earliest stories, driven by his intense political and religious idealism, to his later work, marked by the sympathy and humour of Journey by Moonlight and The Queen’s Necklace.",240,"['Short Stories', 'Hungary', 'Hungarian Literature', 'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Short Stories', 'Hungary', 'Hungarian Literature', 'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Short Stories', 'Hungary', 'Hungarian Literature', 'Fiction', 'Classics', 'Historical Fiction', 'Literature']",205 follower,17 review,36,2 (<1%),8 (3%),63 (27%),84 (36%),72 (31%)
Ants at Work: How an Insect Society is Organized,Deborah M. Gordon,3.75,203 rating,"October 6, 1999","Individual ants manage their incredibly complex colonies with no one in charge―how do they do it? Ants have long been regarded as the most interesting of the social insects. With their queens and celibate workers, these intriguing creatures have captured the imaginations of scientists and children alike for generations. Yet until now, no one had studied intensely the life cycle of the ant colony as a whole. An ant colony has a life cycle of about fifteen years―it is born, matures, and dies. But the individual ants that inhabit the colony live only one year. So how does this system of tunnels and caves in the dirt become so much more than the sum of its parts?Leading ant researcher Deborah Gordon takes the reader to the Arizona desert to explore this question. The answer involves the emerging insights of the new science of complexity, and contributes to understanding the evolution of life itself.",192,"['Science', 'Nonfiction', 'Nature', 'Biology', 'Animals', 'Wildlife', 'Natural History']",4 follower,31 review,5,3 (1%),14 (6%),58 (28%),83 (40%),45 (22%)
Gândirea captivă,Czesław Miłosz,4.27,"3,933 rating","January 1, 1953","Scris după decizia sa de a rupe cu dictatura comunistă din Polonia şi de a rămâne în Vest, apărut la Paris în 1953, eseul lui Czesław Miłosz Gândirea captivă a devenit un document esenţial al literaturii antitotalitare. Este vorba de o lucrare demistificatoare, o incursiune în universul magiei exercitate de doctrina comunistă („Noua Credinţă"") asupra atâtor intelectuali din însângeratul şi absurdul secol XX. Un secol al abdicării raţiunii, al exaltării violenţei extremiste şi al ascensiunii unor dictatori paranoici pentru care jocul iresponsabil cu destinele a milioane de oameni era răspunsul la ceea ce ei considerau a fi „comandamentele Istoriei"". (Vladimir Tismăneanu)",280,"['Philosophy', 'Nonfiction', 'History', 'Politics', 'Polish Literature', 'Essays', 'Poland', 'Philosophy', 'Nonfiction', 'History', 'Politics', 'Polish Literature', 'Essays', 'Poland', 'Philosophy', 'Nonfiction', 'History', 'Politics', 'Polish Literature', 'Essays', 'Poland', 'Philosophy', 'Nonfiction', 'History', 'Politics', 'Polish Literature', 'Essays', 'Poland', 'Philosophy', 'Nonfiction', 'History', 'Politics', 'Polish Literature', 'Essays', 'Poland']",769 follower,370 review,301,32 (<1%),87 (2%),516 (13%),"1,432 (36%)","1,866 (47%)"
Dodsworth,Sinclair Lewis,4.03,"1,329 rating","January 1, 1929","Yielding to the wishes of his spoiled wife, a wealthy American industrialist abandons his ideals to enter the frivolous world of European high society",384,"['Fiction', 'Classics', 'Historical Fiction', 'American', 'Literature', '20th Century', 'Novels', 'Fiction', 'Classics', 'Historical Fiction', 'American', 'Literature', '20th Century', 'Novels', 'Fiction', 'Classics', 'Historical Fiction', 'American', 'Literature', '20th Century', 'Novels']",955 follower,158 review,400,8 (<1%),49 (3%),284 (21%),545 (41%),443 (33%)
The Mahabharata,Jean-Claude Carrière,4.30,243 rating,"January 1, 1987","A unique dramatization of India's greatest epic poem, fifteen times longer than the Bible, The Mahabharata has played to enthralled audiences throughout Europe, the Far East and America. Regarded as the culmination of Peter Brook's extraordinary research into the possibilities of theatre, the production has been hailed as the 'theatrical event of this century' (Sunday Times). British audiences encountered The Mahabharata, on stage and television, in the late eighties. This volume contains the complete script of Carriere's adaptation in Peter Brook's translation, with introductions by each of them.",257,"['Plays', 'Religion', 'Fiction', 'Drama', 'Fantasy', 'Mythology', 'India']",82 follower,29 review,190,5 (2%),4 (1%),31 (12%),75 (30%),128 (52%)
Yo el Supremo,Augusto Roa Bastos,3.88,820 rating,"January 1, 1974","En lo que casi es un género dentro de la narrativa hispanoamericana, la «novela del Dictador» (que comprendería títulos como El otoño del patriarca o El señor presidente), Yo el Supremo del paraguayo Roa Bastos, destaca con fuerza propia. Obra «de expansión», tejida con materiales verbales de mil fuentes, flotante en un juego maestro de intertextualidad, sostiene increíblemente la tensión narrativa de la primera a la última página. La conjunción del componente indígena guaraní con el castellano, junto con la asimilación de los recursos de la narrativa más moderna, están en la raíz de la singularidad de esta quizá-novela, que Alejo Carpentier calificó de «obra maestra».",612,"['Fiction', 'Spanish Literature', 'Latin American', 'Historical Fiction', 'Literature', '20th Century', 'Latin American Literature', 'Fiction', 'Spanish Literature', 'Latin American', 'Historical Fiction', 'Literature', '20th Century', 'Latin American Literature', 'Fiction', 'Spanish Literature', 'Latin American', 'Historical Fiction', 'Literature', '20th Century', 'Latin American Literature']",132 follower,93 review,88,34 (4%),65 (7%),169 (20%),253 (30%),299 (36%)
Enter a Murderer,Ngaio Marsh,3.82,"6,753 rating","January 1, 1935","A classic Ngaio Marsh novel reissued - the second Roderick Alleyn Mystery. The crime scene was the stage of the Unicorn Theatre, when prop gun fired a very real bullet; the victim was an actor clawing his way to stardom using bribery instead of talent; and the suspects included two unwilling girlfriends and several relieved blackmail victims. The stage is set for one of Roderick Alleyn′s most baffling cases...",245,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Classics', 'British Literature', 'Mystery Thriller']",713 follower,507 review,199,74 (1%),332 (4%),"2,101 (31%)","2,507 (37%)","1,739 (25%)"
The Case of the Vanishing Boy,Alexander Key,4.16,196 rating,"October 1, 1979","His memory gone, a mysterious youth knows only one It’s time to runOn a crowded commuter train, a young boy shakes with fear, unable to remember how he got there or where he’s going. His memory is a total blank. He doesn’t even know his name. But beside him is a blind girl, Ginny, who has a way of seeing deep within people’s souls. Looking inside the boy’s addled memory, she discovers that his name is Jan—and he has every reason to be afraid. When the train stops, Jan flees into the night, and the police come charging after him. No matter where he goes—a church, the woods, the back alleys of this cozy suburban town—the hunters keep getting closer. He has incredible powers, and the government wants to use them for evil purposes. As his memory returns, Jan will tame his powers and stop running. With Ginny’s help, he will begin to fight back.",213,"['Science Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Adventure', 'Childrens', 'Middle Grade']",95 follower,22 review,63,3 (1%),10 (5%),28 (14%),67 (34%),88 (44%)
The Serpent,Jane Gaskell,3.70,238 rating,"January 1, 1963","Orbit / Futura, 1985. British mass market paperback, 1st thus. The first book (or the first part of the first book) in the Atlan / Cija series. After first publication, the original novel ""The Serpent"" was split into two separate novels, The Serpent"" and ""The Dragon."" Set in prehistoric South America and in the mythical world of Atlantis. The books in the series ""The Serpent (1963); and ""The Dragon"" (1963); [both contained in the book offered here], ""Atlan"" (1965); ""The City"" (1966); and ""Some Summer Lands"" (1977).",317,"['Fantasy', 'Fiction', 'Science Fiction', 'Adventure', 'Science Fiction Fantasy', 'Literature', 'Pulp']",52 follower,42 review,39,10 (4%),21 (8%),66 (27%),74 (31%),67 (28%)
The Unlimited Dream Company,J.G. Ballard,3.64,"1,909 rating","January 1, 1979","From the author of the Sunday Times bestseller 'Cocaine Nights' comes an acclaimed backlist title -- in which suburban London is transformed into an exotic dreamworld -- now reissued in new cover style. When a light aircraft crashes into the Thames at Shepperton, the young pilot who struggles to the surface minutes later seems to have come back from the dead. Within hours everything in the dormitory suburb is strangely transformed. Vultures invade the rooftops, luxuriant tropical vegetation overruns the quiet avenues, and the local inhabitants are propelled by the young man's urgent visions through ecstatic sexual celebrations towards an apocalyptic climax.",224,"['Fiction', 'Science Fiction', 'Fantasy', 'Novels', 'British Literature', 'Magical Realism', 'Literature']","3,696 follower",188 review,444,79 (4%),202 (10%),508 (26%),659 (34%),461 (24%)
Studies in Classic American Literature,D.H. Lawrence,4.06,560 rating,"August 1, 1923","Lawrence asserted that 'the proper function of a critic is to save the tale from the artist who created it'. In these highly individual, penetrating essays he has exposed 'the American whole soul' within some of that continent's major works of literature. In seeking to establish the status of writings by such authors as Poe, Melville, Fenimore Cooper and Whitman, Lawrence himself has created a classic work. Studies in Classic American Literature is valuable not only for the light it sheds on eighteenth- and nineteenth-century American consciousness, telling 'the truth of the day', but also as a prime example of Lawrence's learning, passion and integrity of judgement.",192,"['Literary Criticism', 'Nonfiction', 'Essays', 'Criticism', 'Classics', 'Literature', 'American']","3,638 follower",81 review,"1,994",14 (2%),20 (3%),107 (19%),198 (35%),221 (39%)
الفوائد,Ibn Qayyim al-Jawziyya,4.51,"4,470 rating","January 1, 1979","هذا كتاب في الوعظ فريد من نوعه؛ حيث إنه يشتمل على التفسير والحكم والطرائف والآراء والنظرات الفلسفية في مختلف شئون الدنيا والدين، وكثيرًا ما يتناول فيه المصنف آية أو جزء آية فيفسرها تفسيرًا لم يسبقه أحد إليه، أو جزءًا من حديث أو حتى كلمة فيه فيبرع في إخراج المعاني القيمة والحكم المفيدة بسبك رائع وأسلوب عظيم راق؛ فقد اشتمل الكتاب على فوائد منثورة حول الإيمان والإسلام والقرآن ومعرفة الله والتوبة والأخلاق، وفضائل السور ومعاني القرآن والاعتقاد، وفوائد حول الأحاديث المختلفة، وحقيقة الدنيا، وحقيقة الآخرة، وفوائد مستفادة من سيرة النبي صلى الله عليه وسلمرابط التحميل:http://www.waqfeya.com/book.php?bid=1781This book, Al-Fawaid: A Collection of Wise Sayings is one of the well-known compilations of Imam Shams Ad-Dm Ibn Qayyim Al-Jawziyyah, who is well known by the name Ibn Al-Qayyim (may Allah have mercy upon him). This blessed book is not like others that simply contain sections, chapters and themes, but it consists of the elevated thoughts that Allah, Exalted be He, bestows upon some of His servants as He wills. So whenever any of these scattered pearls of wisdom occurred to the Imam, he would immediately record them. I am sure that he did not sit down and write this book in one or two weeks, but surely it was developed over a long period of time. Whenever something came to his mind, he would record it, and whenever he learnt a lesson or anything crucial in his life, he would illuminate the lines of his page with the ink of his pen.",304,"['Religion', 'Islam', 'Nonfiction', 'Self Help', 'Audiobook', 'Religion', 'Islam', 'Nonfiction', 'Self Help', 'Audiobook', 'Religion', 'Islam', 'Nonfiction', 'Self Help', 'Audiobook', 'Religion', 'Islam', 'Nonfiction', 'Self Help', 'Audiobook', 'Religion', 'Islam', 'Nonfiction', 'Self Help', 'Audiobook']",436 follower,415 review,51,76 (1%),87 (1%),328 (7%),953 (21%),"3,026 (67%)"
Whistle,James  Jones,3.85,606 rating,"March 1, 1978","The crowning novel of James Jones's trilogy brings to life the men who fought and died in the war and the wounded who survived, living to carry the madness home.",496,"['Fiction', 'War', 'Historical Fiction', 'World War II', 'Military Fiction', 'American', 'Novels']",233 follower,54 review,62,8 (1%),39 (6%),154 (25%),241 (39%),164 (27%)
Alfred Hitchcock Presents: More Stories Not for the Nervous,Alfred Hitchcock,3.93,82 rating,"January 1, 1967","Hip, hip, horrorHang on to your tranquilizers and prepare yourself for a parade of diabolical plots that will keep you screaming on the edge of your seat. It's an insidious Alfred Hitchcock extravaganza, with one of the finest troupes of literary terrorists ever.Room with a view / Hal Dresner --Lemmings / Richard Mathieson --White goddess / Idris Seabright --Call for help / Robert Arthur --View from the terrace / Mike Marmer --Something short of murder / Henry Slesar --The golden girl / Ellis Peters --The boy who predicted earthquakes / Margaret St. Clair --Walking alone / Miriam Allen Deford --For all the rude people / Jack Ritchie --Sorry, wrong number / Lucille Fletcher and Allan Ullman",188,"['Mystery', 'Short Stories', 'Fiction', 'Horror', 'Mystery', 'Short Stories', 'Fiction', 'Horror', 'Mystery', 'Short Stories', 'Fiction', 'Horror', 'Mystery', 'Short Stories', 'Fiction', 'Horror', 'Mystery', 'Short Stories', 'Fiction', 'Horror']",735 follower,12 review,"1,070",1 (1%),2 (2%),22 (26%),34 (41%),23 (28%)
Charmed,Catherine Hart,4.01,164 rating,"December 1, 1996","Discovering a magnificent Shawnee amulet that had been buried in 1813 by a great warrior, Silver Thorn, history teacher Nikki Swan is swept into the Native American's world and learns that he is the brother of the great Tecumseh. Original.",408,"['Time Travel', 'Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Fantasy', 'Paranormal Romance']",104 follower,20 review,34,7 (4%),7 (4%),33 (20%),47 (28%),70 (42%)
Vanishing Act,Thomas Perry,4.01,"7,018 rating","January 1, 1995","Jane Whitefield is a Native American guide who leads people out of the wilderness--not the tree-filled variety but the kind created by enemies who want you dead. She is in the one-woman business of helping the desperate disappear. Thanks to her membership in the Wolf Clan of the Seneca tribe, she can fool any pursuer, cover any trail, and then provide her clients with new identities, complete with authentic paperwork. Jane knows all the tricks, ancient and modern; in fact, she has invented several of them herself. So she is only mildly surprised to find an intruder waiting for her when she returns home one day. An ex-cop suspected of embezzling, John Felker wants Jane to do for him what she did for his buddy Harry Kemple: make him vanish. But as Jane opens a door out of the world for Felker, she walks into a trap that will take all her heritage and cunning to escape....",368,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook']","1,466 follower",651 review,62,96 (1%),283 (4%),"1,437 (20%)","2,846 (40%)","2,356 (33%)"
Net Force,Steve Perry,3.54,"10,176 rating","August 10, 1998","Libro usado en buenas condiciones, por su antiguedad podria contener señales normales de uso",388,"['Fiction', 'Thriller', 'Science Fiction', 'Action', 'Espionage', 'Mystery', 'Adventure', 'Fiction', 'Thriller', 'Science Fiction', 'Action', 'Espionage', 'Mystery', 'Adventure', 'Fiction', 'Thriller', 'Science Fiction', 'Action', 'Espionage', 'Mystery', 'Adventure', 'Fiction', 'Thriller', 'Science Fiction', 'Action', 'Espionage', 'Mystery', 'Adventure', 'Fiction', 'Thriller', 'Science Fiction', 'Action', 'Espionage', 'Mystery', 'Adventure']",337 follower,193 review,271,499 (4%),"1,121 (11%)","3,268 (32%)","2,946 (28%)","2,342 (23%)"
The Four Graces,D.E. Stevenson,3.98,"1,658 rating","January 1, 1946","“The Four Graces” is a sly, enjoyable love letter to life in a small English town. Yes, it pokes fun at as much as it endorses, but this book makes you think that setting up in a vicarage with three sisters and the occasional gentleman caller is just the kind of life to have. There are really four Grace sisters, but we hardly see Addie, the youngest, who is in the Women’s Auxiliary Air Force and hardly ever at home. The focus is mainly on the three Liz, the lively beauty of the family, Sal, whose quick wit makes her more than just an ex-invalid, and Tilly, sweet, shy, musical, who wants to know why everything had to go up and change. There’s World War II, of course, but that’s not quite what Tilly means. There’s also the disagreeable Aunt Rona, who drops in for a visit after London is bombed and quite overstays her welcome. And there’s the gentleman callers William Single, the Roman history expert, and Captain Roderick Herd, who has clear intentions that end up more than a bit muddled. In fact, the whole book is a bit muddled – but in a good way. There’s just so much going on that you’re never bored. If you’re not laughing at Aunt Rona, you’re smiling over the simple yet kindhearted townsfolk, unless you’re wondering how Mrs. Chevis-Green and Miss Bodkin will ever patch up their misunderstanding. And if the town isn’t being spotlighted, the Grace family certainly is. Intelligent, observant Sal was my favorite, but I also liked Tilly and her practical outlook. --E.J. Jones, Amazon reviews",192,"['Fiction', 'Historical Fiction', 'Romance', 'World War II', 'Classics', 'British Literature', 'Humor']",525 follower,224 review,63,14 (<1%),49 (2%),377 (22%),728 (43%),490 (29%)
The Blessing,Nancy Mitford,3.79,"2,403 rating","January 1, 1951","With characteristically amusing malice, Mitford blends a comedy of manners with culture shock as Grace Allingham, a naive English rose, impulsively marries Charles-Edouard de Valhubert, a French nobleman with all his class's charm and decadence. Both are duped, however, by their son Sigismund -- the Blessing of the title -- a juvenile Machiavelli who mixes Gallic cunning with Saxon thoroughness to become one of Mitford's most memorable characters.",221,"['Fiction', 'Classics', 'Humor', 'France', 'Literature', 'British Literature', 'Romance']",681 follower,216 review,73,22 (<1%),138 (5%),738 (30%),923 (38%),582 (24%)
Fin-de-Siècle Vienna: Politics and Culture,Carl E. Schorske,4.10,"1,497 rating","January 1, 1980","A landmark book from one of the original scholars of our time: a magnificent revelation of turn-of-the-century Vienna where out of a crisis of political & social disintegration so much of modern art & thought was born.This edition contains:IllustrationsAcknowledgmentsIntroductionPolitics & the psyche: Schnitzler & HoffmannsthalThe Ringstrasse, its critics & the birth of urban modernismPolitics in a new key: an Austrian trioPolitics & patricide in Freud's Interpretation of dreamsGustav Klimt: painting & the crisis of the liberal egoThe transformation of the garden Explosion in the garden: Kokoschka & SchoenbergIndex",378,"['History', 'Nonfiction', 'Art', 'Politics', 'Philosophy', 'European History', 'Architecture']",23 follower,85 review,14,27 (1%),58 (3%),255 (17%),561 (37%),596 (39%)
